WL,A25ME,A30ME,A35ME,A40ME,A45ME,A50ME,A55ME,A60ME,A65ME,A70ME,A75MEREF,A80ME,A85ME,A90ME
208.6,-7212361.212,-7031938.746,-7047859.546,-7160081.285,-6956354.748,-7116418.491,-6792529.716,-6917189.58,-6860551.334,-6657541.233,-6604405.563,-6508821.06,-6431465.873,-6121766.511
208.5,-7224978.446,-7050327.27,-7071004.409,-7172917.43,-6985370.406,-7142608.207,-6821883.691,-6928553.051,-6859615.987,-6660964.205,-6607530.02,-6541538.304,-6437913.797,-6139956.025
208.4,-7238312.116,-7071024.31,-7092338.281,-7185534.664,-7013470.618,-7166210.793,-6848531.13,-6940215.037,-6861168.265,-6658914.402,-6611828.636,-6578394.956,-6447864.297,-6164653.166
208.3,-7254033.906,-7089074.517,-7119562.849,-7192898.034,-7037968.749,-7186848.13,-6878183.62,-6941628.008,-6867874.902,-6660586.086,-6617759.134,-6610594.774,-6452779.844,-6193131.497
208.2,-7266113.813,-7109492.943,-7150270.092,-7197216.551,-7061571.335,-7199425.562,-6900492.641,-6943220.088,-6881765.8,-6673979.459,-6625062.801,-6648864.397,-6452839.547,-6225172.107
208.1,-7273795.599,-7128518.299,-7177275.749,-7193753.777,-7087243.625,-7208381.012,-6922264.335,-6945190.287,-6896791.055,-6692885.409,-6632804.29,-6678019.362,-6449934.001,-6258506.282
208,-7281258.474,-7149215.339,-7201952.989,-7184838.129,-7114806.51,-7214470.718,-6940075.73,-6953130.786,-6906582.347,-6712129.676,-6636804.391,-6704467.791,-6447227.465,-6292676.299
207.9,-7287507.388,-7173613.965,-7222391.316,-7173932.381,-7137095.63,-7214948.342,-6960474.255,-6957449.303,-6910502.844,-6731871.468,-6641142.809,-6730916.22,-6438112.807,-6329174.733
207.8,-7291686.598,-7191067.142,-7240481.325,-7162111.187,-7147145.635,-7212938.341,-6978643.868,-6963757.92,-6915119.876,-6757444.253,-6649939.051,-6751255.042,-6433157.458,-6355085.835
207.7,-7293855.807,-7201196.751,-7252999.054,-7146807.318,-7146090.882,-7201813.682,-6995082.094,-6970703.369,-6922861.365,-6781783.176,-6662894.602,-6764847.425,-6423565.176,-6372837.527
207.6,-7296164.323,-7208440.715,-7259944.503,-7130369.092,-7144737.614,-7188679.022,-7010366.062,-6980056.839,-6935677.609,-6810619.725,-6665262.821,-6764608.613,-6417037.648,-6383325.354
207.5,-7295965.313,-7214172.203,-7260044.008,-7108995.418,-7132000.974,-7174191.094,-7024296.762,-6989171.497,-6945130.584,-6831555.577,-6659232.818,-6758120.887,-6410430.516,-6387604.069
207.4,-7297318.581,-7210172.102,-7252999.054,-7087661.546,-7112259.182,-7158986.73,-7034346.767,-6995838.332,-6945847.02,-6848491.328,-6649600.734,-6751354.547,-6409097.149,-6383763.176
207.3,-7299686.8,-7195723.976,-7239247.463,-7062606.187,-7092776.103,-7137831.967,-7035242.312,-6998405.561,-6937170.184,-6858441.828,-6637043.203,-6737622.857,-6413654.478,-6373056.438
207.2,-7297617.096,-7174768.223,-7215525.471,-7043541.029,-7061252.919,-7111124.825,-7029650.131,-6999400.611,-6926881.367,-6864252.92,-6619032.798,-6718279.085,-6421316.363,-6352757.418
207.1,-7291606.994,-7146110.783,-7184519.713,-7015241.807,-7035262.213,-7083462.435,-7010823.785,-7001291.206,-6914960.668,-6859237.868,-6598017.342,-6686974.812,-6434232.112,-6316338.588
207,-7281875.405,-7114388.589,-7154528.906,-6988952.586,-7019202.106,-7052775.093,-6982046.939,-6996853.283,-6898124.422,-6847536.08,-6574474.459,-6644844.395,-6442510.928,-6274805.201
206.9,-7269775.597,-7088358.081,-7119025.522,-6961011.582,-7014027.846,-7015799.035,-6951857.122,-6991937.736,-6863198.167,-6826958.446,-6539408.897,-6597300.906,-6455526.182,-6220375.966
206.8,-7252899.549,-7061392.226,-7079880.255,-6929428.695,-7007042.595,-6974544.262,-6921010.572,-6974783.074,-6818838.838,-6797823.382,-6506353.336,-6559051.184,-6468302.624,-6160394.352
206.7,-7232122.905,-7031202.409,-7034903.995,-6898024.917,-6999082.195,-6925388.792,-6888512.239,-6955200.49,-6761305.047,-6757324.847,-6471208.17,-6520582.551,-6476879.955,-6095437.488
206.6,-7204858.535,-7006863.486,-6983758.425,-6864153.415,-6997390.61,-6874203.42,-6856809.946,-6927936.12,-6701104.522,-6707811.159,-6437416.272,-6470869.853,-6478511.837,-6017803.687
206.5,-7174250.797,-6985848.03,-6932075.528,-6829067.952,-6987778.427,-6819933.393,-6825525.574,-6895975.114,-6644028.454,-6654277.469,-6399465.065,-6424818.939,-6475387.38,-5938995.727
206.4,-7140578.305,-6964255.445,-6882760.85,-6793206.35,-6979061.789,-6767275.347,-6796171.599,-6863078.761,-6590056.942,-6598136.748,-6353613.161,-6376180.895,-6465695.593,-5865541.136
206.3,-7103104.722,-6940334.443,-6832789.439,-6761484.156,-6957349.798,-6713463.043,-6769106.239,-6822938.444,-6528025.525,-6537219.787,-6302885.512,-6321632.254,-6446511.029,-5802753.481
206.2,-7060118.562,-6919557.799,-6779912.482,-6725503.148,-6925528.099,-6657183.015,-6751911.775,-6772608.815,-6464979.157,-6468919.555,-6251660.338,-6273929.557,-6432242.012,-5744164.937
206.1,-7015002.995,-6889228.675,-6736189.985,-6687571.842,-6890044.616,-6607908.139,-6726796.713,-6719552.749,-6401932.789,-6410450.417,-6201430.214,-6224336.265,-6406908.039,-5695387.586
206,-6971081.488,-6848033.605,-6691372.933,-6651889.349,-6846541.03,-6562016.433,-6693979.964,-6672785.399,-6345792.068,-6350926.526,-6155120.587,-6174205.646,-6363862.176,-5644858.947
205.9,-6924254.435,-6807793.783,-6649998.754,-6611649.527,-6800370.71,-6516104.826,-6654735.192,-6619828.838,-6289910.06,-6301512.343,-6111039.872,-6114960.369,-6312059.873,-5607425.166
205.8,-6870302.824,-6758499.006,-6611550.022,-6572384.854,-6738856.719,-6468083.713,-6611987.844,-6567728.02,-6239063.005,-6256555.984,-6066640.741,-6060630.639,-6255441.528,-5575702.972
205.7,-6811157.052,-6702537.394,-6566951.881,-6532582.854,-6672805.3,-6422371.116,-6566334.95,-6513816.211,-6186225.85,-6223659.631,-6015873.29,-5993822.982,-6191519.516,-5544856.422
205.6,-6752230.191,-6644048.355,-6531647.507,-6489517.09,-6602594.572,-6375643.568,-6512741.557,-6460382.026,-6128970.673,-6181370.006,-5976230.498,-5929284.039,-6119676.906,-5501213.529
205.5,-6690835.606,-6582156.245,-6496800.856,-6436739.638,-6516900.866,-6328378.693,-6462272.621,-6404420.414,-6071456.783,-6150702.565,-5939771.866,-5860028.559,-6047535.781,-5453590.436
205.4,-6628485.773,-6509378.288,-6460819.848,-6383962.186,-6423565.176,-6275183.32,-6402410.413,-6348299.594,-6020749.035,-6125209.384,-5915472.745,-5795111.497,-5965921.78,-5410405.266
205.3,-6563608.513,-6438530.728,-6418868.54,-6325652.256,-6330567.803,-6215798.736,-6346946.326,-6286686.098,-5972509.011,-6090084.119,-5890059.168,-5726910.77,-5879969.361,-5364215.045
205.2,-6494830.657,-6363782.572,-6372678.319,-6263979.057,-6241232.214,-6159658.015,-6287860.257,-6226485.573,-5934159.784,-6040709.738,-5854675.19,-5665993.809,-5792464.664,-5320233.835
205.1,-6423803.988,-6292417.586,-6321433.244,-6196534.568,-6142762.066,-6098183.826,-6217987.846,-6155200.191,-5890696,-5985763.077,-5823589.828,-5610489.92,-5712283.535,-5254520.733
205,-6351642.962,-6219520.223,-6265053.711,-6130960.773,-6044092.908,-6033664.784,-6138423.648,-6081944.61,-5841580.332,-5929363.643,-5784603.769,-5557214.943,-5632381.02,-5192688.326
204.9,-6275740.548,-6143299.393,-6198982.391,-6060232.619,-5955433.953,-5963115.739,-6050879.149,-5990778.129,-5790494.465,-5846117.76,-5739408.598,-5497074.121,-5547801.77,-5114019.673
204.8,-6189927.436,-6059575.886,-6120154.53,-5984250.601,-5876526.488,-5887312.83,-5955075.735,-5892387.585,-5735607.507,-5759488.707,-5683506.689,-5435779.041,-5457809.448,-5038196.863
204.7,-6100591.847,-5974558.814,-6034759.339,-5903472.442,-5814614.477,-5796842.884,-5844167.462,-5792703.476,-5680879.757,-5659585.687,-5626550.027,-5385588.719,-5367100.69,-4950970.78
204.6,-6006241.206,-5889939.762,-5938319.093,-5818714.083,-5763429.105,-5710671.554,-5722811.164,-5680800.153,-5606330.611,-5545891.274,-5556677.616,-5323477.698,-5280909.459,-4854868.851
204.5,-5911711.456,-5804544.571,-5830157.158,-5733000.476,-5707845.612,-5621733.985,-5594668.625,-5564638.016,-5521034.925,-5434027.753,-5478665.696,-5264093.114,-5207335.462,-4740617.21
204.4,-5813718.932,-5710711.356,-5725119.68,-5643087.758,-5637037.854,-5523005.124,-5460774.697,-5431858.544,-5429211.711,-5321208.984,-5395380.011,-5192111.197,-5131930.573,-4634186.662
204.3,-5714492.546,-5610191.405,-5610271.009,-5543741.966,-5566289.799,-5423241.411,-5321567.202,-5295039.169,-5332333.643,-5195275.456,-5299616.399,-5100944.716,-5048823.997,-4536930.475
204.2,-5617136.854,-5508935.117,-5494885.011,-5435599.932,-5491700.851,-5328353.443,-5185384.659,-5161165.142,-5238699.438,-5058794.398,-5200688.528,-4999031.695,-4970294.651,-4441425.576
204.1,-5520417.994,-5401211.004,-5386723.076,-5323378.193,-5406643.977,-5225385.669,-5039132.21,-5032923.098,-5144189.589,-4921915.32,-5090815.107,-4901357.587,-4892024.018,-4361722.071
204,-5424753.887,-5300273.132,-5277824.804,-5207952.393,-5306024.521,-5124109.48,-4900800.359,-4897576.397,-5045779.144,-4783563.568,-4978434.16,-4798529.12,-4828141.808,-4279272.228
203.9,-5322024.925,-5197862.586,-5161821.875,-5093044.019,-5194419.713,-5018057.051,-4764558.113,-4767005.936,-4948861.274,-4652634.889,-4852023.008,-4678625.595,-4760140.091,-4194056.146
203.8,-5220052.201,-5082138.271,-5049142.413,-4967309.501,-5071192.721,-4902113.825,-4631241.314,-4640574.883,-4846868.649,-4539020.08,-4706705.906,-4555358.801,-4685053.618,-4115526.8
203.7,-5112268.385,-4958373.952,-4930293.641,-4835664.386,-4945438.302,-4786926.837,-4494541.345,-4526979.975,-4740935.626,-4441326.071,-4559120.09,-4417245.861,-4582722.676,-4032380.422
203.6,-4999071.497,-4838370.922,-4796578.822,-4695780.257,-4805812.886,-4674943.91,-4369821.778,-4416011.999,-4639062.407,-4347035.133,-4416668.732,-4296068.672,-4477187.673,-3955184.443
203.5,-4878411.734,-4734348.395,-4664157.568,-4554861.276,-4665291.925,-4549488.006,-4255649.741,-4309462.045,-4537129.485,-4246495.281,-4272844.205,-4173438.71,-4378777.228,-3886068.27
203.4,-4753851.375,-4623081.904,-4530681.561,-4419116.555,-4530582.056,-4417504.574,-4136303.444,-4217798.039,-4441863.398,-4160721.971,-4140243.842,-4065814.102,-4273779.552,-3826146.359
203.3,-4619619.13,-4522044.527,-4395235.355,-4287411.737,-4401782.784,-4283749.953,-4025295.666,-4122114.031,-4343671.864,-4095088.473,-4002688.13,-3953174.442,-4171786.927,-3759378.504
203.2,-4479735.001,-4428310.817,-4259311.525,-4146154.439,-4277083.118,-4147328.598,-3912118.679,-4046709.142,-4241659.338,-4024061.804,-3871082.817,-3864595.091,-4066928.558,-3684431.338
203.1,-4338517.505,-4332805.918,-4136442.751,-4014210.809,-4151468.006,-4008877.341,-3802046.248,-3959522.861,-4140801.07,-3976916.335,-3735596.809,-3773747.026,-3954786.423,-3623574.08
203,-4195946.741,-4243530.032,-4015146.156,-3887879.261,-4026051.904,-3869052.915,-3692351.936,-3866485.686,-4053634.69,-3917452.147,-3614578.828,-3701148.178,-3830663.886,-3586538.319
202.9,-4044022.507,-4161219.496,-3896177.978,-3753806.224,-3915183.433,-3728890.172,-3601105.851,-3756134.641,-3963363.754,-3852017.659,-3509839.865,-3630798.143,-3692710.154,-3529203.538
202.8,-3891401.738,-4066669.845,-3775020.69,-3619036.652,-3811240.51,-3577781.879,-3509262.736,-3646539.834,-3874266.977,-3769667.321,-3389637.825,-3559472.959,-3558875.929,-3482475.99
202.7,-3739099.385,-3967284.251,-3651236.47,-3488028.369,-3705705.507,-3431410.024,-3418195.76,-3536626.611,-3769707.123,-3691973.817,-3270868.657,-3480505.791,-3417001.7,-3413260.312
202.6,-3585563.17,-3864236.873,-3526696.012,-3365517.813,-3602419.317,-3288361.636,-3341656.514,-3429220.914,-3657306.275,-3603095.951,-3168099.893,-3403389.416,-3251624.39,-3319367.394
202.5,-3429658.736,-3750184.242,-3406553.675,-3248062.111,-3504785.011,-3145890.377,-3250708.944,-3307964.121,-3533064.332,-3482655.099,-3092058.172,-3302829.663,-3060674.295,-3216658.333
202.4,-3267525.289,-3628031.904,-3279744.503,-3124397.297,-3411310.014,-3004135.554,-3161612.167,-3186150.1,-3391010.994,-3360562.464,-3018006.551,-3183861.485,-2878162.224,-3102526.098
202.3,-3107819.764,-3498675.404,-3150646.716,-2987717.229,-3304799.862,-2877087.57,-3062644.494,-3072893.509,-3244360.525,-3215026.451,-2937586.61,-3073828.856,-2698396.491,-2951019.785
202.2,-2943696.217,-3356622.066,-3010444.171,-2852052.112,-3191045.746,-2757203.946,-2947158.991,-2947756.021,-3072157.172,-3044415.178,-2860450.334,-2949407.804,-2513257.488,-2805603.178
202.1,-2785383.762,-3203225.158,-2879117.472,-2727213.139,-3058644.393,-2637280.52,-2810996.349,-2831633.686,-2896212.431,-2858360.729,-2776348.708,-2836748.243,-2354885.33,-2674973.014
202,-2633300.32,-3045012.208,-2765005.138,-2598075.55,-2906461.446,-2522252.74,-2661201.522,-2713163.033,-2714814.816,-2656942.708,-2698038.273,-2715770.064,-2192075.249,-2559049.689
201.9,-2486212.029,-2886043.02,-2641101.512,-2458450.134,-2747989.783,-2405334.365,-2502530.849,-2576622.272,-2533934.627,-2454629.142,-2631190.814,-2598851.689,-2041683.392,-2418668.035
201.8,-2332994.23,-2726476.802,-2519446.699,-2320396.897,-2575368.509,-2284316.384,-2337153.539,-2432857.448,-2350706.12,-2231877.249,-2534233.142,-2458410.332,-1891339.297,-2313789.765
201.7,-2170323.456,-2556701.371,-2388378.713,-2179756.53,-2401194.957,-2152969.784,-2155576.815,-2303142.73,-2171398.11,-2007374.068,-2421294.967,-2297809.262,-1737850.845,-2203597.928
201.6,-2006777.038,-2380060.095,-2239758.045,-2039971.906,-2219658.035,-2016289.716,-1979116.638,-2158542.064,-1992388.615,-1794413.467,-2290545.397,-2140272.946,-1599960.796,-2115615.607
201.5,-1833079.12,-2194324.062,-2076768.855,-1895777.22,-2034499.131,-1860506.678,-1792865.169,-2032907.051,-1818081.726,-1589001.315,-2126581.058,-1975245.894,-1442157.807,-1996528.023
201.4,-1668965.523,-1997363.865,-1920621.629,-1740312.599,-1833055.239,-1696120.438,-1620450.866,-1907849.167,-1656543.319,-1384361.322,-1979393.262,-1787585.434,-1310695.781,-1849521.326
201.3,-1501767.272,-1813643.803,-1741005.153,-1573080.515,-1634972.625,-1542803.134,-1460010.994,-1779121.539,-1492266.535,-1191765.415,-1843660.482,-1603738.006,-1187432.967,-1710721.802
201.2,-1327177.789,-1627159.493,-1561525.995,-1395066.07,-1430659.009,-1384379.233,-1307408.136,-1632429.278,-1338535.29,-1018972.992,-1725585.859,-1431602.316,-1092182.801,-1574559.16
201.1,-1143085.579,-1444249.402,-1383252.837,-1231537.563,-1252409.732,-1216249.615,-1144136.351,-1465008.135,-1184087.609,-839346.5661,-1565237.531,-1243657.272,-1007496.085,-1421337.38
201,-958348.5758,-1248670.334,-1198589.468,-1072062.89,-1093671.396,-1059710.339,-978114.249,-1297937.25,-1008463.274,-697967.872,-1405052.392,-1047759.789,-928194.5806,-1281636.341
200.9,-774017.5534,-1057270.477,-1001428.271,-910819.0175,-924934.7968,-911879.7408,-815741.99,-1097012.774,-838186.3378,-557914.5845,-1230908.692,-850948.8491,-886977.6195,-1106497.59
200.8,-594735.4147,-858767.952,-807992.5406,-741097.3192,-751455.7897,-754281.7317,-663111.2705,-900960.0621,-670550.2643,-411453.175,-1040635.231,-620970.903,-850632.4232,-956718.6839
200.7,-418420.5151,-648635.2831,-629892.5213,-578852.4266,-576036.4351,-592488.5918,-511557.1951,-664972.014,-530027.3132,-282331.5068,-876390.2875,-376911.0093,-815917.1188,-871725.4931
200.6,-231000.8575,-437921.505,-435177.1571,-402067.8634,-395438.8403,-418388.6735,-347684.4007,-409281.9759,-394845.7905,-126713.4482,-694952.8705,-155301.4337,-746789.0052,-780642.5963
200.5,-37942.45056,-223034.4872,-248963.5001,-236477.6127,-231363.0557,-218996.5743,-170396.1432,-134697.7294,-257807.5045,1350.561464,-458976.763,63655.53761,-642543.587,-642591.3494
200.4,153547.9566,-5609.673979,-57434.08699,-77481.55835,-69800.7674,-25270.09079,21077.94514,150860.9236,-126437.6203,175689.6102,-169954.341,301780.7541,-533376.6515,-466921.2422
200.3,347654.5492,205913.6569,128551.9026,84456.26182,125077.984,160250.0164,214510.8889,444610.2311,10355.44555,359439.9214,89027.91954,488943.6888,-359199.1193,-286196.281
200.2,543138.092,418591.6637,319819.0205,246374.38,332870.0963,361824.0612,425479.3998,725522.7966,165509.2536,577741.9508,342713.1309,700974.9131,-146663.6037,-123222.6138
200.1,743903.3602,631406.9874,510132.2835,411421.3334,539569.8427,553098.5425,640672.893,1002797.459,364618.1616,781856.5573,601320.6556,871096.6215,104281.24,-46394.00724
200,950913.5622,853042.4343,712760.2853,599591.2587,737931.0701,724030.2216,875202.1978,1277347.675,583566.9735,980223.755,898561.9916,961765.5775,388779.9657,99237.53056
199.9,1152377.356,1065105.5,909784.1655,775876.3068,930932.9582,900617.7649,1117538.665,1538120.429,825238.7472,1174769.961,1206824.501,1020057.597,706314.3514,249588.3915
199.8,1361242.331,1271277.87,1117920.764,959407.309,1120026.29,1079601.389,1352298.821,1753397.506,1100716.35,1340656.736,1523966.837,1082855.202,1046601.55,343027.5667
199.7,1570051.583,1476550.715,1329733.077,1146009.036,1313983.426,1261460.707,1582720.56,1930850.743,1372918.247,1518973.677,1820977.322,1134715.218,1357437.26,374274.1268
199.6,1773129.348,1691089.465,1541033.935,1353082.921,1520685.163,1435843.219,1816242.874,2089326.386,1627046.057,1668539.642,2095276.785,1215998.862,1717671.231,327620.2125
199.5,1982700.808,1894819.982,1767041.632,1595063.16,1693298.476,1638739.885,2025424.275,2215538.528,1877096.152,1819548.43,2410528.526,1306528.511,2071554.793,219448.327
199.4,2200951.095,2089266.683,1988233.286,1847561.078,1872268.169,1857121.518,2208951.297,2314784.815,2119257.49,1974332.438,2797722.382,1395794.447,2450032.011,132406.5273
199.3,2419583.481,2304874.117,2220075.956,2118302.242,2063355.581,2102082.927,2387682.178,2379065.045,2320974.026,2096391.241,3201911.692,1484700.174,2808110.704,129946.7637
199.2,2625538.93,2509416.595,2450927.556,2363502.463,2288037.871,2373532.567,2520043.729,2414667.934,2517615.807,2217946.549,3536845.522,1569355.048,3127840.17,116590.6055
199.1,2830598.834,2717879.57,2683868.761,2609060.902,2563368.206,2647788.248,2643907.553,2424797.543,2711332.141,2375801.281,3902406.991,1666539.592,3432146.361,179640.1577
199,3033031.806,2944930.079,2907098.278,2835235.767,2834380.024,2916073.629,2753880.479,2432340.022,2873465.588,2479127.273,4165597.716,1728843.652,3692312.134,261337.9419
198.9,3241037.058,3185433.664,3140477.305,3071082.518,3122048.979,3170667.122,2864092.217,2434648.538,3048972.507,2616483.975,4369025.738,1755562.735,3886963.815,384752.0033
198.8,3455311.125,3422494.376,3391369.212,3291764.707,3410334.865,3439708.741,3005608.228,2449693.694,3218290.215,2731730.666,4525805.816,1830515.871,3955920.78,593688.6221
198.7,3666659.745,3677107.77,3672729.55,3513282.738,3694182.828,3704610.952,3174209.5,2509575.803,3407648.23,2855096.965,4701034.121,1979604.213,3956597.414,808018.4119
198.6,3863202.021,3951343.55,3990449.015,3729825.519,3993613.274,3947721.568,3370771.677,2529755.417,3612131.005,2983239.504,4759941.081,2154860.379,3821370.119,1040722.795
198.5,4059167.168,4213797.938,4311929.769,3982667.724,4312248.185,4190991.392,3572448.411,2599349.214,3759617.316,3125909.773,4782349.607,2392637.527,3541522.257,1280153.716
198.4,4282356.883,4469943.709,4649769.145,4248465.48,4616912.594,4452510.433,3817628.731,2704725.009,3887958.865,3276241.927,4776737.525,2752009.785,3237255.868,1480514.994
198.3,4512233.334,4694287.682,4967826.927,4506143.628,4900044.121,4724377.994,4064361.329,2906043.525,4005613.577,3397419.116,4724855.618,3034305.47,2816051.203,1654316.397
198.2,4736836.02,4882252.627,5279436.785,4743841.172,5179135.745,5015808.238,4329761.065,3162408.207,4167607.717,3545203.942,4720875.418,3327108.883,2391403.665,1907116.81
198.1,4968662.769,5063869.153,5555523.358,4923786.014,5445351.422,5263356.777,4569209.897,3458097.265,4288784.906,3675595.294,4668058.164,3613404.669,2002776.937,2125566.107
198,5214937.644,5279476.587,5838953.4,5146796.62,5775867.23,5478944.31,4763921.281,3740830.772,4423196.26,3816633.681,4597210.604,3819658.633,1637772.696,2349591.664
197.9,5471501.336,5487521.641,6081148.57,5358483.557,6111776.209,5689098.87,4904302.935,3979742.277,4586881.985,3944676.715,4425803.291,3963940.883,1339110.429,2503804.513
197.8,5740821.569,5695546.794,6302786.007,5552199.891,6412261.408,5865919.255,5075073.416,4176105.444,4781056.042,4097197.979,4189598.322,4059744.297,1110067.83,2579886.036
197.7,6036928.548,5921880.867,6500004.917,5741916.124,6653899.35,6049247.267,5147811.571,4307332.638,4993917.138,4146831.073,3944139.388,3945432.953,884382.5291,2570512.665
197.6,6343085.532,6190862.783,6696228.777,5928368.593,6900970.265,6210883.189,5218241.21,4358537.911,5173145.544,4203529.022,3703874.615,3781448.713,709247.7588,2581677.126
197.5,6652645.587,6471606.19,6887855.506,6135139.983,7114169.678,6389594.169,5315238.684,4387274.955,5278302.428,4192444.165,3450296.073,3642619.337,504237.6073,2439723.293
197.4,6973589.014,6752409.3,7101811.157,6381574.066,7321279.385,6559071.085,5423539.926,4288665.5,5360772.172,4135387.998,3207304.863,3435708.64,343101.2004,2192174.754
197.3,7278910.156,7010206.854,7278094.215,6612107.25,7435073.303,6784430.009,5583344.956,4162811.576,5391001.791,4114969.572,2887436.09,3200120.602,219438.3765,1887345.167
197.2,7570121.489,7237953.898,7411809.034,6787216.149,7544429.298,7009589.923,5735687.111,4054709.344,5406703.68,4066928.558,2595229.707,2888371.437,110128.7508,1531149.108
197.1,7851044.005,7463153.614,7523652.654,6980176.245,7621665.079,7246650.635,5866416.78,3975145.146,5336672.061,3949811.173,2388100.099,2553158.993,99296.63653,1237798.418
197,8093537.69,7689288.677,7640292.415,7127244.635,7731080.777,7488547.29,5994599.121,3920855.218,5284630.946,3804374.665,2177826.133,2210165.258,141602.7794,1081394.469
196.9,8329543.649,7938887.019,7768813.073,7265078.961,7776872.978,7700652.148,6113228.982,3905193.131,5171931.583,3721049.178,1919226.569,1886943.167,310157.085,1021804.904
196.8,8533588.602,8157519.405,7879164.118,7255387.174,7796714.275,7869910.153,6212913.091,3869908.658,5080247.676,3656808.75,1604715.145,1552552.634,520263.8826,945864.6785
196.7,8730449.294,8358280.693,7940299.99,7186489.912,7835103.304,7984778.725,6239341.619,3841669.139,4868620.442,3631992.203,1338837.785,1208400.661,856393.7627,967138.8475
196.6,8915150.475,8519220.08,8038531.326,7049969.052,7745986.626,7979007.435,6278327.678,3798563.573,4623798.34,3515730.561,1038834.19,912488.7114,1155436.139,1037743.615
196.5,9076846.1,8654208.563,8182893.18,6881686.196,7681726.297,7900497.99,6308517.495,3732472.352,4333243.74,3412683.183,780479.4081,779428.6353,1446725.086,1234379.426
196.4,9233984.396,8764022.281,8366161.489,6659670.64,7557325.146,7824137.853,6407067.247,3699138.177,3974548.116,3285893.912,628943.2436,774184.7218,1716186.616,1369913.196
196.3,9413411.812,8860382.923,8558604.159,6455108.261,7415013.095,7595893.284,6519189.481,3664590.041,3500108.276,3137711.066,553530.3942,968098.0757,2066599.444,1525769.868
196.2,9549534.652,8910991.166,8754967.326,6225908.444,7282173.92,7270332.825,6637520.827,3591891.688,3108993.923,2918939.373,573325.9189,1305254.847,2371283.754,1671220.307
196.1,9724762.957,8935429.594,8903607.895,6027356.167,7145533.654,6960155.839,6719274.135,3567851.28,2764547.415,2682077.671,573461.2457,1746647.087,2658514.887,1787505.83
196,9905225.225,8972982.781,9002456.162,5842495.778,6998823.482,6593599.32,6765106.138,3517143.532,2551029.586,2482749.255,643401.3201,2220056.055,2868689.348,1948626.316
195.9,10063995.4,9054139.059,9019809.834,5584937.036,6852650.637,6289054.317,6749424.15,3487431.339,2396299.311,2329869.773,755199.1678,2620762.69,3028713.289,2048549.237
195.8,10231880.24,9205525.966,9045979.649,5353548.109,6779474.66,5918537.499,6703432.939,3456624.591,2250484.684,2248633.891,865249.7077,3051420.33,3186030.694,2108670.158
195.7,10379426.25,9412894.386,9057840.645,5165583.164,6702636.899,5460575.687,6594773.479,3305775.011,2129367.198,2146820.375,960637.1908,3441280.92,3281953.514,2146103.939
195.6,10498374.53,9638730.934,9040904.894,5084108.47,6642575.681,5049520.532,6412102.2,3104556,2105744.711,2108073.128,1025305.49,3777349.107,3223384.871,2158064.44
195.5,10621601.52,9815551.319,8942991.974,5055132.614,6558195.441,4648793.996,6190544.367,2884052.92,2096550.449,2171597.12,1047839.393,4017753.187,3023956.95,2108869.168
195.4,10760012.98,9984072.987,8840621.23,5085541.342,6412161.903,4298854.812,5934179.685,2603568.226,2054658.844,2238086.361,1114561.475,4176344.256,2757383.055,2090182.129
195.3,10853229.26,10214446.96,8813516.068,5161861.677,6288039.366,3990787.332,5659068.261,2287420.94,1943042.095,2273808.656,1261952.262,4167567.915,2302525.799,1952516.962
195.2,10929111.77,10330847.91,8828601.026,5316572.051,6173628.517,3660231.722,5432236.663,2015911.597,1827516.79,2354248.498,1334984.951,4123049.378,1777624.983,1828680.999
195.1,10972078.03,10431964.89,8801515.765,5522865.817,6039694.787,3419827.642,5232948.049,1781406.173,1781869.867,2413075.854,1375762.1,3997016.345,1139067.567,1682957.917
195,10969570.51,10391804.68,8739444.546,5699347.885,5835470.725,3240101.711,4951050.384,1590788.425,1781563.391,2582294.057,1398483.072,3739975.029,590878.6009,1582402.144
194.9,10938644.35,10343902.97,8601052.992,5811291.01,5613494.971,3128377.497,4672635.394,1437556.695,1780454.906,2786299.208,1382542.371,3358214.146,106617.2194,1536040.774
194.8,10826581.82,10231780.73,8452472.126,5909044.722,5347438.502,2985607.723,4313382.542,1340342.301,1703368.382,2989050.596,1421486.638,2906580.852,-373832.3246,1477587.557
194.7,10685404.13,10112792.66,8376271.197,6008091.999,5057401.328,2787393.763,3952617.214,1284480.194,1613368.1,3128397.398,1344587.184,2442230.819,-729801.5116,1448828.622
194.6,10442592.03,9895175.22,8246397.271,5997226.053,4769593.066,2582473.166,3577125.146,1263319.46,1508553.513,3259206.671,1158693.933,1993960.794,-957506.7635,1523692.204
194.5,10186107.94,9650134.207,8039446.772,5916746.409,4418698.634,2319163.035,3163124.643,1252377.89,1285534.947,3354393.154,989788.1756,1499900.558,-1039303.854,1605121.125
194.4,9922061.471,9268930.552,7789331.004,5747846.622,4087088.271,2107277.088,2738556.709,1236534.704,987236.8674,3355209.095,773824.5137,1046221.441,-1065356.253,1611638.703
194.3,9620382.212,8837397.268,7534399.194,5555702.467,3766264.25,1976491.696,2317053.529,1157257.081,657881.2877,3241236.068,516566.2768,631006.9773,-1029578.235,1609278.444
194.2,9295378.981,8312886.512,7394753.877,5309825.612,3402294.861,1810296.455,2060370.431,1105990.115,382791.7548,3071281.528,299076.2082,310244.6494,-916727.6244,1564682.293
