WL,Beta25ME,Beta30ME,Beta35ME,Beta40ME,Beta45 ME,Beta50ME,Beta55ME,Beta60ME,Beta65ME,Beta70ME,Beta75ME,Beta80ME,Beta85ME,Beta90ME
223.1,-7531536.437,-7627187.879,-7540807.147,-7343058.534,-7464353.634,-7422476.287,-7329928.344,-7067443.918,-7146841.776,-6796166.243,-6586520.882,-6542315.91,-6605937.647,-6244598.808
223,-7551172.039,-7689297.655,-7586921.964,-7392296.745,-7498412.55,-7434353.14,-7364046.943,-7107809.303,-7154023.592,-6838560.84,-6607688.339,-6579518.114,-6632675.488,-6279453.494
222.9,-7569315.574,-7742872.807,-7629913.388,-7439127.754,-7534779.196,-7442728.609,-7388019.486,-7150760.939,-7162677.581,-6885153.119,-6631939.402,-6616720.318,-6661621.588,-6313810.823
222.8,-7588612.974,-7793046.047,-7672347.774,-7489718.773,-7570867.323,-7449333.493,-7411952.241,-7197472.583,-7172744.059,-6928900.523,-6658557.877,-6652470.244,-6686350.112,-6347014.287
222.7,-7611789.748,-7840175.47,-7712633.583,-7547710.444,-7603414.278,-7455978.164,-7434014.938,-7239131.094,-7188281.45,-6967972.784,-6685156.458,-6686429.688,-6702245.599,-6377273.406
222.6,-7639721.242,-7886787.643,-7750492.296,-7600728.558,-7633912.128,-7463776.701,-7456853.51,-7277984.518,-7206146.466,-7000360.585,-6717126.48,-6716589.336,-6719991.249,-6404826.91
222.5,-7677500.378,-7930176.951,-7790738.316,-7651677.672,-7659834.305,-7472768.892,-7479433.458,-7317235.828,-7225225.029,-7032032.194,-6746569.936,-6750389.627,-6732146.621,-6435861.904
222.4,-7720213.283,-7974958.855,-7826508.136,-7700438.422,-7685119.867,-7489380.571,-7507106.327,-7358078.675,-7243567.506,-7063405.39,-6781046.63,-6783095.736,-6745515.542,-6461286.725
222.3,-7769332.129,-8014031.117,-7859671.812,-7746573.133,-7707122.882,-7510229.72,-7538758.042,-7399160.253,-7265849.04,-7092709.585,-6824734.352,-6810410.509,-6764594.105,-6482255.24
222.2,-7821017.329,-8049005.167,-7890328.815,-7790897.47,-7724470.647,-7535873.379,-7568599.382,-7442609.244,-7292566.987,-7115806.783,-6869794.776,-6836790.254,-6782498.909,-6500816.554
222.1,-7874174.703,-8085332.025,-7918160.838,-7834465.827,-7736884.645,-7566331.44,-7585628.84,-7486058.235,-7320916.26,-7139083.028,-6919888.438,-6855948.394,-6806570.923,-6516751.829
222,-7927053.558,-8117680.038,-7938214.219,-7872185.28,-7755605.112,-7601026.971,-7608029.739,-7527159.707,-7342501.495,-7158141.697,-6971852.158,-6876817.438,-6832672.149,-6533920.547
221.9,-7978281.191,-8142249.407,-7952935.946,-7910024.1,-7778921.146,-7637910.867,-7628640.158,-7565993.238,-7363171.597,-7171112.733,-7025685.936,-6896254.097,-6860404.701,-6544842.477
221.8,-8028175.912,-8167176.873,-7961072.685,-7945037.939,-7804903.006,-7671611.687,-7646027.712,-7604767.086,-7384537.996,-7179925.875,-7077689.444,-6914198.69,-6882586.763,-6557216.686
221.7,-8073017.499,-8189717.032,-7966762.434,-7973088.798,-7828079.78,-7703402.661,-7661903.305,-7635026.204,-7402601.954,-7180781.327,-7123983.31,-6927229.408,-6899755.481,-6576215.673
221.6,-8116665.432,-8209014.432,-7979554.422,-8001597.225,-7855474.13,-7734457.549,-7680902.291,-7658541.18,-7415453.625,-7180045.24,-7165940.234,-6942906.059,-6911711.911,-6589107.132
221.5,-8160850.509,-8227018.707,-7992107.679,-8031975.709,-7889115.267,-7764159.63,-7695663.807,-7676664.821,-7428941.91,-7174116.761,-7200973.967,-6953708.624,-6926155.12,-6602137.85
221.4,-8206965.327,-8240805.406,-8003686.119,-8059071.646,-7916012.262,-7787276.721,-7709927.968,-7691864.01,-7442469.984,-7172962.896,-7236902.94,-6961885.151,-6941871.559,-6617615.558
221.3,-8254114.644,-8257635.922,-8014926.357,-8085670.227,-7937915.805,-7811229.37,-7723436.148,-7705133.459,-7453531.174,-7170555.694,-7273727.154,-6968271.198,-6957468.633,-6637847.987
221.2,-8298419.087,-8276913.428,-8032393.488,-8112447.856,-7963778.3,-7836037.471,-7736287.818,-7711121.621,-7463518.076,-7169362.041,-7302971.667,-6977283.282,-6982157.368,-6656130.781
221.1,-8329871.859,-8299413.798,-8044668.226,-8128979.958,-7990595.718,-7858915.831,-7749338.431,-7710664.054,-7466343.056,-7165800.974,-7329391.2,-6987568.597,-7002509.162,-6680063.536
221,-8354401.441,-8323605.178,-8059489.425,-8145313.118,-8014986.039,-7879665.51,-7755605.112,-7709251.564,-7457748.751,-7163891.128,-7355213.906,-6997615.182,-7020752.168,-6703996.291
220.9,-8372982.648,-8348731.586,-8072022.787,-8163396.97,-8041564.726,-7901051.803,-7761235.178,-7704636.103,-7451342.81,-7165124.57,-7372004.634,-7004697.527,-7032648.915,-6724845.44
220.8,-8378055.676,-8377995.993,-8084098.583,-8181043.149,-8069456.432,-7915256.281,-7763244.495,-7703720.969,-7442947.446,-7167034.416,-7388656.101,-7012416.487,-7048086.835,-6742471.725
220.7,-8378990.705,-8401471.181,-8100511.32,-8197953.242,-8095617.34,-7936781.834,-7753496.324,-7699105.508,-7433796.102,-7169123.31,-7397608.503,-7023597.042,-7054671.824,-6762624.577
220.6,-8377816.945,-8423235.465,-8119430.729,-8216494.661,-8123926.825,-7955840.504,-7741699.048,-7692023.164,-7428703.18,-7165602.032,-7397767.657,-7033942.04,-7061336.39,-6778360.91
220.5,-8378493.349,-8439687.99,-8138767.918,-8238040.109,-8156294.731,-7966245.184,-7730737.329,-7684005.79,-7426514.815,-7172704.271,-7398543.532,-7045540.374,-7060640.092,-6795251.108
220.4,-8379706.897,-8455503.901,-8159119.712,-8258551.057,-8189259.465,-7977306.374,-7725783.666,-7671651.476,-7425102.325,-7175708.299,-7393470.504,-7057198.391,-7049618.69,-6809316.327
220.3,-8379269.224,-8476094.425,-8181759.342,-8281707.936,-8215579.527,-7989700.477,-7714443.957,-7656830.277,-7432701.919,-7176583.645,-7379803.17,-7068776.831,-7033882.357,-6820258.151
220.2,-8383864.79,-8503448.987,-8208994.538,-8300110.096,-8229127.495,-8010768.463,-7708495.583,-7645689.51,-7436581.293,-7181238.894,-7361361.222,-7080693.473,-7022343.706,-6838262.426
220.1,-8389813.164,-8530286.299,-8232867.61,-8319725.804,-8236448.571,-8034561.959,-7707640.132,-7635145.57,-7442251.148,-7193573.315,-7344451.13,-7097046.527,-7015141.996,-6850218.857
220,-8394925.98,-8549524.016,-8250374.529,-8337511.242,-8236189.946,-8055988.041,-7707282.036,-7632420.061,-7454207.578,-7203401.063,-7337249.42,-7112186.033,-7009810.343,-6864443.229
219.9,-8394528.096,-8561599.811,-8262609.479,-8352034.028,-8237960.532,-8075941.95,-7707938.545,-7628878.888,-7466601.681,-7211537.801,-7334225.497,-7134984.817,-7003464.085,-6885988.676
219.8,-8390867.558,-8570910.309,-8269035.314,-8368048.88,-8236229.734,-8104470.271,-7707759.497,-7636478.483,-7482914.947,-7222300.578,-7327879.239,-7165243.936,-6993019.616,-6908210.527
219.7,-8387246.809,-8582608.115,-8278823.274,-8380781.185,-8240666.147,-8133555.63,-7709370.929,-7645629.827,-7497775.935,-7229183.98,-7323104.624,-7201908.996,-6987867.011,-6932222.859
219.6,-8380641.926,-8585413.201,-8282583.282,-8391305.231,-8250056.222,-8165346.605,-7718422.803,-7654025.191,-7511144.855,-7232386.951,-7323403.038,-7245178.939,-6982515.464,-6954822.7
219.5,-8383626.06,-8583463.566,-8290123.194,-8399621.018,-8261734.133,-8194431.964,-7733084.848,-7664569.131,-7523757.795,-7237758.392,-7326367.278,-7287155.757,-6976646.667,-6971394.591
219.4,-8391941.846,-8579206.202,-8295633.895,-8403540.18,-8275958.505,-8217728.103,-7752203.199,-7680643.666,-7541722.281,-7235291.508,-7328316.912,-7331897.873,-6973722.216,-6991686.702
219.3,-8407479.237,-8566951.358,-8304546.509,-8407220.612,-8290580.761,-8244446.05,-7772952.878,-7692580.202,-7563009.104,-7233799.441,-7333330.257,-7370910.451,-6977462.33,-7016872.793
219.2,-8429780.665,-8547534.593,-8315548.016,-8411657.025,-8303551.797,-8273988.976,-7799670.824,-7698389.316,-7586006.83,-7237798.181,-7332932.372,-7398981.205,-6984445.204,-7037761.731
219.1,-8451922.94,-8524875.069,-8323505.707,-8413348.034,-8321118.399,-8298498.664,-7824717.656,-7702427.844,-7612804.353,-7241438.824,-7337945.718,-7425838.411,-6995327.346,-7063962.428
219,-8469986.898,-8502931.737,-8329454.08,-8415655.765,-8330767.099,-8319447.284,-7855175.717,-7703004.777,-7634668.108,-7254370.071,-7350220.455,-7454764.617,-7008497.324,-7091615.403
218.9,-8487394.346,-8484827.991,-8337710.184,-8413367.928,-8341271.251,-8342524.587,-7890408.392,-7705392.084,-7656034.508,-7267440.578,-7369935.634,-7481184.15,-7029247.002,-7117040.225
218.8,-8503826.977,-8464078.312,-8354739.642,-8404256.373,-8353406.729,-8361066.007,-7925442.125,-7701075.037,-7675610.427,-7284668.979,-7388138.851,-7507981.673,-7057059.131,-7138048.528
218.7,-8516320.551,-8439886.933,-8365323.371,-8389335.703,-8372306.245,-8377180.33,-7950886.841,-7694848.144,-7689039.03,-7306095.061,-7415851.509,-7527856.005,-7082981.309,-7160608.581
218.6,-8532852.654,-8413049.621,-8382173.781,-8380641.926,-8394209.788,-8385197.704,-7972571.548,-7692878.616,-7703144.036,-7333648.565,-7441236.542,-7539434.445,-7102020.084,-7178394.02
218.5,-8550200.419,-8387644.693,-8401252.344,-8373659.052,-8420231.437,-8389813.164,-7991809.265,-7693873.327,-7719318.043,-7366752.558,-7462284.634,-7544646.733,-7116522.975,-7186630.23
218.4,-8572004.492,-8367511.736,-8426577.695,-8370356.61,-8446730.547,-8393414.019,-8005297.551,-7694311,-7737282.529,-7395718.552,-7486814.216,-7538519.311,-7131085.549,-7191464.527
218.3,-8602044.774,-8348950.423,-8457433.641,-8364050.141,-8470742.878,-8398327.893,-8014289.742,-7689795.01,-7754849.132,-7427947.199,-7504559.866,-7529547.015,-7143081.767,-7194269.613
218.2,-8632741.566,-8342265.962,-8488090.644,-8358042.084,-8499848.132,-8390967.029,-8029986.286,-7684901.031,-7774862.724,-7459081.664,-7522365.199,-7515680.739,-7155535.553,-7187963.143
218.1,-8665507.357,-8334348.06,-8520418.762,-8354660.066,-8529152.328,-8374474.715,-8047851.302,-7686134.473,-7798198.651,-7499108.848,-7537982.167,-7497994.771,-7158758.418,-7178513.385
218,-8695308.909,-8328578.734,-8553303.919,-8350561.855,-8558138.216,-8355495.623,-8062791.866,-7687168.972,-7818709.599,-7536132.004,-7542597.627,-7475932.074,-7157425.505,-7165025.099
217.9,-8713750.857,-8328519.052,-8580121.336,-8352113.605,-8574272.434,-8336337.483,-8064642.029,-7699483.499,-7841309.441,-7570031.766,-7543512.762,-7453988.742,-7153028.881,-7152233.112
217.8,-8731755.132,-8332497.897,-8603417.476,-8354341.758,-8582468.855,-8319626.332,-8064980.231,-7713568.611,-7858756.677,-7601842.634,-7545343.031,-7431727.102,-7147896.17,-7141709.066
217.7,-8747113.475,-8335084.147,-8622814.347,-8359355.103,-8587641.354,-8303153.913,-8062752.078,-7732945.588,-7873597.771,-7627227.668,-7547889.492,-7414896.586,-7143599.017,-7125594.742
217.6,-8752166.609,-8339918.444,-8640599.785,-8369003.803,-8587124.104,-8276953.216,-8056445.608,-7756778.872,-7887026.374,-7647877.875,-7545701.127,-7410539.751,-7130269.885,-7111370.37
217.5,-8751350.945,-8347617.509,-8653531.033,-8385933.79,-8587263.364,-8253637.183,-8048070.138,-7783596.289,-7898087.564,-7659336.949,-7544189.165,-7419870.143,-7114931.437,-7101164.632
217.4,-8750992.849,-8358678.699,-8663637.3,-8405549.497,-8585532.566,-8232927.293,-8039794.14,-7815446.946,-7905249.485,-7665086.381,-7540190.426,-7429717.785,-7103034.689,-7084990.625
217.3,-8762551.395,-8373639.158,-8669148.001,-8418719.475,-8590983.584,-8213987.989,-8025092.307,-7843219.286,-7906045.254,-7657228.161,-7532113.37,-7441674.215,-7088909.788,-7069851.119
217.2,-8771623.162,-8384620.771,-8674658.702,-8426219.599,-8591938.507,-8197555.358,-8009932.906,-7873796.713,-7907557.215,-7641710.665,-7526960.765,-7456177.107,-7079082.04,-7058471.621
217.1,-8790482.889,-8396099.74,-8677026.114,-8432207.761,-8592953.113,-8180744.736,-7997399.543,-7909208.436,-7904413.928,-7622214.322,-7517351.854,-7471674.709,-7072954.618,-7047748.633
217,-8806278.905,-8406703.363,-8669844.299,-8442871.067,-8593569.834,-8159935.375,-7984707.026,-7950707.793,-7907000.177,-7597863.789,-7504818.491,-7486834.11,-7069373.658,-7040765.76
216.9,-8819647.825,-8420072.283,-8660752.637,-8450769.075,-8585632.037,-8145313.118,-7969547.626,-7986358.247,-7900076.986,-7576477.495,-7498094.242,-7502451.078,-7067165.398,-7036985.857
216.8,-8827963.612,-8432705.117,-8651959.389,-8455742.631,-8574710.107,-8130929.592,-7957451.936,-8018586.894,-7888796.96,-7556066.019,-7492444.282,-7525667.64,-7072357.792,-7032808.069
216.7,-8822671.748,-8448043.566,-8641355.766,-8463700.322,-8566215.272,-8119450.624,-7951384.197,-8047632.465,-7868644.108,-7539911.907,-7496781.223,-7557438.72,-7082523.741,-7034737.809
216.6,-8815589.403,-8465132.706,-8626514.673,-8470862.244,-8558914.091,-8114795.375,-7946728.948,-8074051.998,-7844969.978,-7525906.371,-7503047.905,-7588493.608,-7101841.035,-7038537.606
216.5,-8808507.059,-8483256.347,-8612091.359,-8476452.521,-8550140.737,-8120902.902,-7941636.026,-8097666.445,-7823086.329,-7518505.719,-7512358.403,-7614793.776,-7126609.348,-7041561.529
216.4,-8797047.984,-8505239.467,-8600333.871,-8485763.019,-8538741.345,-8133098.063,-7933877.277,-8109423.933,-7796408.171,-7511801.364,-7524016.42,-7637512.983,-7154600.525,-7048146.518
216.3,-8788672.515,-8526128.405,-8588019.344,-8492089.383,-8534901.759,-8150903.396,-7932902.46,-8120863.114,-7772415.734,-7510707.182,-7539195.715,-7651578.201,-7183467.047,-7058033.948
216.2,-8792571.783,-8548549.199,-8582926.422,-8498037.757,-8538403.143,-8169683.546,-7938711.574,-8131068.852,-7756321.304,-7516715.238,-7557558.086,-7659297.161,-7207757.898,-7072676.099
216.1,-8799395.503,-8576799.001,-8580738.057,-8502712.9,-8541765.267,-8196481.069,-7951941.235,-8138648.552,-7739351.529,-7533844.168,-7576019.928,-7663634.102,-7236087.277,-7087994.654
216,-8809263.039,-8601686.678,-8579206.202,-8499848.132,-8550160.631,-8218503.978,-7967200.107,-8139702.946,-7724828.744,-7553161.462,-7597008.337,-7661127.43,-7267639.521,-7109818.62
215.9,-8817797.662,-8627270.654,-8578808.317,-8488030.961,-8558357.052,-8242237.791,-7992644.823,-8139265.273,-7705730.286,-7581530.629,-7623189.139,-7658760.017,-7303309.869,-7130588.193
215.8,-8821239.364,-8651024.36,-8574192.857,-8474602.358,-8579524.51,-8266866.843,-8027320.46,-8131526.419,-7690928.981,-7623706.389,-7651379.259,-7647519.779,-7339656.621,-7145508.863
215.7,-8821159.787,-8668491.491,-8576361.328,-8467997.475,-8595300.631,-8286283.609,-8065736.212,-8128621.862,-7686731.299,-7676426.09,-7680026.945,-7632599.109,-7375147.921,-7160469.321
215.6,-8810217.962,-8681601.787,-8572183.54,-8458030.467,-8613822.156,-8303014.653,-8103933.127,-8124265.027,-7684383.781,-7727355.31,-7706744.891,-7613799.065,-7408490.645,-7170953.579
215.5,-8799654.128,-8694811.553,-8563449.974,-8456220.093,-8627608.855,-8327245.821,-8134311.611,-8119530.201,-7682633.089,-7781567.078,-7732806.328,-7595735.107,-7437178.12,-7182591.702
215.4,-8789985.533,-8706429.781,-8558376.947,-8451863.257,-8643345.189,-8352770.114,-8167932.854,-8119928.085,-7682812.137,-7833331.856,-7759265.65,-7576974.851,-7466323.162,-7189813.306
215.3,-8777094.075,-8718744.308,-8562634.311,-8450848.652,-8659360.041,-8380542.454,-8208238.557,-8117660.143,-7686233.944,-7880680.115,-7787137.461,-7566251.863,-7495090.214,-7190529.498
215.2,-8764879.019,-8729845.286,-8564643.628,-8451505.161,-8674002.192,-8404912.882,-8248166.27,-8111970.394,-7688084.107,-7923890.376,-7812124.61,-7557120.413,-7515163.489,-7190509.604
215.1,-8760084.511,-8732988.574,-8565081.301,-8450013.094,-8689161.593,-8426358.858,-8282642.965,-8107056.52,-7698807.095,-7957372.359,-7838842.557,-7545402.713,-7531994.004,-7191842.517
215,-8766669.5,-8734639.795,-8566473.897,-8436723.751,-8706429.781,-8448501.133,-8314772.141,-8101764.656,-7707759.497,-7988268.093,-7859413.187,-7527935.582,-7549620.289,-7186650.124
214.9,-8782982.766,-8729845.286,-8570154.329,-8424429.118,-8721290.769,-8469151.34,-8343380.039,-8097368.032,-7716433.38,-8013295.03,-7883266.365,-7514805.393,-7559209.307,-7181318.471
214.8,-8788612.832,-8717570.548,-8582369.384,-8416013.861,-8727060.095,-8480610.415,-8378015.888,-8095995.33,-7730797.012,-8035278.151,-7902265.351,-7507006.856,-7561855.239,-7170356.752
214.7,-8800728.416,-8698909.764,-8587899.979,-8409030.987,-8732590.69,-8482679.414,-8407519.026,-8098223.484,-7744762.759,-8055311.637,-7913167.387,-7511244.326,-7563526.354,-7163473.35
214.6,-8810257.75,-8679134.903,-8594922.641,-8407260.401,-8734878.526,-8484091.904,-8431710.405,-8104271.329,-7764557.514,-8068680.557,-7922637.039,-7527836.111,-7557955.97,-7154978.515
214.5,-8812704.74,-8657887.868,-8605347.216,-8410324.112,-8720813.307,-8479715.174,-8447009.066,-8102560.425,-7778941.04,-8088355.947,-7928664.99,-7549520.818,-7560661.585,-7147717.122
214.4,-8813440.827,-8630672.566,-8620228.097,-8418580.216,-8706927.137,-8478282.79,-8462128.678,-8103316.406,-7795652.19,-8101187.724,-7929420.971,-7579023.956,-7567147.103,-7145449.18
214.3,-8807154.251,-8606759.706,-8631587.701,-8436365.654,-8687510.372,-8474880.877,-8483892.962,-8104231.54,-7814989.379,-8117481.095,-7929659.701,-7610695.565,-7566609.959,-7142843.037
214.2,-8803115.723,-8591083.055,-8646130.38,-8460835.553,-8667277.943,-8473110.291,-8493024.412,-8109224.991,-7838603.826,-8125617.834,-7919633.011,-7643879.135,-7565396.411,-7146165.372
214.1,-8796849.042,-8576699.529,-8667735.511,-8491751.182,-8639067.93,-8474482.993,-8500524.535,-8120942.691,-7863173.196,-8125558.151,-7911018.811,-7680583.983,-7561596.614,-7155953.332
214,-8795237.609,-8564404.897,-8691668.265,-8518707.859,-8608192.09,-8475676.646,-8509417.255,-8135067.592,-7881197.365,-8123449.363,-7901111.486,-7722043.552,-7556284.855,-7165741.292
213.9,-8801484.397,-8550319.785,-8735037.679,-8540969.498,-8581255.307,-8476293.367,-8515604.359,-8151400.752,-7894108.718,-8124523.651,-7888796.96,-7760538.88,-7553141.567,-7186112.98
213.8,-8804209.906,-8543118.075,-8781709.535,-8558357.052,-8558038.745,-8471180.551,-8516519.494,-8164749.778,-7908412.667,-8125956.036,-7877636.299,-7804525.016,-7550336.481,-7209230.071
213.7,-8794342.369,-8543058.392,-8829276.631,-8580081.548,-8531082.068,-8466067.735,-8517852.407,-8175313.612,-7919553.434,-8130651.073,-7864227.59,-7838703.297,-7550833.837,-7235908.229
213.6,-8786006.688,-8542680.402,-8870656.623,-8591918.613,-8506751.428,-8455503.901,-8514072.504,-8186255.437,-7928664.99,-8135485.37,-7843836.007,-7866754.157,-7554653.529,-7267122.271
213.5,-8776338.094,-8552408.679,-8907560.413,-8606142.985,-8481266.924,-8453454.795,-8512341.706,-8200121.713,-7946848.313,-8140140.619,-7831342.433,-7886807.537,-7564003.815,-7291711.535
213.4,-8761556.684,-8561719.177,-8942474.781,-8625738.798,-8475557.281,-8447466.633,-8514231.658,-8217171.065,-7969706.78,-8152673.982,-7805221.313,-7895799.728,-7580516.023,-7318767.683
213.3,-8740508.592,-8572959.415,-8977568.197,-8647304.14,-8468315.783,-8437698.568,-8508502.12,-8245580.021,-8001716.59,-8158323.943,-7787037.99,-7909685.898,-7599694.058,-7351274.849
213.2,-8718386.212,-8586049.816,-9005738.422,-8656873.263,-8465490.802,-8430994.213,-8496227.383,-8284751.753,-8026226.278,-8159597.173,-7762389.043,-7918140.944,-7616643.939,-7387084.457
213.1,-8706051.791,-8616189.569,-9024498.677,-8668710.328,-8471896.743,-8440065.981,-8472334.416,-8314672.67,-8038142.919,-8159318.654,-7742813.124,-7917305.387,-7647221.365,-7423272.056
213,-8696283.726,-8649233.88,-9040115.645,-8664472.857,-8487175.509,-8450311.507,-8446253.085,-8350163.97,-8042360.495,-8149749.531,-7730359.339,-7908830.446,-7681220.599,-7451979.425
212.9,-8701316.965,-8691449.429,-9049804.134,-8654923.629,-8510093.659,-8460039.784,-8417903.812,-8380005.31,-8049243.898,-8135445.582,-7724013.08,-7891999.93,-7712892.208,-7477583.295
212.8,-8714526.732,-8732053.545,-9055812.19,-8635626.229,-8541924.421,-8470703.09,-8387107.549,-8410503.16,-8052208.138,-8119052.739,-7723933.503,-7874075.232,-7738794.491,-7499984.194
212.7,-8724533.528,-8777133.863,-9058358.651,-8606481.187,-8583821.663,-8477069.242,-8347716.98,-8438235.712,-8064104.885,-8090882.514,-7729503.887,-7853066.929,-7776394.579,-7513154.172
212.6,-8741264.572,-8828102.872,-9056428.911,-8577753.923,-8630354.259,-8489184.826,-8305362.172,-8461651.217,-8064582.347,-8061876.732,-7743290.586,-7835758.951,-7818033.195,-7519798.844
212.5,-8763585.895,-8866021.268,-9050241.807,-8552965.717,-8679075.22,-8502712.9,-8270288.65,-8481983.116,-8068680.557,-8026663.951,-7764099.947,-7819982.83,-7861024.619,-7519102.546
212.4,-8788234.842,-8904536.491,-9036773.415,-8526566.078,-8732292.276,-8510491.543,-8238119.686,-8504165.179,-8080278.891,-7990297.304,-7785307.193,-7804624.487,-7898664.496,-7519042.863
212.3,-8822214.181,-8934158.994,-9017635.169,-8501738.083,-8784236.102,-8526804.809,-8205930.827,-8518787.436,-8099198.301,-7957571.301,-7809717.409,-7799352.517,-7941755.391,-7521529.641
212.2,-8861962.846,-8954610.259,-8984192.974,-8485583.971,-8841770.206,-8549921.9,-8184564.428,-8526904.28,-8128064.824,-7928943.509,-7836057.365,-7800585.959,-7979017.278,-7510866.336
212.1,-8913289.95,-8968337.276,-8952779.99,-8485205.981,-8897414.357,-8561162.138,-8169962.065,-8531579.423,-8152475.04,-7913028.128,-7865560.503,-7805818.14,-8020596.211,-7502590.337
212,-8968038.862,-8972515.063,-8920491.66,-8486061.433,-8958111.643,-8581434.355,-8158781.51,-8536294.355,-8179869.39,-7890289.027,-7906204.408,-7820301.137,-8055411.108,-7500441.761
211.9,-9026328.946,-8975936.87,-8894867.896,-8494675.633,-9013556.853,-8597966.458,-8164471.259,-8540591.508,-8205871.144,-7882769.009,-7951284.726,-7845745.853,-8088833.409,-7493578.253
211.8,-9084061.992,-8973728.611,-8875331.766,-8513495.571,-9069598.889,-8622217.52,-8164948.72,-8542143.258,-8226382.092,-7877039.472,-7995469.803,-7881296.836,-8121340.575,-7491091.474
211.7,-9137995.241,-8963463.19,-8859515.856,-8538840.816,-9105627.334,-8645016.304,-8177143.881,-8538224.095,-8236508.253,-7877079.26,-8046319.446,-7921960.636,-8148953.762,-7491290.417
211.6,-9191988.172,-8949218.924,-8846027.57,-8573974.02,-9137716.721,-8668153.289,-8193079.157,-8532196.144,-8245639.703,-7895680.362,-8094005.908,-7961768.983,-8185081.677,-7477304.775
211.5,-9232214.298,-8933999.84,-8849409.589,-8619850.107,-9162465.139,-8692344.669,-8213232.008,-8515524.782,-8258909.153,-7916091.839,-8148018.733,-8000562.725,-8217588.844,-7458823.039
211.4,-9271704.338,-8912633.441,-8857506.539,-8675335.105,-9179017.136,-8711423.232,-8248424.895,-8496326.854,-8290899.069,-7947305.88,-8199405.521,-8039077.948,-8242735.146,-7442649.032
211.3,-9305783.148,-8890889.051,-8865683.066,-8744129.341,-9186119.375,-8733247.199,-8295136.539,-8486618.471,-8325216.61,-7985522.69,-8247191.453,-8069197.807,-8266270.016,-7441296.225
211.2,-9331963.951,-8862659.144,-8884005.649,-8818951.528,-9196961.728,-8755747.569,-8356689.277,-8485603.865,-8364328.66,-8031935.921,-8289068.8,-8096035.119,-8284751.753,-7435924.784
211.1,-9352574.369,-8835602.995,-8905292.471,-8903342.837,-9205217.832,-8792890.091,-8422519.273,-8486857.202,-8415775.13,-8078508.305,-8328996.513,-8117003.634,-8304347.566,-7435845.207
211,-9376447.441,-8798480.368,-8940385.887,-8989345.579,-9216338.705,-8829734.198,-8492109.278,-8494735.316,-8466863.504,-8129258.477,-8356291.392,-8136261.245,-8318174.054,-7449293.704
210.9,-9398430.562,-8769255.749,-8987415.839,-9068823.014,-9222207.502,-8869065.084,-8558297.37,-8507865.505,-8515922.667,-8183629.399,-8401312.027,-8144517.349,-8329095.984,-7473524.872
210.8,-9416673.568,-8750992.849,-9042323.905,-9138651.75,-9230841.596,-8910425.182,-8623232.126,-8524119.088,-8560784.148,-8239054.714,-8435967.77,-8148078.416,-8345269.991,-7511821.259
210.7,-9434836.997,-8747113.475,-9093153.654,-9206510.957,-9247572.641,-8964975.151,-8686336.613,-8527481.213,-8599040.746,-8293664.367,-8470543.936,-8142607.504,-8374156.408,-7550396.164
210.6,-9446037.446,-8754315.185,-9159779.419,-9259369.917,-9259887.167,-9011129.757,-8745760.668,-8538363.355,-8644359.794,-8345051.154,-8507208.996,-8134749.284,-8392538.673,-7592532.136
210.5,-9449160.84,-8769872.47,-9238998.229,-9307494.052,-9274887.414,-9055454.094,-8797266.82,-8552567.832,-8696880.553,-8398248.316,-8539258.595,-8131944.198,-8406086.642,-7640556.799
210.4,-9437085.044,-8795516.129,-9321221.068,-9343980.063,-9295617.198,-9113306.505,-8854542.299,-8572163.646,-8747531.254,-8440463.865,-8582389.278,-8123827.354,-8420032.494,-7702984.883
210.3,-9423238.663,-8827824.353,-9394372.14,-9378377.181,-9316247.512,-9174461.358,-8910067.086,-8592813.853,-8805144.934,-8472951.137,-8611554.215,-8115591.144,-8444402.922,-7771500.599
210.2,-9415062.135,-8857725.375,-9462629.231,-9405691.955,-9336977.296,-9229468.895,-8959166.037,-8610221.301,-8857367.279,-8498654.478,-8643066.67,-8104848.261,-8469708.378,-7839518.96
210.1,-9419120.558,-8897971.396,-9527524.199,-9421965.432,-9371871.769,-9282904.788,-9008344.565,-8629956.374,-8916870.911,-8514132.187,-8663139.944,-8096114.696,-8490000.49,-7904493.505
210,-9431713.603,-8947945.693,-9584580.841,-9430181.748,-9413430.809,-9331884.374,-9064585.544,-8647642.342,-8976772.428,-8536592.768,-8681542.104,-8103992.81,-8500743.372,-7975157.798
209.9,-9457297.579,-8998158.721,-9641478.329,-9439910.024,-9447788.138,-9391527.265,-9125521.56,-8660991.368,-9032695.099,-8560048.062,-8698153.783,-8121479.835,-8504364.121,-8053282.426
209.8,-9484035.419,-9049843.922,-9684648.801,-9447151.523,-9488014.265,-9443550.668,-9187810.384,-8691548.9,-9081853.733,-8570890.415,-8718883.567,-8152793.348,-8514132.187,-8131287.689
209.7,-9512165.856,-9115494.87,-9725252.918,-9458869.222,-9518810.527,-9485368.332,-9236909.336,-8722106.432,-9118697.841,-8580061.654,-8758075.194,-8197217.156,-8534086.096,-8208357.923
209.6,-9543837.465,-9178857.982,-9764603.698,-9457257.79,-9549944.992,-9521237.623,-9281810.605,-8753897.406,-9147206.268,-8593808.564,-8794740.254,-8260600.162,-8556248.264,-8290620.55
