WL,MEA25,MEA30,MEA35,MEA40,MEA45,MEA50,MEA55,MEA60,MEA65,MEA70,MEA75,MEA80,MEA85,MEA90
229.6,-10477020.76,-9996073.29,-9639686.182,-9032825.088,-8568833.273,-7701567.594,-7971564.461,-7319846.513,-6756449.203,-5386623.571,-5067252.323,-5015330.614,-4989618.522,-4691123.423
229.5,-10593103.29,-10107120.87,-9754793.566,-9114498.792,-8655900.148,-7789151.895,-8049297.767,-7394714.075,-6775494.46,-5411042.098,-5106337.887,-5076008.763,-5010852.889,-4737890.773
229.4,-10705683.25,-10214446.96,-9868527.781,-9193306.752,-8740638.606,-7876756.097,-8124782.26,-7465919.853,-6798738.828,-5436097.457,-5149264.344,-5138637.21,-5025539.827,-4786926.837
229.3,-10817248.25,-10319166.03,-9979754.47,-9273487.881,-8821556.072,-7959982.079,-8196843.781,-7536289.789,-6826122.604,-5459122.914,-5194976.941,-5197763.081,-5041261.617,-4830629.433
229.2,-10929549.6,-10423924.89,-10089389.08,-9357430.299,-8899866.507,-8042412.021,-8267890.351,-7609326.459,-6862561.335,-5488437.087,-5238341.22,-5257744.695,-5056903.803,-4873496.187
229.1,-11040457.87,-10527688.7,-10195123.09,-9445253.412,-8979032.685,-8124205.131,-8338996.624,-7684273.625,-6904771.356,-5521034.925,-5280869.657,-5320253.736,-5071172.82,-4909516.997
229,-11148659.61,-10634696.38,-10301891.96,-9536519.398,-9056288.367,-8202913.586,-8402361.408,-7758166.038,-6950921.775,-5562707.619,-5323378.193,-5383399.609,-5086317.481,-4941139.686
228.9,-11249318.86,-10740609.5,-10405655.77,-9626651.027,-9129384.74,-8277044.811,-8457089.158,-7828695.182,-6995957.738,-5606649.027,-5359120.389,-5449291.82,-5099850.161,-4968662.769
228.8,-11350495.55,-10848035.1,-10510175.82,-9717996.617,-9199376.557,-8352887.522,-8511160.175,-7899363.633,-7044416.673,-5658192.617,-5397071.596,-5516796.012,-5111273.335,-4996384.862
228.7,-11451891.14,-10954147.23,-10616526.77,-9813620.922,-9272492.831,-8430461.62,-8563619.211,-7962708.516,-7099204.126,-5714751.259,-5430465.474,-5580379.707,-5126039.877,-5017858.041
228.6,-11549744.36,-11057612.53,-10718738.3,-9909384.534,-9346464.848,-8510244.729,-8616018.544,-8025237.458,-7155464.253,-5772484.06,-5461491.133,-5645296.769,-5142657.212,-5042495.479
228.5,-11640890.94,-11155425.95,-10815795.48,-10002600.82,-9420934.39,-8588973.085,-8667402.926,-8086532.538,-7209674.577,-5826017.75,-5492178.475,-5704542.046,-5164767.223,-5069341.928
228.4,-11731659.4,-11247945.7,-10910962.06,-10089906.51,-9497493.537,-8665333.222,-8717215.129,-8148086.331,-7268163.616,-5881700.748,-5521015.024,-5759229.994,-5196370.011,-5090118.572
228.3,-11821432.81,-11338037.52,-11005193.3,-10175162.39,-9570171.989,-8736200.683,-8769952.779,-8206455.964,-7326791.962,-5939194.737,-5550607.811,-5809281.009,-5236430.724,-5103710.955
228.2,-11914071.97,-11432626.98,-11101255.42,-10257174.41,-9647507.275,-8804699.925,-8825217.856,-8267552.034,-7385281.001,-5996270.805,-5582907.134,-5851670.139,-5283715.5,-5115412.743
228.1,-12002929.93,-11529107.02,-11198631.02,-10337693.86,-9726812.76,-8869875.7,-8881418.28,-8327454.044,-7446775.091,-6049426.376,-5612400.416,-5886019.265,-5333288.891,-5133920.673
228,-12091190.87,-11627099.55,-11293379.68,-10417317.76,-9803531.115,-8932344.939,-8937200.783,-8389545.164,-7511771.757,-6104970.067,-5642132.51,-5922557.501,-5378125.844,-5149781.77
227.9,-12181183.19,-11725569.7,-11381501.31,-10497936.71,-9875592.636,-8988087.64,-8995968.436,-8449705.887,-7579216.246,-6163817.324,-5670411.831,-5954259.794,-5426644.482,-5160150.191
227.8,-12271414.32,-11825134.4,-11467632.83,-10582933.88,-9943176.432,-9044964.698,-9058059.556,-8508573.045,-7645586.081,-6223978.047,-5709656.603,-5982160.996,-5475282.526,-5163851.777
227.7,-12359914.07,-11925833.46,-11550520.5,-10668846.5,-10015178.25,-9103672.648,-9123016.42,-8568912.877,-7704891.061,-6281074.016,-5746871.473,-6006360.612,-5524159.382,-5169682.77
227.6,-12446045.6,-12019825.88,-11634960.44,-10750221.69,-10085408.88,-9169007.631,-9190122.592,-8629869.64,-7765111.487,-6333055.428,-5783907.234,-6024968.047,-5572439.208,-5175434.159
227.5,-12532893.56,-12110872.96,-11718763.55,-10827576.87,-10156535.05,-9234481.921,-9259616.884,-8685632.242,-7817431.216,-6380161.095,-5820246.46,-6044311.819,-5618848.34,-5185583.669
227.4,-12619025.09,-12199452.31,-11797332.7,-10898603.54,-10229193.6,-9295359.08,-9335081.476,-8743663.558,-7869731.044,-6421933.294,-5855530.933,-6059774.896,-5666332.126,-5190479.315
227.3,-12707385.53,-12286101.26,-11877235.22,-10967361.5,-10302250.18,-9360534.855,-9413590.921,-8799386.358,-7917473.543,-6458551.134,-5892506.991,-6067317.375,-5715905.517,-5201484.568
227.2,-12797596.76,-12365963.97,-11957376.54,-11038746.38,-10376082.89,-9426626.076,-9494607.892,-8852263.315,-7971226.144,-6490333.031,-5937622.558,-6074680.745,-5764563.462,-5216688.932
227.1,-12885419.88,-12448851.64,-12034154.6,-11106947.11,-10445895.59,-9490309.276,-9577177.141,-8909617.997,-8029177.856,-6517716.807,-5984389.908,-6083576.492,-5814753.784,-5232032.603
227,-12972387.25,-12528515.34,-12107728.6,-11170351.7,-10514673.45,-9549773.464,-9656403.022,-8967987.63,-8083169.269,-6543687.612,-6031455.773,-6098741.054,-5861162.916,-5251575.385
226.9,-13059215.31,-12608835.78,-12180745.37,-11231965.19,-10578495.96,-9602411.609,-9730076.524,-9026456.768,-8135966.622,-6570653.467,-6081586.392,-6112393.14,-5904328.185,-5270919.157
226.8,-13150381.79,-12688101.46,-12256687.58,-11297698.2,-10637641.73,-9657756.29,-9801819.629,-9085741.847,-8189301.302,-6602753.78,-6123557.601,-6134363.844,-5940508.203,-5293506.792
226.7,-13240811.93,-12770292.59,-12328609.8,-11362416.25,-10694419.28,-9714434.338,-9868229.266,-9139195.933,-8239690.634,-6640665.185,-6163379.502,-6162125.739,-5972230.397,-5319159.181
226.6,-13332834.16,-12853856.89,-12395835.38,-11427034.79,-10747535.05,-9770515.356,-9931733.357,-9190441.008,-8290796.402,-6678536.788,-6195758.429,-6191857.833,-5994778.23,-5349985.83
226.5,-13425314.11,-12931570.3,-12463359.47,-11490061.26,-10794521.31,-9827093.899,-9989605.465,-9237108.853,-8338300.089,-6714020.271,-6226545.276,-6223201.908,-6010559.723,-5385946.937
226.4,-13517694.55,-13007114.49,-12528037.72,-11554918.62,-10839318.46,-9888986.009,-10044293.41,-9279915.904,-8382778.824,-6755036.232,-6267939.356,-6258645.589,-6025545.176,-5418226.359
226.3,-13603507.66,-13079713.34,-12587720.82,-11625228.85,-10884354.43,-9950957.723,-10093727.5,-9319479.092,-8421267.358,-6791534.666,-6311542.447,-6295940.063,-6039256.965,-5457570.636
226.2,-13683171.36,-13149983.77,-12642846.59,-11691101.16,-10929808.31,-10008212.9,-10137071.88,-9357967.626,-8457029.455,-6823117.553,-6352837.022,-6335801.766,-6051774.694,-5501293.133
226.1,-13759431.99,-13216851.13,-12698032.06,-11752953.47,-10971301.89,-10059736.59,-10174326.55,-9396296.952,-8491995.512,-6851118.26,-6390947.437,-6373474.359,-6066620.84,-5547443.552
226,-13838399.16,-13280992.05,-12748719.91,-11813571.92,-11010865.08,-10102981.46,-10210486.66,-9433710.832,-8532971.671,-6883099.167,-6429873.793,-6412400.715,-6082342.63,-5594648.724
225.9,-13921167.42,-13339998.52,-12797357.95,-11872936.6,-11052517.88,-10144494.95,-10245333.32,-9473055.109,-8569490.006,-6921289.186,-6465257.771,-6455227.667,-6096253.429,-5642510.629
225.8,-14001686.87,-13402368.25,-12843508.37,-11929873.36,-11096538.89,-10184675.07,-10277334.12,-9517931.864,-8607839.233,-6957847.323,-6500681.551,-6492840.557,-6107198.979,-5692064.119
225.7,-14082843.15,-13464359.87,-12891469.78,-11986750.42,-11139624.55,-10222407.36,-10307265.23,-9558072.181,-8651084.106,-6997649.323,-6528562.852,-6532781.864,-6111716.506,-5747309.295
225.6,-14163302.89,-13522829.01,-12936625.15,-12046831.54,-11183705.27,-10254806.19,-10338887.92,-9601217.549,-8694667.296,-7040734.988,-6558971.58,-6573539.112,-6110542.347,-5801221.104
225.5,-14245613.42,-13580979.73,-12978715.76,-12101559.29,-11228363.11,-10284876.6,-10369097.63,-9647248.562,-8731802.562,-7083661.445,-6586932.485,-6614296.36,-6119955.52,-5848844.197
225.4,-14323187.52,-13639707.58,-13024587.57,-12160426.45,-11276443.93,-10317812.76,-10403944.29,-9691966.109,-8767425.352,-7126448.595,-6612047.547,-6652546.082,-6131617.506,-5888885.009
225.3,-14393438.05,-13697977.71,-13069225.51,-12217422.91,-11325619.3,-10355943.07,-10439228.76,-9738255.835,-8803346.657,-7165713.268,-6629301.714,-6687532.04,-6146384.048,-5928487.999
225.2,-14462952.25,-13749620.8,-13115316.23,-12273862.15,-11377222.59,-10395824.68,-10480981.06,-9790774.574,-8838193.308,-7204918.238,-6646336.97,-6720289.086,-6159001.282,-5964329.7
225.1,-14528506.14,-13803751.52,-13163178.13,-12329923.26,-11438318.66,-10433656.48,-10525061.77,-9847611.83,-8869119.462,-7242650.534,-6668944.506,-6750837.121,-6176673.37,-5993345.358
225,-14589721.62,-13853185.61,-13207756.37,-12387755.57,-11498877.4,-10468761.84,-10572227.14,-9908150.672,-8905020.866,-7274671.243,-6696825.807,-6777345.253,-6201808.333,-6013962.794
224.9,-14648190.75,-13906002.86,-13262762.74,-12445587.88,-11560749.61,-10505956.81,-10616347.66,-9967117.335,-8942574.053,-7305040.169,-6731732.161,-6799415.462,-6237928.648,-6031734.387
224.8,-14708411.18,-13956909.62,-13315978.01,-12505708.8,-11629069.75,-10537738.71,-10665841.45,-10029367.66,-8984206.945,-7330195.033,-6764867.326,-6827814.189,-6275641.043,-6047018.355
224.7,-14763278.24,-14014065.29,-13370765.46,-12564018.73,-11698763.05,-10570097.73,-10715414.84,-10097090.77,-9024048.747,-7354096.134,-6789663.972,-6859038.858,-6324856.216,-6062043.61
224.6,-14816792.03,-14068036.8,-13432120.25,-12619642.02,-11771580.81,-10599969.14,-10766162.39,-10163460.6,-9066835.897,-7383828.228,-6811256.557,-6890124.22,-6376479.41,-6073208.071
224.5,-14867499.77,-14122684.95,-13496718.89,-12675723.04,-11842607.48,-10632785.88,-10817188.55,-10229571.72,-9105065.718,-7413878.738,-6831197.359,-6918861.264,-6431306.665,-6086482.038
224.4,-14921809.6,-14175522.1,-13564043.98,-12732620,-11910768.4,-10673224.72,-10873349.17,-10296200.27,-9146837.917,-7447591.032,-6844391.722,-6949608.309,-6487546.891,-6099039.569
224.3,-14967780.91,-14225314.4,-13631806.88,-12782651.11,-11976600.91,-10715036.72,-10926285.83,-10360181.99,-9185764.273,-7477741.047,-6856113.411,-6982663.87,-6543010.978,-6105308.384
224.2,-15004796.77,-14273852.94,-13697082.16,-12832085.2,-12035965.59,-10754321.29,-10980914.08,-10422890.04,-9223536.371,-7502736.703,-6868432.13,-7005152,-6594833.182,-6112950.368
224.1,-15036737.88,-14318291.88,-13766914.77,-12885300.47,-12092981.96,-10795018.84,-11027721.23,-10480165.12,-9252850.544,-7528408.993,-6889129.17,-7033491.024,-6650277.368,-6123179.482
224,-15063027.1,-14362830.31,-13827732.23,-12937978.42,-12144843.96,-10835815.89,-11076319.47,-10532027.12,-9275159.565,-7550419.499,-6914303.935,-7059362.324,-6710020.17,-6128871.168
223.9,-15088540.18,-14408164.79,-13888947.7,-12986954.78,-12189860.03,-10874941.25,-11127823.26,-10583630.41,-9294563.04,-7564668.615,-6937826.917,-7086785.902,-6765464.356,-6138224.638
223.8,-15111884.05,-14451946.99,-13944332.19,-13032289.26,-12227035.09,-10910046.62,-11183128.14,-10624148.85,-9315299.882,-7579275.949,-6958882.175,-7111682.053,-6818221.907,-6147896.524
223.7,-15138193.18,-14489500.18,-13997726.57,-13072648.48,-12252488.47,-10942485.25,-11239229.06,-10658020.35,-9336275.536,-7595714.175,-6980315.552,-7138588.205,-6867178.367,-6165210.394
223.6,-15167646.66,-14522973.66,-14044394.41,-13110161.87,-12275712.94,-10970724.77,-11300902.26,-10689344.53,-9359161.686,-7613704.679,-7006107.248,-7167205.843,-6913667.103,-6183817.829
223.5,-15198174.79,-14554258.03,-14088355.72,-13140690,-12294798,-11001611.12,-11365341.69,-10715633.75,-9380256.746,-7628152.805,-7024834.089,-7194231.401,-6955299.995,-6200574.471
223.4,-15226434.21,-14587512.6,-14128734.85,-13166879.72,-12311315.83,-11028756.08,-11429602.02,-10735057.12,-9406864.383,-7640153.108,-7041391.721,-7220381.315,-6988196.348,-6225271.612
223.3,-15262335.61,-14623433.91,-14166128.83,-13194124.19,-12326380.89,-11054368.67,-11499434.63,-10752351.09,-9427919.641,-7650441.925,-7054267.668,-7249715.389,-7021610.127,-6258764.995
223.2,-15298217.12,-14658638.78,-14199303.8,-13221905.98,-12342421.09,-11079861.85,-11568192.59,-10771257.04,-9445930.046,-7658163.513,-7070486.983,-7274074.213,-7048257.566,-6293114.121
223.1,-15332824.96,-14692052.56,-14223344.21,-13244573.22,-12353605.45,-11105374.93,-11633865.89,-10788849.53,-9464338.471,-7666581.636,-7083442.534,-7293139.371,-7078188.67,-6327383.643
223,-15366855.67,-14721585.64,-14245295.01,-13271598.78,-12356232.39,-11128261.08,-11705409.98,-10799257.75,-9482806.599,-7676173.918,-7096159.273,-7304542.644,-7097592.145,-6358986.431
222.9,-15399652.51,-14752631.2,-14263643.73,-13295619.29,-12356829.42,-11148997.92,-11770904.17,-10803735.47,-9499961.261,-7685089.566,-7110368.587,-7321597.801,-7113692.054,-6395027.142
222.8,-15436469.36,-14781806.07,-14278848.09,-13319619.89,-12356809.51,-11169874.07,-11837134.7,-10809884.88,-9515324.833,-7690920.559,-7130050.676,-7333478.698,-7119343.938,-6431386.269
222.7,-15465624.33,-14818324.4,-14286569.68,-13340993.57,-12363615.66,-11190192.99,-11900977.11,-10813765.58,-9531564.049,-7697030.166,-7159563.859,-7341757.514,-7126906.318,-6462033.809
222.6,-15498898.8,-14860653.83,-14292520.08,-13367342.49,-12367337.14,-11206511.81,-11961396.55,-10820949.84,-9550589.405,-7704174.625,-7190390.508,-7349081.082,-7134209.985,-6499626.798
222.5,-15535377.33,-14911719.8,-14299147.11,-13394746.17,-12373685.56,-11225278.46,-12018472.61,-10825268.36,-9569674.464,-7713070.372,-7218888.74,-7355469.303,-7143324.643,-6535408.796
222.4,-15572990.22,-14960218.53,-14302490.48,-13421851.33,-12384332.6,-11239428.07,-12073200.36,-10838522.42,-9589655.068,-7717587.899,-7246372.021,-7361359.999,-7148100.883,-6572524.161
222.3,-15605966.18,-15005154.99,-14308500.58,-13448638.08,-12396790.62,-11256841.44,-12119967.71,-10853607.38,-9611904.386,-7729050.875,-7273835.401,-7362991.881,-7158409.601,-6615589.925
222.2,-15638623.72,-15043205.7,-14321774.55,-13475544.23,-12414223.9,-11278115.61,-12159311.99,-10873906.4,-9637875.191,-7746344.844,-7296980.264,-7359807.721,-7159126.037,-6659451.729
222.1,-15672714.13,-15077654.33,-14336043.57,-13504201.67,-12433229.35,-11303449.58,-12188009.23,-10899877.21,-9658512.528,-7761569.109,-7319547.998,-7350772.667,-7157573.759,-6705104.623
222,-15706287.12,-15108202.37,-14356123.68,-13531426.24,-12453249.76,-11326733.75,-12210059.54,-10933032.27,-9682174.817,-7780315.851,-7338533.552,-7336145.432,-7153792.569,-6748289.793
221.9,-15731541.49,-15136979.21,-14374890.32,-13557894.57,-12478225.52,-11347709.41,-12224189.25,-10970923.78,-9705299.779,-7798087.444,-7356941.977,-7320443.543,-7151006.429,-6791037.141
221.8,-15757333.19,-15166492.4,-14396801.32,-13584959.93,-12503141.57,-11368605.46,-12235532.82,-11013969.64,-9725260.482,-7819540.722,-7378852.978,-7298850.958,-7149036.23,-6840948.849
221.7,-15783483.1,-15191905.97,-14419468.56,-13610094.89,-12531460.69,-11392745.37,-12241284.21,-11056557.78,-9739867.816,-7839382.019,-7401918.237,-7280601.741,-7147444.15,-6883716.098
221.6,-15809234.99,-15213538.36,-14439090.95,-13626314.21,-12555461.3,-11412845.38,-12246120.15,-11101335.03,-9755131.883,-7863701.041,-7420247.058,-7259844.998,-7140837.018,-6918562.749
221.5,-15836718.28,-15230394.51,-14462594.03,-13633757.18,-12578307.64,-11431711.53,-12248269.46,-11149654.66,-9774435.853,-7886527.488,-7438038.552,-7244302.317,-7130150.181,-6951857.122
221.4,-15862609.48,-15240802.73,-14486316.02,-13638831.93,-12598745.97,-11450597.58,-12247831.64,-11195964.28,-9792187.545,-7910309.183,-7455929.551,-7229197.458,-7120737.008,-6980574.265
221.3,-15889237.01,-15246116.3,-14516127.72,-13639707.58,-12615801.13,-11470200.06,-12247712.23,-11242453.02,-9815113.497,-7934767.512,-7477920.156,-7220679.83,-7112338.786,-7008833.685
221.2,-15911167.92,-15246414.81,-14544466.74,-13641458.87,-12637791.73,-11489722.94,-12243652.43,-11294912.06,-9838915.093,-7961215.941,-7501045.118,-7215664.778,-7107184.427,-7034048.252
221.1,-15932979.41,-15242832.63,-14569183.78,-13643707.68,-12659802.24,-11509146.32,-12236826.39,-11342236.63,-9860189.262,-7986609.617,-7517443.542,-7209316.359,-7104517.693,-7054108.46
221,-15959845.76,-15242156,-14596010.33,-13646573.42,-12684996.91,-11524609.4,-12228089.85,-11381660.51,-9888189.969,-8011983.392,-7531931.47,-7205893.387,-7103164.425,-7076059.263
220.9,-15986712.11,-15234155.8,-14618558.16,-13651827.29,-12704659.09,-11539893.37,-12226020.14,-11423651.62,-9909603.445,-8031944.095,-7547235.339,-7201952.989,-7110647.201,-7091781.053
220.8,-16008463.91,-15223827.18,-14639971.64,-13650195.41,-12723624.75,-11554500.7,-12215850.73,-11458518.18,-9932489.595,-8055486.978,-7563972.08,-7195345.857,-7118926.017,-7104637.099
220.7,-16029141.04,-15214314.5,-14651753.03,-13646672.93,-12741933.67,-11562421.3,-12200566.76,-11482717.79,-9957306.142,-8080363.228,-7575076.838,-7190768.627,-7131961.172,-7109632.25
220.6,-16046435.01,-15210811.92,-14661186.11,-13648981.44,-12756182.78,-11563456.15,-12189462.01,-11499573.94,-9975953.379,-8101199.575,-7591256.351,-7189315.854,-7148578.507,-7103781.356
220.5,-16049340.56,-15214573.21,-14668390.27,-13648702.83,-12774332.49,-11565704.96,-12180964.28,-11510141.37,-9995217.547,-8116025.82,-7609047.845,-7199027.542,-7171424.855,-7089830.755
220.4,-16043788.18,-15225220.25,-14668310.66,-13651886.99,-12791069.24,-11570321.99,-12179013.98,-11521823.26,-10012750.33,-8128563.45,-7634759.937,-7207306.358,-7196460.313,-7064397.277
220.3,-16032285.4,-15246076.5,-14661385.12,-13652901.94,-12812005.09,-11571157.84,-12178377.15,-11527176.63,-10023297.86,-8138792.564,-7666123.913,-7219764.384,-7221993.296,-7029351.616
220.2,-16020722.92,-15272485.12,-14654200.86,-13663847.49,-12826433.31,-11568789.62,-12166516.15,-11527196.53,-10026183.5,-8142792.665,-7697169.473,-7235824.491,-7244919.248,-6990703.874
220.1,-16003807.07,-15295311.57,-14635991.44,-13671827.79,-12836642.53,-11563575.56,-12153341.69,-11518778.4,-10025347.66,-8143568.804,-7730662.856,-7254173.213,-7263427.178,-6945190.287
220,-15977677.06,-15310217.42,-14619652.72,-13678415.02,-12849120.45,-11557605.26,-12139311.49,-11512230.98,-10026024.3,-8148146.034,-7764733.368,-7278253.423,-7277397.68,-6905030.069
219.9,-15953119.22,-15319909.21,-14604388.65,-13691629.29,-12859389.37,-11555117.63,-12124584.75,-11496330.08,-10020571.42,-8151728.214,-7787241.399,-7306612.348,-7289159.171,-6871218.27
219.8,-15926949.41,-15331849.81,-14589064.88,-13706495.33,-12866314.92,-11552610.1,-12111848.11,-11475991.25,-10011277.65,-8159708.515,-7800117.346,-7331727.41,-7293835.906,-6835097.955
219.7,-15900540.78,-15343412.29,-14570616.66,-13715570.19,-12878494.33,-11548649.81,-12099031.86,-11451751.84,-9995814.577,-8161439.902,-7820097.95,-7350474.152,-7299288.78,-6804311.108
219.6,-15870410.67,-15348606.45,-14554974.47,-13721878.81,-12884305.42,-11539137.13,-12089957.01,-11429661.73,-9979157.44,-8165260.894,-7836197.859,-7366394.952,-7297935.512,-6772648.617
219.5,-15837693.42,-15353104.07,-14537780.01,-13721023.06,-12884922.35,-11524430.29,-12082633.44,-11402835.18,-9961246.54,-8166275.845,-7851899.748,-7388544.765,-7292562.242,-6743812.068
219.4,-15803563.21,-15346297.93,-14520625.34,-13717381.18,-12876106.21,-11505962.16,-12072842.15,-11376983.78,-9933166.229,-8169539.609,-7870925.104,-7411231.905,-7281039.563,-6719413.442
219.3,-15763502.5,-15337441.99,-14504923.45,-13707848.6,-12869698.09,-11484946.7,-12055886.49,-11345062.58,-9908946.712,-8170315.748,-7890069.866,-7431113.004,-7259904.701,-6688905.209
219.2,-15725332.38,-15319491.29,-14492903.25,-13698714.04,-12858473.92,-11462478.48,-12035806.38,-11316345.43,-9887413.83,-8179311,-7901970.664,-7461024.207,-7235426.471,-6666098.663
219.1,-15688018,-15299888.8,-14487112.06,-13688683.94,-12841558.07,-11445383.52,-12017577.07,-11287230.27,-9868587.484,-8188843.579,-7917672.553,-7499870.959,-7215425.966,-6654894.4
219,-15657848.09,-15268763.64,-14482813.44,-13675648.78,-12818453.01,-11432069.75,-11997218.35,-11259707.19,-9841880.342,-8207868.935,-7929692.757,-7535991.274,-7189674.072,-6652148.062
218.9,-15629708.07,-15226334.7,-14476345.62,-13659071.25,-12789437.35,-11420009.74,-11975784.97,-11223447.56,-9820924.589,-8235869.642,-7944917.022,-7567952.28,-7163026.633,-6670735.596
218.8,-15603100.44,-15179985.28,-14470574.33,-13644921.64,-12761237.64,-11406556.67,-11951744.56,-11192003.98,-9806516.265,-8266556.984,-7955902.374,-7594540.016,-7134588.104,-6701502.542
218.7,-15582443.2,-15129058.62,-14462892.54,-13626214.7,-12729037.82,-11390755.27,-11938052.67,-11156122.48,-9798655.37,-8302955.913,-7956419.8,-7612689.728,-7115562.748,-6739095.531
218.6,-15560830.71,-15084281.37,-14462514.42,-13605875.88,-12698469.88,-11375710.12,-11935306.33,-11119186.23,-9802376.857,-8337464.247,-7953096.333,-7628948.845,-7102766.405,-6783872.781
218.5,-15534422.09,-15032837.28,-14462076.6,-13583925.08,-12666488.98,-11359311.69,-11930092.27,-11085075.91,-9807750.127,-8371295.947,-7947106.132,-7639794.89,-7100000.166,-6827595.278
218.4,-15502958.6,-14989353.6,-14462554.23,-13562830.02,-12638886.29,-11335888.21,-11918569.59,-11046408.27,-9813620.922,-8406162.499,-7946130.983,-7646780.141,-7104517.693,-6875895.005
218.3,-15472888.19,-14948437.14,-14458693.43,-13545456.44,-12611980.14,-11311031.87,-11905017.01,-11010745.68,-9825621.225,-8434103.503,-7942250.288,-7660292.92,-7115005.52,-6916413.441
218.2,-15434638.47,-14911401.38,-14453698.28,-13531545.64,-12587720.82,-11286692.94,-11896479.48,-10978923.98,-9835651.329,-8461606.685,-7939702.96,-7673069.362,-7132617.905,-6950205.339
218.1,-15395015.58,-14876037.3,-14443548.77,-13510410.78,-12567003.88,-11265378.97,-11889593.74,-10949689.41,-9848527.276,-8486582.44,-7925772.26,-7685169.17,-7151185.538,-6972534.261
218,-15365502.4,-14847777.88,-14427707.57,-13487723.64,-12549849.21,-11245816.29,-11882588.59,-10927897.81,-9853960.249,-8508374.035,-7916239.681,-7695020.165,-7175385.154,-6995440.312
217.9,-15341840.11,-14827299.75,-14402791.52,-13470967,-12538028.02,-11227726.28,-11868896.7,-10904116.12,-9855054.804,-8517389.188,-7904876.21,-7709906.113,-7196321.006,-7020734.483
217.8,-15315292.17,-14809647.57,-14370671.31,-13457076.1,-12524535.14,-11216999.64,-11847244.41,-10881190.17,-9849243.712,-8519717.605,-7889015.113,-7731697.708,-7219784.285,-7049093.408
217.7,-15293659.79,-14794502.91,-14336003.77,-13437234.8,-12510365.63,-11205914.78,-11833950.54,-10854323.82,-9846218.76,-8512692.552,-7870129.064,-7750205.638,-7242312.217,-7075123.916
217.6,-15281181.86,-14780950.32,-14308719.5,-13417313.9,-12502146.52,-11199009.14,-11824835.88,-10827616.67,-9840527.074,-8502463.438,-7840655.683,-7771101.688,-7255426.976,-7102885.811
217.5,-15277201.66,-14772412.8,-14281574.53,-13397910.43,-12489867.6,-11187367.05,-11824636.87,-10794163.09,-9828088.949,-8483756.498,-7814446.066,-7779977.534,-7263765.495,-7129015.824
217.4,-15271330.87,-14766820.61,-14249633.43,-13367959.42,-12481031.56,-11169476.05,-11834428.17,-10764749.42,-9813501.516,-8461248.467,-7790405.658,-7777012.285,-7267566.586,-7150568.607
217.3,-15265599.38,-14759875.17,-14223901.43,-13336575.55,-12472752.74,-11144977.92,-11846607.58,-10740271.19,-9803053.491,-8425884.39,-7775539.611,-7768454.855,-7267745.695,-7167723.269
217.2,-15258275.81,-14753128.73,-14194428.05,-13305529.99,-12457050.85,-11110987.01,-11855125.21,-10729126.63,-9792784.575,-8391953.185,-7758365.048,-7762305.446,-7258650.938,-7174171.193
217.1,-15248404.91,-14748332.59,-14165850.22,-13276673.54,-12441408.67,-11075583.13,-11860637.78,-10718021.87,-9777739.419,-8356091.583,-7745170.685,-7760912.376,-7260442.028,-7183962.485
217,-15235011.54,-14737068.62,-14139262.48,-13250304.71,-12428353.61,-11041313.61,-11863065.7,-10711872.46,-9755888.121,-8320727.506,-7743439.298,-7756414.75,-7257218.066,-7193514.965
216.9,-15225797.38,-14727536.04,-14117271.88,-13225627.47,-12418741.43,-11005750.53,-11863065.7,-10704548.89,-9732982.07,-8283413.131,-7740255.138,-7741986.525,-7248819.844,-7198828.532
216.8,-15220264.9,-14711456.03,-14093151.86,-13204472.71,-12404392.81,-10979580.71,-11862986.1,-10696110.87,-9707568.493,-8249601.332,-7735757.512,-7737687.909,-7244143.109,-7211565.172
216.7,-15225677.97,-14696231.77,-14071280.66,-13175158.54,-12387496.86,-10954505.45,-11866369.27,-10694299.88,-9684065.412,-8219729.931,-7739041.177,-7727717.508,-7241973.9,-7222490.821
216.6,-15229518.86,-14671853.04,-14049190.55,-13144988.62,-12372610.91,-10933609.4,-11870090.76,-10693245.12,-9659825.994,-8197540.316,-7748593.657,-7695995.314,-7235466.273,-7239685.285
216.5,-15225140.64,-14653623.73,-14031458.76,-13118002.86,-12351874.07,-10917549.29,-11876896.9,-10688031.06,-9647467.473,-8166733.568,-7764972.18,-7657665.988,-7234988.649,-7267268.071
216.4,-15221240.05,-14637722.83,-14023518.26,-13104092.06,-12334580.1,-10905767.9,-11883822.45,-10692409.28,-9639407.568,-8137061.177,-7785151.794,-7616689.829,-7232122.905,-7291547.291
216.3,-15209916.38,-14622697.57,-14020294.3,-13095037.11,-12315793.55,-10892115.82,-11895763.05,-10693822.25,-9634113.902,-8111647.6,-7806425.963,-7566280.596,-7239645.483,-7307846.21
216.2,-15191726.87,-14614956.08,-14030682.62,-13088370.27,-12301126.52,-10876533.33,-11912061.97,-10696210.37,-9636183.606,-8089438.084,-7830764.886,-7511871.262,-7246770.041,-7322055.524
216.1,-15177855.87,-14602915.98,-14043061.05,-13085882.65,-12288051.56,-10850980.45,-11929654.45,-10697623.34,-9641377.767,-8075825.8,-7855282.918,-7454616.085,-7251685.588,-7327528.299
