WL,Beta25 ME,Beta30 ME,Beta35 ME,Beta40 ME,Beta45 ME,Beta50 ME,Beta55 ME,Beta60 ME,Beta65 ME,Beta70 ME,Beta75 ME,Beta 80 ME,Beta85ME,Beta90 ME
222.9,-3892046.822,-3627015.935,-3824326.875,-3550005.383,-3497206.106,-3572087.975,-3649416.834,-3408915.528,-3359458.48,-3338788.379,-3283462.534,-3342110.715,-3211186.809,-3242022.86
222.8,-3898333.398,-3649914.19,-3845315.284,-3574813.484,-3493267.049,-3578672.964,-3670624.08,-3428730.178,-3386892.619,-3344657.176,-3294742.561,-3354902.702,-3214568.827,-3244708.581
222.7,-3903227.378,-3672175.829,-3867815.654,-3605749.006,-3488532.223,-3589952.99,-3692030.267,-3446197.309,-3415401.046,-3354425.241,-3306937.722,-3365327.277,-3214688.193,-3247235.148
222.6,-3907345.483,-3694278.315,-3881522.776,-3632944.414,-3483638.243,-3599323.171,-3708721.524,-3460421.681,-3445501.011,-3366341.883,-3322674.055,-3375373.862,-3217095.394,-3251930.185
222.5,-3911423.799,-3715684.503,-3896244.504,-3660657.072,-3480395.484,-3612891.034,-3721811.925,-3474387.428,-3476715.052,-3381123.293,-3340399.811,-3386932.407,-3225331.604,-3251054.839
222.4,-3912199.674,-3733410.259,-3911364.116,-3689941.374,-3480634.215,-3627851.492,-3728834.587,-3491496.463,-3509381.372,-3396501.53,-3360652.134,-3397575.819,-3232035.958,-3252228.599
222.3,-3915720.952,-3746401.189,-3926125.633,-3714490.849,-3487239.098,-3649973.872,-3732176.817,-3501940.932,-3545568.971,-3412615.854,-3379889.851,-3408816.057,-3240172.697,-3253979.291
222.2,-3923499.595,-3761381.542,-3942677.629,-3736235.239,-3496808.221,-3677527.376,-3736414.287,-3511907.939,-3576027.032,-3427914.514,-3401057.308,-3420056.295,-3249284.253,-3254058.867
222.1,-3931377.709,-3776381.789,-3959945.818,-3753762.053,-3507849.517,-3703549.025,-3735916.932,-3522451.879,-3604495.67,-3442019.521,-3422503.285,-3429386.687,-3260106.712,-3257202.155
222,-3936351.265,-3790307.747,-3978487.237,-3772243.789,-3519467.745,-3725810.664,-3733609.201,-3532657.618,-3632148.645,-3456064.845,-3442894.867,-3438378.877,-3274470.344,-3261479.414
221.9,-3939036.986,-3806183.34,-3996173.205,-3788417.796,-3536178.896,-3751155.909,-3733728.567,-3543957.538,-3659224.688,-3469095.563,-3463306.343,-3447192.02,-3286585.928,-3267228.845
221.8,-3942239.956,-3823093.433,-4013958.643,-3804631.59,-3553904.652,-3778729.307,-3725949.924,-3554501.479,-3686619.038,-3485707.243,-3481827.869,-3452822.086,-3302819.617,-3274967.7
221.7,-3950237.435,-3833935.786,-4025934.968,-3819074.799,-3574952.744,-3801309.255,-3722508.223,-3564349.121,-3707806.389,-3504666.441,-3497086.74,-3458949.508,-3321898.18,-3283800.736
221.6,-3953679.137,-3846429.361,-4034071.707,-3836959.709,-3600516.825,-3823650.471,-3716161.964,-3575251.157,-3731460.625,-3524341.831,-3505581.575,-3456303.576,-3344279.185,-3296811.561
221.5,-3957737.559,-3860275.742,-4042108.974,-3854725.253,-3624190.955,-3844798.034,-3708283.851,-3585934.357,-3751911.89,-3541232.029,-3514911.967,-3450872.452,-3365864.421,-3308210.952
221.4,-3961020.106,-3872729.528,-4048554.704,-3871157.884,-3645040.104,-3872868.788,-3699550.285,-3595284.643,-3767568.646,-3554819.786,-3522332.514,-3447311.385,-3390135.378,-3318874.258
221.3,-3964919.375,-3886436.65,-4052712.597,-3888028.189,-3667122.696,-3904938.281,-3689483.806,-3605172.074,-3778908.355,-3569760.35,-3530528.935,-3447052.76,-3415997.872,-3331049.525
221.2,-3971225.845,-3897617.206,-4054841.279,-3903525.791,-3688588.566,-3935078.035,-3685564.644,-3614064.793,-3787403.19,-3588739.443,-3538526.415,-3447510.328,-3440746.29,-3345592.204
221.1,-3976577.391,-3913930.472,-4052613.126,-3921271.441,-3710810.417,-3963964.452,-3683714.481,-3620450.84,-3791978.862,-3604296.728,-3549687.076,-3450673.51,-3469433.765,-3358662.711
221,-3985291.063,-3932969.247,-4050942.011,-3933804.804,-3730744.433,-3988872.024,-3679099.02,-3629840.915,-3799359.62,-3617168.293,-3561066.573,-3453140.394,-3493187.472,-3374379.15
220.9,-3990065.677,-3957976.29,-4049549.415,-3945641.869,-3748350.823,-4009681.385,-3681247.597,-3640106.336,-3805447.254,-3626896.569,-3573639.725,-3457855.325,-3516523.4,-3387867.436
220.8,-3997904.002,-3988215.514,-4044774.801,-3955230.886,-3763450.541,-4019807.546,-3687056.711,-3652898.324,-3810898.272,-3635351.616,-3587625.366,-3459287.71,-3540416.366,-3402449.904
220.7,-4010676.096,-4021339.401,-4042268.128,-3963128.894,-3774372.472,-4023746.603,-3696128.478,-3667878.676,-3817025.694,-3638594.375,-3601929.315,-3461416.392,-3568248.389,-3417649.093
220.6,-4020205.431,-4053011.01,-4038189.811,-3963566.567,-3778948.144,-4018036.96,-3707826.283,-3683813.952,-3820984.645,-3639191.201,-3621624.599,-3461913.748,-3588242.087,-3431256.744
220.5,-4033753.399,-4085378.917,-4034171.178,-3963407.413,-3781355.345,-4004449.203,-3726606.433,-3694914.93,-3823749.942,-3637261.461,-3644065.287,-3461814.276,-3603998.314,-3443770.213
220.4,-4055239.164,-4115299.834,-4028978.785,-3968838.537,-3782827.518,-3993388.013,-3747853.468,-3706354.111,-3824227.404,-3635391.404,-3669828.311,-3464758.622,-3614920.245,-3451906.952
220.3,-4078992.87,-4141719.367,-4022612.632,-3981769.785,-3782230.691,-3980138.458,-3770453.309,-3718489.589,-3817085.376,-3636883.471,-3696904.353,-3472258.745,-3623017.195,-3455269.076
220.2,-4103323.51,-4165413.391,-4015669.547,-3990742.081,-3782350.057,-3963566.567,-3794923.208,-3731440.731,-3810341.233,-3641479.038,-3724497.645,-3486662.166,-3634217.645,-3459188.239
220.1,-4129663.466,-4187495.983,-4013759.701,-4002320.521,-3781991.96,-3949839.551,-3819512.472,-3742780.44,-3806780.167,-3643269.518,-3752667.87,-3505780.517,-3648660.853,-3463405.815
220,-4156480.883,-4207410.104,-4018434.844,-4012347.211,-3786010.594,-3937345.977,-3840182.573,-3750220.88,-3799359.62,-3643050.681,-3784856.729,-3528818.032,-3656956.746,-3468399.266
219.9,-4183377.878,-4227005.917,-4027705.554,-4018295.585,-3790228.17,-3929646.911,-3863041.04,-3750897.284,-3791202.987,-3640842.422,-3813564.098,-3556570.478,-3667242.061,-3474387.428
219.8,-4210573.286,-4249864.383,-4037214.994,-4023149.776,-3792396.641,-3919361.596,-3884785.43,-3754617.505,-3781852.701,-3644025.499,-3840321.833,-3581378.579,-3672931.81,-3477868.917
219.7,-4235182.444,-4264586.111,-4044914.06,-4026213.487,-3796614.217,-3902889.176,-3906072.252,-3756587.033,-3772681.462,-3649496.411,-3864334.165,-3608156.208,-3683813.952,-3482603.743
219.6,-4256290.218,-4275249.416,-4053965.933,-4029655.188,-3803159.418,-3888983.111,-3924693.248,-3754995.495,-3757880.158,-3654091.977,-3888823.958,-3630079.646,-3695253.132,-3485727.137
219.5,-4275030.58,-4283107.636,-4062560.239,-4031624.717,-3815056.165,-3875833.028,-3940628.524,-3751991.467,-3746361.401,-3662885.225,-3908539.136,-3649138.315,-3702196.217,-3490123.761
219.4,-4291701.942,-4283485.626,-4074815.083,-4032858.159,-3832523.296,-3865945.597,-3954554.483,-3748589.554,-3734882.432,-3677308.54,-3929786.17,-3662686.283,-3710512.004,-3489865.136
219.3,-4306105.362,-4271509.302,-4089894.907,-4031684.399,-3853889.696,-3863140.511,-3964123.606,-3740930.277,-3725412.78,-3693502.44,-3943771.812,-3671897.31,-3717554.56,-3488034.867
219.2,-4312173.101,-4259234.564,-4103403.086,-4029933.707,-3878538.642,-3864851.415,-3969335.893,-3733469.942,-3717474.983,-3711029.254,-3953360.829,-3677209.069,-3718668.637,-3490183.444
219.1,-4320230.263,-4244890.827,-4117886.084,-4031982.813,-3903983.358,-3872630.057,-3966471.124,-3724000.29,-3711248.09,-3728575.962,-3958274.703,-3687295.442,-3714431.167,-3489765.665
219,-4317544.542,-4230606.772,-4132528.234,-4037334.36,-3936192.111,-3884865.007,-3958612.905,-3716699.109,-3708263.956,-3751394.64,-3957220.309,-3700863.304,-3709318.35,-3490481.857
218.9,-4311456.909,-4214233.823,-4144106.674,-4043342.416,-3969156.845,-3893916.88,-3945442.927,-3714590.321,-3710074.331,-3779664.336,-3953917.867,-3717693.82,-3702494.631,-3495276.366
218.8,-4303916.997,-4198875.48,-4152422.461,-4041671.301,-4006856.404,-3905475.425,-3930124.372,-3712203.013,-3714291.907,-3808530.859,-3946397.85,-3732236.5,-3690299.47,-3502736.701
218.7,-4291801.413,-4192171.126,-4165612.333,-4044158.079,-4040716.378,-3917252.808,-3913711.635,-3715883.445,-3719683.243,-3831727.527,-3939076.774,-3742601.392,-3675478.271,-3511132.064
218.6,-4276403.282,-4186998.627,-4174644.312,-4041253.522,-4073243.439,-3925827.219,-3895110.533,-3719723.031,-3729829.298,-3852457.311,-3927518.229,-3745784.468,-3653534.939,-3523565.956
218.5,-4259393.718,-4186998.627,-4178324.744,-4039383.465,-4099682.866,-3933048.824,-3881880.873,-3733350.576,-3741447.527,-3869665.817,-3913254.068,-3748728.813,-3633183.145,-3533692.117
218.4,-4239698.433,-4185407.089,-4173371.082,-4036717.639,-4123834.457,-3937505.13,-3866164.433,-3749942.361,-3753403.957,-3886934.006,-3899308.215,-3744312.295,-3614422.889,-3540495.943
218.3,-4219107.909,-4180533.003,-4165512.862,-4033057.101,-4144027.097,-3937843.332,-3850467.889,-3773218.607,-3762575.195,-3900641.128,-3886754.958,-3740572.181,-3592678.5,-3545330.24
218.2,-4200089.028,-4175837.966,-4150174.413,-4029794.448,-4157754.114,-3936092.64,-3835805.844,-3794485.535,-3770373.732,-3906390.56,-3872192.384,-3732276.288,-3567671.457,-3547936.384
218.1,-4183119.253,-4179180.196,-4139153.012,-4033256.043,-4170943.986,-3937147.034,-3823948.885,-3820288.347,-3779505.182,-3914666.558,-3855719.964,-3723681.982,-3540893.827,-3549149.932
218,-4169093.823,-4183616.608,-4126500.284,-4041412.676,-4179319.455,-3936470.631,-3813285.579,-3854406.946,-3793212.304,-3922067.21,-3840102.997,-3718071.81,-3515548.583,-3543897.856
217.9,-4153258.019,-4190281.174,-4113389.988,-4049111.742,-4178981.254,-3933367.131,-3802164.706,-3892464.601,-3808550.753,-3925031.45,-3826972.807,-3711466.927,-3492172.866,-3539501.232
217.8,-4141162.329,-4198915.269,-4095644.338,-4055517.683,-4172933.409,-3928751.671,-3792098.228,-3929706.593,-3822098.721,-3923599.066,-3807655.513,-3709119.408,-3482663.426,-3539859.328
217.7,-4132249.715,-4212602.497,-4076864.188,-4063992.623,-4162150.738,-3927398.863,-3784339.479,-3966053.346,-3834632.084,-3915223.596,-3790884.68,-3710551.793,-3474168.591,-3538466.732
217.6,-4125425.995,-4231979.473,-4058243.192,-4073760.689,-4152004.682,-3928294.103,-3776083.375,-4004508.886,-3840779.4,-3904222.089,-3775784.962,-3714490.849,-3467583.602,-3533513.069
217.5,-4122601.015,-4248909.46,-4037772.033,-4085637.542,-4137780.31,-3929706.593,-3770711.934,-4043223.051,-3850666.831,-3893638.361,-3757442.485,-3717654.031,-3471900.649,-3523605.745
217.4,-4119716.352,-4264884.524,-4015550.182,-4094470.579,-4120730.958,-3928294.103,-3770771.617,-4084225.052,-3861926.963,-3889122.371,-3739000.537,-3717654.031,-3483578.56,-3516105.621
217.3,-4120691.169,-4277756.089,-3993089.6,-4098429.53,-4102945.519,-3928313.998,-3774830.039,-4122799.957,-3868133.962,-3882278.757,-3723940.607,-3709795.812,-3505521.892,-3502696.912
217.2,-4121367.573,-4291383.634,-3977353.266,-4101075.462,-4085339.129,-3931278.237,-3781395.134,-4157177.181,-3869844.865,-3872073.019,-3709915.177,-3698078.112,-3529036.868,-3492948.741
217.1,-4125266.842,-4301032.334,-3965257.577,-4103263.827,-4066180.988,-3932272.949,-3790824.997,-4183895.128,-3875972.287,-3860633.838,-3694337.998,-3686380.307,-3559017.468,-3482862.368
217,-4125943.245,-4307159.756,-3952187.07,-4104576.846,-4051459.261,-3938499.842,-3794704.371,-4203291.999,-3882338.44,-3847881.639,-3681168.02,-3674543.242,-3591584.317,-3471323.717
216.9,-4125963.14,-4309288.438,-3942041.014,-4103900.442,-4036359.543,-3942319.533,-3793331.67,-4215546.842,-3890773.592,-3830414.508,-3663939.619,-3665431.686,-3627035.829,-3459745.277
216.8,-4125764.197,-4312153.207,-3935754.438,-4106804.999,-4024542.372,-3942060.908,-3790248.065,-4227980.734,-3892643.649,-3813464.627,-3645875.662,-3655743.198,-3655464.679,-3447470.539
216.7,-4131155.533,-4311496.697,-3936987.88,-4111042.47,-4009184.029,-3934441.419,-3784498.633,-4236018.001,-3895826.725,-3798543.957,-3622340.791,-3648243.075,-3681625.587,-3439512.848
216.6,-4132388.975,-4310482.092,-3947452.244,-4113947.027,-3995715.638,-3925489.017,-3787045.094,-4242404.048,-3897855.937,-3787204.248,-3603202.545,-3645776.19,-3702673.679,-3434678.551
216.5,-4138496.502,-4304991.285,-3959607.616,-4111858.133,-3981332.112,-3914228.885,-3788139.277,-4241588.385,-3893916.88,-3775387.077,-3591126.75,-3642334.489,-3720379.54,-3434698.446
216.4,-4151646.586,-4299739.209,-3973314.738,-4104915.048,-3971782.883,-3905674.368,-3788537.161,-4234227.521,-3886635.593,-3763331.176,-3580463.444,-3638176.596,-3732753.749,-3438080.464
216.3,-4163205.132,-4295521.633,-3991139.965,-4106427.009,-3960224.337,-3899427.58,-3796773.371,-4221455.428,-3874838.316,-3753224.909,-3574654.33,-3634834.366,-3741606.68,-3445918.789
216.2,-4174843.254,-4286370.289,-4008388.26,-4101672.289,-3952008.022,-3891191.371,-3805467.148,-4202854.326,-3863856.703,-3743297.69,-3569521.62,-3635232.25,-3748748.708,-3461655.123
216.1,-4186123.281,-4272663.167,-4026452.218,-4102289.01,-3943194.879,-3879951.133,-3815633.098,-4181985.282,-3851900.273,-3734305.499,-3565841.188,-3632307.799,-3754816.447,-3479878.234
216,-4192947.001,-4254619.103,-4042964.426,-4107899.182,-3935257.083,-3862802.309,-3824585.5,-4152143.942,-3834691.767,-3730306.76,-3564587.851,-3623932.33,-3753205.014,-3501722.095
215.9,-4198696.432,-4235082.973,-4063952.835,-4113111.469,-3926006.267,-3838869.555,-3841555.275,-4118184.497,-3816408.973,-3727103.789,-3565522.88,-3619456.129,-3746719.497,-3531066.08
215.8,-4204605.018,-4217277.64,-4088223.792,-4122541.333,-3914626.77,-3821501.895,-3857530.339,-4080584.409,-3795778.66,-3720797.319,-3570118.446,-3610444.044,-3737289.633,-3558241.593
215.7,-4205480.364,-4200347.653,-4116772.007,-4132448.657,-3905714.156,-3804034.764,-3873067.73,-4041313.205,-3772900.299,-3718370.224,-3577479.31,-3603103.074,-3723940.607,-3583646.521
215.6,-4203729.672,-4172237.111,-4139232.589,-4141142.434,-3897637.1,-3786905.834,-3889241.736,-4004548.674,-3752429.14,-3709258.668,-3587386.635,-3605550.064,-3712859.523,-3607877.689
215.5,-4202416.653,-4146374.616,-4153138.653,-4152621.403,-3892305.447,-3778430.894,-3899905.042,-3969156.845,-3731142.317,-3702196.217,-3599024.758,-3606564.67,-3700803.621,-3631810.443
215.4,-4198278.653,-4118463.016,-4166030.112,-4168178.689,-3889798.775,-3770990.453,-3910051.098,-3935535.602,-3709417.822,-3696864.565,-3614840.668,-3612194.736,-3692448.046,-3647845.19
215.3,-4194538.539,-4085717.119,-4183238.618,-4178841.994,-3887550.727,-3765181.339,-3921987.634,-3906788.444,-3692089.95,-3694536.94,-3641101.047,-3621843.436,-3679715.741,-3657792.303
215.2,-4192787.847,-4052812.068,-4195692.404,-4188470.8,-3889758.986,-3764723.772,-3937942.803,-3876807.845,-3676711.713,-3698296.949,-3669848.205,-3631909.914,-3668734.128,-3662387.87
215.1,-4186441.589,-4019648.392,-4200506.807,-4191932.395,-3891270.948,-3769120.396,-3954972.261,-3845235.707,-3669410.532,-3708462.899,-3698475.997,-3639509.509,-3666386.609,-3665809.677
215,-4176772.994,-3997346.964,-4198756.115,-4188769.213,-3896045.562,-3779664.336,-3969395.576,-3819313.53,-3665988.725,-3716062.493,-3724975.107,-3648501.7,-3666585.552,-3667242.061
214.9,-4170048.746,-3980993.91,-4189107.415,-4182084.753,-3905395.848,-3795619.506,-3977830.728,-3794067.756,-3663919.725,-3722567.905,-3755592.322,-3653793.564,-3674384.088,-3663442.264
214.8,-4155147.97,-3964441.913,-4178662.946,-4178384.427,-3915820.423,-3810838.589,-3985131.909,-3772064.741,-3664516.552,-3730366.442,-3780181.586,-3665173.061,-3687434.701,-3661273.793
214.7,-4138615.868,-3949163.147,-4162071.161,-4174564.735,-3924912.085,-3820865.279,-3985708.842,-3749942.361,-3673031.281,-3734922.22,-3800493.591,-3683077.865,-3701181.612,-3655962.035
214.6,-4117667.247,-3934401.631,-4140744.55,-4170884.303,-3943393.821,-3830832.287,-3983779.102,-3731838.615,-3684649.509,-3737011.114,-3813524.31,-3705041.092,-3711844.917,-3646930.056
214.5,-4101274.404,-3920236.942,-4120770.746,-4167482.391,-3958234.915,-3837755.478,-3984336.14,-3723821.242,-3700564.891,-3740273.767,-3827112.067,-3726646.222,-3724358.386,-3626916.464
214.4,-4093237.137,-3908459.559,-4102985.308,-4161374.863,-3975503.103,-3851203.975,-3978009.776,-3720618.271,-3716022.705,-3746580.237,-3836860.238,-3753125.438,-3737289.633,-3601352.382
214.3,-4093635.021,-3902710.128,-4088422.734,-4149080.231,-3992572.35,-3861270.454,-3971961.931,-3719265.464,-3737528.364,-3751573.688,-3844240.996,-3784816.941,-3756109.572,-3578971.377
214.2,-4095047.511,-3900521.763,-4074496.775,-4135015.013,-4016147.008,-3878936.527,-3959965.712,-3719941.867,-3759014.129,-3760585.773,-3854944.09,-3825341.48,-3772581.991,-3554322.43
214.1,-4102647.106,-3898472.658,-4055676.837,-4116553.17,-4038448.436,-3894115.822,-3942239.956,-3724239.02,-3776461.365,-3772979.876,-3864930.991,-3867477.452,-3788736.103,-3533532.964
214,-4117130.103,-3900103.984,-4040298.6,-4099284.982,-4060172.932,-3909334.905,-3925091.133,-3733668.884,-3796852.948,-3787442.979,-3873923.182,-3915681.164,-3800115.601,-3513201.064
213.9,-4130160.821,-3909135.963,-4032937.736,-4090133.637,-4076724.929,-3921510.172,-3912876.078,-3743357.372,-3814439.444,-3804353.071,-3883671.353,-3963606.356,-3806441.965,-3501045.691
213.8,-4144822.866,-3916536.615,-4033892.659,-4071830.949,-4085219.763,-3923698.537,-3896861.225,-3754935.812,-3829976.835,-3817542.944,-3890216.554,-4012566.048,-3811674.147,-3490362.492
213.7,-4162847.036,-3929567.334,-4032301.12,-4064171.672,-4095743.809,-3925449.229,-3886655.487,-3769936.059,-3832801.815,-3836800.555,-3888704.592,-4054065.404,-3810679.435,-3487358.464
213.6,-4178284.956,-3943095.408,-4030490.746,-4058064.144,-4102905.731,-3928254.315,-3880070.498,-3787960.228,-3825739.365,-3853392.34,-3883333.151,-4095524.973,-3806700.59,-3491297.52
213.5,-4193126.049,-3956424.54,-4034310.437,-4053209.953,-4104377.904,-3929328.603,-3877146.047,-3810977.849,-3813524.31,-3862981.357,-3878399.383,-4133522.946,-3806282.811,-3504765.912
213.4,-4207788.094,-3971942.037,-4046207.185,-4052095.876,-4104895.153,-3931357.814,-3878001.498,-3839744.9,-3798464.38,-3870083.596,-3872948.365,-4166626.939,-3807138.263,-3517060.544
213.3,-4215387.688,-3983202.169,-4059834.73,-4053806.779,-4106665.74,-3932372.42,-3883014.843,-3871277.25,-3786189.642,-3880547.959,-3868452.27,-4197224.259,-3813942.088,-3530528.935
213.2,-4224280.408,-3985867.995,-4072765.977,-4059476.634,-4106685.634,-3937345.977,-3889540.15,-3906330.877,-3776242.529,-3887988.4,-3866761.26,-4228179.676,-3815095.954,-3547737.441
213.1,-4240056.529,-3987320.274,-4095883.069,-4067513.902,-4110226.806,-3943155.091,-3898015.09,-3939216.034,-3764305.993,-3896264.398,-3874937.787,-4251754.335,-3810977.849,-3563911.448
213,-4246860.355,-3983560.265,-4123177.948,-4069563.007,-4110366.066,-3949859.445,-3906748.656,-3970708.595,-3756825.764,-3901934.253,-3891728.515,-4265222.726,-3806621.013,-3573599.936
212.9,-4247536.759,-3983619.948,-4147647.847,-4069344.17,-4106844.788,-3958672.587,-3921470.384,-4001166.656,-3748728.813,-3914766.029,-3910448.982,-4271966.869,-3799737.611,-3586431.712
212.8,-4244691.884,-3993586.955,-4167004.929,-4069244.699,-4108515.903,-3977293.584,-3940668.312,-4024602.055,-3742223.401,-3931616.439,-3927955.902,-4268346.12,-3787801.075,-3602526.142
212.7,-4233372.069,-4008249,-4182979.993,-4067812.315,-4109391.249,-3997466.329,-3959408.674,-4047102.425,-3736195.451,-3945741.34,-3950177.753,-4255554.132,-3776640.413,-3623713.493
212.6,-4217595.948,-4027088.833,-4204028.085,-4068031.151,-4114225.546,-4017738.546,-3980158.352,-4069523.218,-3732335.971,-3957299.886,-3972081.296,-4238186.472,-3765300.704,-3648382.334
212.5,-4199750.826,-4048554.704,-4219625.159,-4075113.496,-4123834.457,-4040000.186,-4008905.51,-4089875.012,-3732654.278,-3966829.22,-3993010.023,-4214790.862,-3756945.129,-3675697.107
212.4,-4179080.725,-4069105.44,-4230686.349,-4085975.744,-4138715.339,-4058820.125,-4044675.329,-4104815.577,-3741447.527,-3972359.815,-4007532.808,-4185566.243,-3745446.266,-3705021.197
212.3,-4160340.363,-4089337.868,-4235341.598,-4101990.596,-4156858.874,-4076764.717,-4080743.562,-4116155.286,-3754776.658,-3978069.458,-4019190.825,-4153576.326,-3735538.941,-3736314.816
212.2,-4148582.875,-4113688.402,-4236853.559,-4124769.486,-4185904.444,-4099643.078,-4117866.189,-4127733.726,-3770194.684,-3986066.938,-4031783.87,-4117368.834,-3730406.231,-3769160.184
212.1,-4134915.542,-4137203.378,-4238624.145,-4148184.991,-4217337.323,-4128012.245,-4154571.037,-4138019.041,-3789193.671,-3997167.916,-4050225.819,-4078376.149,-3729431.414,-3796236.227
212,-4125246.947,-4164339.103,-4241031.347,-4165512.862,-4253703.969,-4166109.689,-4182343.378,-4144206.145,-3817781.674,-4009223.817,-4070219.516,-4047361.05,-3730883.692,-3821104.01
211.9,-4119955.083,-4196388.702,-4244492.942,-4189266.569,-4293930.095,-4201740.249,-4205639.517,-4147568.27,-3854347.263,-4025338.141,-4088382.945,-4021100.671,-3731997.769,-3847961.216
211.8,-4119179.208,-4228338.83,-4240752.827,-4218152.986,-4337498.452,-4236555.146,-4220202.091,-4147448.904,-3891091.9,-4044914.06,-4103741.288,-3999873.531,-3725651.511,-3872610.163
211.7,-4125684.62,-4258697.42,-4239539.28,-4242205.106,-4377028.28,-4270852.792,-4231880.002,-4147608.058,-3926981.084,-4057387.74,-4114603.536,-3982645.131,-3712740.157,-3899188.85
211.6,-4135333.32,-4295064.066,-4241866.904,-4265222.726,-4410709.206,-4303897.103,-4240394.731,-4141102.646,-3966451.23,-4072885.343,-4126082.505,-3969097.162,-3696367.209,-3922564.566
211.5,-4143251.223,-4341059.518,-4241170.606,-4289513.577,-4438620.806,-4330674.732,-4245487.653,-4131354.475,-4005543.386,-4087109.715,-4133562.734,-3958115.549,-3675279.329,-3948705.58
211.4,-4156580.354,-4383971.365,-4233411.858,-4306602.718,-4460245.83,-4356696.38,-4251654.864,-4125923.351,-4038010.763,-4099762.443,-4136268.349,-3957061.155,-3662984.697,-3975821.411
211.3,-4180771.734,-4431001.317,-4224737.975,-4330754.309,-4486068.536,-4389422.383,-4266515.851,-4124490.967,-4058263.086,-4112733.479,-4130001.668,-3959010.789,-3654529.65,-4015072.72
211.2,-4207330.527,-4470491.357,-4219068.12,-4351901.872,-4502978.629,-4413195.984,-4273458.936,-4119258.785,-4076366.832,-4114563.748,-4120193.814,-3966928.692,-3653475.256,-4053846.568
211.1,-4238544.568,-4503973.34,-4220202.091,-4375158.223,-4507216.099,-4427360.674,-4282550.598,-4119338.362,-4099881.808,-4118841.006,-4111460.248,-3980993.91,-3654549.544,-4092819.358
211,-4268863.37,-4532959.229,-4223902.417,-4400284.631,-4503257.148,-4434443.018,-4292418.134,-4124272.13,-4126221.764,-4126480.389,-4103542.346,-4002618.934,-3655285.631,-4127296.053
210.9,-4295919.518,-4554902.561,-4229631.955,-4416239.801,-4488893.517,-4437884.719,-4299778.998,-4129683.36,-4152223.519,-4134637.022,-4097375.136,-4022911.045,-3662129.245,-4157296.547
210.8,-4328327.213,-4568390.846,-4249088.508,-4428295.702,-4467805.636,-4439496.152,-4301867.892,-4136009.724,-4172794.149,-4139371.848,-4096619.155,-4050444.655,-3663123.956,-4187078.204
210.7,-4365290.686,-4578815.421,-4273339.571,-4436551.806,-4447334.477,-4436651.277,-4298804.181,-4145499.27,-4189226.78,-4141898.415,-4100498.529,-4081161.341,-3671956.993,-4210314.661
210.6,-4391531.171,-4593099.476,-4291960.567,-4433925.768,-4418408.272,-4435736.143,-4299958.046,-4156142.681,-4208723.122,-4143291.011,-4109709.556,-4105173.673,-3685405.49,-4224618.61
210.5,-4414886.993,-4609114.328,-4316092.264,-4428454.856,-4388865.345,-4431558.355,-4301111.911,-4166825.881,-4226508.561,-4147349.433,-4118224.285,-4133503.051,-3697739.911,-4243080.452
210.4,-4441843.671,-4619936.788,-4347365.988,-4420536.954,-4359640.726,-4421849.973,-4305428.958,-4176772.994,-4241488.914,-4146513.876,-4126997.639,-4158072.421,-3704185.64,-4261960.073
210.3,-4464065.522,-4627974.055,-4381623.846,-4413693.34,-4330674.732,-4404243.582,-4314998.081,-4186541.06,-4250779.518,-4147070.914,-4141520.425,-4177290.244,-3718032.022,-4275945.714
210.2,-4482109.585,-4633624.016,-4418666.896,-4407207.822,-4299938.152,-4382678.24,-4333300.77,-4201919.297,-4257424.189,-4150134.625,-4154232.836,-4186202.858,-3736991.22,-4292955.278
210.1,-4501784.975,-4640487.524,-4447055.958,-4401995.535,-4274374.07,-4365887.513,-4355900.611,-4220977.966,-4269599.456,-4156620.143,-4165174.66,-4189644.559,-3756427.879,-4306503.247
210,-4523927.25,-4640586.995,-4475425.125,-4396703.67,-4253942.7,-4347803.661,-4382061.519,-4240215.683,-4282291.973,-4169611.073,-4179160.302,-4187734.713,-3780619.259,-4322378.839
209.9,-4548317.572,-4641163.928,-4506818.215,-4396166.526,-4239002.135,-4340263.749,-4406889.514,-4267391.197,-4289891.567,-4187714.819,-4190559.694,-4180831.417,-3811156.897,-4333161.51
209.8,-4573642.922,-4643332.398,-4539066.756,-4399727.593,-4234008.685,-4341079.412,-4433547.778,-4297152.96,-4306642.506,-4203888.825,-4205360.998,-4174743.783,-3845215.813,-4344461.431
209.7,-4588842.111,-4637364.13,-4572528.846,-4408122.956,-4238564.462,-4351026.526,-4455670.158,-4319136.08,-4325482.339,-4221395.745,-4217337.323,-4163503.545,-3873943.076,-4349733.401
209.6,-4608318.559,-4634041.794,-4598988.167,-4423600.665,-4247477.076,-4366762.859,-4471147.866,-4341377.826,-4355244.102,-4241687.856,-4229234.07,-4154789.874,-3897040.273,-4348877.949
209.5,-4632410.468,-4638716.938,-4621329.384,-4448647.496,-4267868.658,-4382499.192,-4485491.604,-4364375.552,-4378022.991,-4263750.553,-4237370.809,-4141659.684,-3918486.25,-4349017.209
209.4,-4652861.733,-4643690.494,-4633405.179,-4466711.454,-4295143.643,-4409435.975,-4495538.188,-4384150.413,-4402552.573,-4278134.079,-4245527.442,-4128469.812,-3942995.937,-4343267.777
