WL,Beta25 ME,Beta30 ME,Beta35 ME,Beta40 ME,Beta45 ME,Beta50 ME,Beta55 ME,Beta60 ME,Beta65 ME,Beta70 ME,Beta75 ME,Beta80 ME,Beta85 ME,Beta90 ME
223,-6308140.968,-6221620.977,-6125511.968,-5551324.798,-5399730.79,-5088207.095,-4566441.212,-4704546.934,-4533794.786,-4406809.937,-4417891.022,-4241608.279,-4126838.486,-4014913.566
222.9,-6359527.756,-6271814.11,-6153781.664,-5576988.35,-5435062.937,-5107643.754,-4601077.061,-4720820.411,-4543145.073,-4418726.579,-4428972.106,-4282769.434,-4118104.92,-4001604.329
222.8,-6416465.033,-6316934.217,-6171388.054,-5603746.085,-5463253.056,-5125787.289,-4643153.35,-4738804.792,-4556693.041,-4430185.654,-4437148.633,-4326278.108,-4102766.471,-3986783.13
222.7,-6466558.695,-6361954.852,-6190426.829,-5630742.55,-5486907.292,-5144885.747,-4690461.821,-4747100.685,-4571792.759,-4442181.872,-4440272.027,-4365549.311,-4089894.907,-3974786.911
222.6,-6517826.117,-6401285.738,-6202064.952,-5662911.515,-5501171.452,-5164362.195,-4745509.146,-4761046.537,-4587290.362,-4452308.034,-4441963.036,-4397260.709,-4075332.333,-3965834.509
222.5,-6567303.059,-6434847.298,-6208908.566,-5694881.537,-5506025.643,-5180536.201,-4798845.568,-4774375.669,-4598709.648,-4464960.762,-4448110.352,-4429608.721,-4065623.95,-3954813.108
222.4,-6612065.069,-6464449.907,-6219054.621,-5726990.819,-5510879.835,-5194442.265,-4851903.471,-4784939.504,-4609651.472,-4478568.413,-4454436.716,-4458634.398,-4058402.346,-3944229.379
222.3,-6659194.492,-6487149.22,-6228862.475,-5763019.263,-5515952.863,-5211352.358,-4904364.546,-4791763.223,-4619558.797,-4489689.286,-4462334.724,-4482368.21,-4061824.153,-3942558.264
222.2,-6703479.041,-6506207.889,-6232602.59,-5794034.363,-5521364.092,-5222831.327,-4953821.594,-4798567.049,-4630381.257,-4500750.476,-4475305.76,-4497428.14,-4067931.68,-3944468.11
222.1,-6740900.081,-6525863.385,-6229280.254,-5815460.445,-5525084.313,-5234608.709,-5000274.613,-4808772.787,-4644128.167,-4514159.184,-4487023.459,-4508887.214,-4072049.785,-3956285.28
222,-6776868.843,-6539590.401,-6221044.044,-5838040.392,-5527332.36,-5246087.678,-5037775.23,-4818381.699,-4659247.78,-4528960.489,-4496990.467,-4517282.578,-4070816.343,-3976239.19
221.9,-6807406.481,-6555048.216,-6207137.98,-5857974.407,-5529679.879,-5263296.184,-5074917.752,-4829283.735,-4681012.064,-4552893.244,-4509782.455,-4523310.529,-4070219.516,-3999435.858
221.8,-6825748.958,-6565333.531,-6196534.357,-5877709.48,-5534335.128,-5280962.257,-5107484.601,-4838634.021,-4704725.982,-4572031.49,-4519908.616,-4517342.261,-4070498.036,-4025855.391
221.7,-6839456.08,-6579677.268,-6181116.331,-5895574.496,-5535787.406,-5294848.427,-5135575.249,-4852420.72,-4725973.016,-4592542.438,-4531248.325,-4507395.147,-4072467.564,-4055338.635
221.6,-6849164.463,-6593782.275,-6170612.179,-5913976.655,-5537239.685,-5305233.214,-5162253.407,-4863263.074,-4749189.578,-4616853.183,-4544418.303,-4494125.698,-4074158.573,-4085120.292
221.5,-6851790.5,-6600804.937,-6162455.546,-5930886.748,-5538214.502,-5320909.864,-5180814.72,-4871658.438,-4778493.774,-4643690.494,-4559259.396,-4480776.672,-4085339.129,-4109729.451
221.4,-6854058.442,-6603749.282,-6164604.123,-5940316.612,-5540243.713,-5336685.986,-5193049.669,-4882819.099,-4807957.124,-4672576.911,-4572946.624,-4464065.522,-4098270.376,-4131573.311
221.3,-6853441.721,-6611070.358,-6172263.4,-5944653.553,-5545038.222,-5352581.473,-5204667.898,-4895332.567,-4832327.552,-4697424.801,-4584007.814,-4445842.41,-4110187.018,-4154809.768
221.2,-6847572.924,-6622509.538,-6186527.561,-5940276.823,-5548082.039,-5370705.114,-5212347.069,-4901121.787,-4854370.355,-4713121.345,-4591686.986,-4429111.365,-4126062.611,-4183556.926
221.1,-6841724.022,-6632536.228,-6195877.847,-5937969.093,-5552120.567,-5384511.707,-5215550.04,-4907368.575,-4872891.88,-4731364.351,-4600181.821,-4417632.397,-4143907.732,-4212045.458
221,-6846598.107,-6643975.409,-6208073.008,-5934129.507,-5563082.285,-5397104.752,-5222294.183,-4916858.121,-4887912.021,-4744514.435,-4609611.684,-4408043.379,-4151945,-4238246.155
220.9,-6846797.05,-6660447.828,-6223908.813,-5933930.565,-5575953.85,-5411567.855,-5217062.001,-4925273.379,-4901857.874,-4749885.876,-4614048.097,-4405059.245,-4158112.21,-4261761.131
220.8,-6846558.319,-6684400.477,-6237834.771,-5930270.027,-5590894.414,-5425374.448,-5217181.366,-4933012.233,-4917633.996,-4756988.115,-4611143.539,-4399270.025,-4158907.979,-4286290.712
220.7,-6848368.694,-6704672.694,-6244678.385,-5928340.287,-5599528.509,-5431442.188,-5217877.664,-4933549.377,-4934981.761,-4758878.067,-4604280.031,-4398613.516,-4160300.575,-4308990.025
220.6,-6848527.847,-6725342.796,-6252835.018,-5929036.585,-5602532.537,-5435162.408,-5221856.51,-4936553.405,-4952826.882,-4762021.355,-4586375.227,-4408898.831,-4155346.912,-4321881.484
220.5,-6850576.953,-6739766.11,-6260673.344,-5930468.969,-5601219.518,-5439837.551,-5228700.124,-4940870.452,-4969378.879,-4761404.633,-4568092.433,-4427241.308,-4153198.336,-4330913.463
220.4,-6850338.222,-6753612.492,-6270063.419,-5936317.872,-5602333.595,-5441846.868,-5237871.362,-4947773.749,-4987562.202,-4763354.268,-4553430.388,-4443196.478,-4154491.461,-4331291.453
220.3,-6845881.915,-6767816.97,-6287331.607,-5941629.63,-5606232.863,-5442006.022,-5247122.178,-4953244.661,-4995679.047,-4763413.95,-4533436.69,-4456485.821,-4158350.941,-4328685.309
220.2,-6853879.394,-6781762.823,-6303346.46,-5953208.07,-5605974.238,-5440732.791,-5258282.839,-4961938.438,-5004989.545,-4762379.451,-4517779.934,-4468143.838,-4164836.458,-4323174.608
220.1,-6868262.92,-6794833.33,-6327577.628,-5967253.394,-5602910.527,-5428099.958,-5259675.435,-4967190.514,-5012290.726,-4770794.708,-4503475.985,-4477752.75,-4176275.639,-4312272.572
220,-6877195.428,-6807625.317,-6355230.603,-5985118.41,-5602074.97,-5410274.73,-5262301.473,-4968443.85,-5023829.377,-4777459.274,-4495577.977,-4485451.815,-4193623.404,-4302643.767
219.9,-6886983.387,-6820576.459,-6378626.213,-6004535.175,-5598474.115,-5391753.205,-5264350.578,-4968503.533,-5034035.116,-4779946.053,-4493668.131,-4484377.527,-4215308.111,-4300256.459
219.8,-6899457.068,-6840152.378,-6398878.536,-6024608.45,-5593858.654,-5368854.951,-5269920.961,-4968105.649,-5040381.374,-4783188.812,-4495916.179,-4481671.912,-4229910.474,-4299878.469
219.7,-6909404.181,-6864144.815,-6415191.802,-6041856.744,-5591431.558,-5349796.281,-5278077.594,-4970851.052,-5046409.325,-4788162.368,-4500730.581,-4482427.893,-4244174.634,-4303976.68
219.6,-6920564.842,-6888873.339,-6428222.521,-6073647.719,-5582638.31,-5330160.68,-5284662.583,-4969279.408,-5049075.151,-4797452.972,-4515392.627,-4482447.787,-4248352.422,-4306980.708
219.5,-6931148.571,-6920027.698,-6443441.604,-6098495.608,-5577266.869,-5315697.577,-5299603.148,-4977018.262,-5050626.901,-4808036.701,-4536540.189,-4481094.98,-4251018.248,-4316848.244
219.4,-6940160.655,-6950983.115,-6457665.976,-6121712.17,-5571119.553,-5300180.08,-5305631.098,-4987104.635,-5052775.477,-4813885.603,-4557170.503,-4479583.019,-4260965.362,-4332624.366
219.3,-6959597.315,-6980008.791,-6468727.166,-6146062.704,-5567339.65,-5275650.499,-5312653.76,-5001846.257,-5051343.093,-4826617.909,-4588543.698,-4470610.722,-4275746.772,-4349037.103
219.2,-6975870.792,-7004220.065,-6490511.344,-6169617.468,-5570363.572,-5261306.761,-5313588.789,-5012111.678,-5049274.093,-4837519.945,-4622343.989,-4462294.936,-4286131.558,-4368175.349
219.1,-6984186.579,-7022602.331,-6512355.205,-6185234.436,-5577624.965,-5255139.551,-5309749.203,-5023391.704,-5049970.391,-4847447.164,-4662391.067,-4458395.667,-4302603.978,-4388726.085
219,-6992621.731,-7040347.981,-6538317.171,-6199259.866,-5593520.452,-5253866.32,-5304656.281,-5032165.058,-5045872.181,-4850709.817,-4703492.54,-4446479.025,-4316151.946,-4409933.331
218.9,-7001633.816,-7061694.486,-6568417.136,-6211773.334,-5614051.294,-5258839.877,-5295385.571,-5039167.826,-5036860.096,-4846034.674,-4741629.772,-4436233.499,-4328347.107,-4438322.392
218.8,-7006667.055,-7084413.693,-6595353.919,-6226017.601,-5635676.319,-5268031.01,-5286254.121,-5043305.825,-5023431.493,-4844244.193,-4780324.043,-4427181.625,-4343347.354,-4464722.031
218.7,-7014008.025,-7102616.91,-6615287.934,-6242569.597,-5663070.669,-5271035.038,-5274715.47,-5048717.055,-5006959.073,-4844602.289,-4823574.092,-4424555.588,-4352876.689,-4484218.373
218.6,-7017429.832,-7116622.446,-6635560.151,-6258166.671,-5693190.528,-5286214.333,-5268966.038,-5046170.594,-4983861.876,-4838395.291,-4862467.305,-4428315.596,-4358387.39,-4507514.513
218.5,-7016355.543,-7127166.386,-6656648.031,-6270660.245,-5727329.021,-5307361.896,-5255915.426,-5045494.19,-4957641.285,-4829602.043,-4894974.471,-4435278.576,-4370164.772,-4531884.94
218.4,-7026063.926,-7132020.577,-6675647.018,-6274738.562,-5761885.293,-5328807.872,-5252215.1,-5041336.297,-4940671.51,-4819436.093,-4919742.784,-4445364.949,-4383573.481,-4546129.207
218.3,-7039233.904,-7131980.789,-6689592.87,-6278001.215,-5799246.65,-5352183.589,-5248216.36,-5035507.289,-4919066.38,-4806345.692,-4938920.818,-4460922.234,-4395768.642,-4549889.216
218.2,-7048663.768,-7127305.646,-6706900.848,-6276489.254,-5839134.575,-5380254.342,-5247400.697,-5032264.53,-4896108.442,-4796816.357,-4951076.191,-4483522.075,-4406332.476,-4545432.909
218.1,-7057059.131,-7113220.533,-6722298.979,-6273684.168,-5883140.604,-5411209.759,-5247042.601,-5030115.953,-4876472.841,-4788301.628,-4962415.9,-4509225.416,-4424913.684,-4535446.007
218,-7060441.15,-7093445.672,-6740502.197,-6261150.805,-5931045.902,-5439061.676,-5243958.996,-5028365.261,-4860955.344,-4783427.542,-4969955.812,-4529219.114,-4450935.332,-4516645.963
217.9,-7062908.034,-7067145.504,-6755880.434,-6242549.703,-5975768.123,-5463770.306,-5239184.381,-5022536.253,-4846790.654,-4778354.515,-4970055.283,-4549212.812,-4477016.663,-4488813.94
217.8,-7066071.216,-7043769.788,-6772054.44,-6228245.754,-6016451.817,-5487802.532,-5232778.44,-5015752.321,-4839628.733,-4777300.121,-4973198.571,-4569325.875,-4507076.84,-4457580.004
217.7,-7069433.34,-7023835.773,-6789800.09,-6212211.007,-6052858.252,-5503419.5,-5229217.374,-5003875.468,-4839947.04,-4784024.369,-4973874.974,-4589896.505,-4529736.364,-4421173.569
217.6,-7064439.889,-7009372.67,-6804183.616,-6194664.299,-6090577.706,-5525084.313,-5230371.239,-4993550.364,-4844164.616,-4789913.06,-4968881.523,-4609552.001,-4552375.994,-4388188.941
217.5,-7064539.36,-6999644.393,-6808998.019,-6181554.004,-6125213.554,-5541516.944,-5238547.766,-4984219.972,-4846472.347,-4799422.501,-4958616.102,-4623497.854,-4570996.99,-4362684.543
217.4,-7073949.33,-6998430.845,-6811584.268,-6174073.775,-6155054.894,-5552677.605,-5250623.561,-4978510.329,-4847208.433,-4813507.613,-4946003.163,-4634897.246,-4585838.083,-4331152.193
217.3,-7082404.376,-6997734.547,-6807645.212,-6163748.671,-6175167.957,-5559640.584,-5269463.394,-4984757.116,-4848601.029,-4834814.33,-4936115.732,-4643491.552,-4597854.196,-4298207.354
217.2,-7091714.874,-6997834.018,-6797916.935,-6154597.327,-6184717.186,-5560794.449,-5295843.139,-4989213.423,-4855623.691,-4857215.229,-4922746.812,-4649698.551,-4597595.571,-4268843.475
217.1,-7106098.4,-6997456.028,-6788924.744,-6137985.648,-6187860.474,-5563062.391,-5321665.845,-5002045.199,-4864675.564,-4881844.282,-4911347.42,-4652483.742,-4602211.032,-4248213.162
217,-7112345.187,-6990691.991,-6778321.121,-6122249.314,-6189272.964,-5564315.728,-5342674.148,-5014300.043,-4878303.109,-4908761.17,-4898515.644,-4656522.271,-4613152.856,-4232098.839
216.9,-7114056.091,-6985599.069,-6764355.374,-6112799.557,-6192078.05,-5561331.594,-5367840.345,-5034830.885,-4890259.54,-4935260.28,-4891015.52,-4658869.789,-4617012.336,-4216780.284
216.8,-7100906.007,-6979173.234,-6747823.272,-6102056.674,-6196176.261,-5567657.958,-5395354.06,-5058226.495,-4906075.45,-4956009.959,-4882102.907,-4668995.951,-4611581.212,-4204047.979
216.7,-7082663.001,-6977163.917,-6725084.171,-6096625.55,-6200135.212,-5575496.283,-5420341.209,-5085402.009,-4919981.514,-4979783.56,-4880650.628,-4680713.65,-4602091.666,-4197821.086
216.6,-7069711.859,-6978277.994,-6703737.666,-6097441.214,-6206262.634,-5586676.838,-5445586.983,-5115064.301,-4926626.186,-5004711.026,-4875478.129,-4687597.053,-4592602.12,-4195493.462
216.5,-7055845.583,-6989040.77,-6684221.429,-6100703.867,-6206640.624,-5596902.471,-5467152.324,-5154992.014,-4936812.03,-5031329.501,-4868952.823,-4697026.916,-4577343.248,-4199750.826
216.4,-7042257.827,-7009690.978,-6661721.059,-6118728.036,-6203437.653,-5599807.028,-5495282.761,-5194720.785,-4948052.268,-5061111.158,-4868395.785,-4707590.75,-4564789.991,-4204047.979
216.3,-7032847.857,-7028013.56,-6637947.458,-6137727.023,-6199757.221,-5607346.94,-5518181.016,-5237771.891,-4950757.883,-5081065.068,-4869092.082,-4717597.546,-4550227.417,-4218431.505
216.2,-7026561.282,-7047509.902,-6619028.048,-6159550.989,-6197290.337,-5622327.292,-5548957.385,-5279768.604,-4947057.557,-5093797.373,-4868893.14,-4720840.305,-4542448.775,-4238445.097
216.1,-7026819.907,-7065315.235,-6601779.754,-6183603.109,-6193987.896,-5634462.771,-5578400.84,-5328569.142,-4940930.135,-5105654.332,-4865809.535,-4715826.96,-4538091.939,-4255812.757
216,-7035752.414,-7077112.512,-6581527.431,-6210559.787,-6186746.397,-5652566.517,-5609276.68,-5378364.391,-4937647.588,-5109533.706,-4860378.411,-4724003.487,-4539285.593,-4266655.111
215.9,-7041084.067,-7087915.077,-6565074.906,-6235745.878,-6178331.139,-5669178.196,-5637148.491,-5428179.534,-4930167.358,-5109294.975,-4863203.391,-4726908.044,-4532342.508,-4279327.733
215.8,-7040805.548,-7094340.912,-6558251.186,-6253352.268,-6163649.2,-5689152,-5659549.391,-5480043.783,-4926307.878,-5103983.217,-4864635.776,-4729991.65,-4530571.921,-4293392.951
215.7,-7037980.568,-7100806.536,-6556878.484,-6274420.254,-6152408.962,-5714338.091,-5681552.405,-5531748.878,-4928715.08,-5093538.748,-4863561.487,-4734428.062,-4533754.998,-4311874.688
215.6,-7033146.271,-7104785.381,-6557256.475,-6291728.231,-6141825.233,-5742647.575,-5693289.999,-5574203.158,-4930047.993,-5081462.952,-4867321.496,-4736556.744,-4538867.814,-4334156.222
215.5,-7036369.136,-7108207.188,-6560917.012,-6318406.389,-6132116.851,-5771633.464,-5693827.143,-5612439.862,-4933728.425,-5073246.636,-4872991.351,-4734050.072,-4543920.948,-4357054.476
215.4,-7038676.866,-7115150.273,-6568118.722,-6342020.836,-6133151.351,-5804100.842,-5691459.73,-5649681.854,-4940532.25,-5061349.889,-4880849.57,-4729872.284,-4551082.869,-4383891.788
215.3,-7052085.575,-7129334.857,-6577926.576,-6361855.38,-6125551.756,-5830142.384,-5690823.115,-5679742.031,-4951613.335,-5049632.189,-4883276.666,-4714374.682,-4554345.522,-4409853.754
215.2,-7062350.996,-7146603.045,-6590678.775,-6371882.071,-6111765.057,-5851687.832,-5686545.856,-5706459.977,-4964504.794,-5036342.846,-4876273.898,-4690680.658,-4568012.856,-4431697.615
215.1,-7078823.415,-7165641.82,-6604604.734,-6388075.971,-6088309.764,-5865096.541,-5682547.117,-5727169.867,-4968284.697,-5025401.021,-4871141.188,-4662271.702,-4584485.276,-4455232.485
215,-7097165.892,-7181417.942,-6624996.316,-6400489.969,-6057632.866,-5875163.019,-5675405.089,-5744040.171,-4976341.858,-5016886.292,-4861174.18,-4628809.613,-4601455.051,-4471943.635
214.9,-7108406.13,-7184939.22,-6644293.716,-6404528.497,-6018301.98,-5886005.373,-5667566.764,-5755996.601,-4990426.971,-5005506.795,-4859761.69,-4603802.57,-4619081.336,-4490982.41
214.8,-7116721.917,-7176862.164,-6657622.848,-6410894.649,-5977538.71,-5895176.611,-5655232.343,-5757110.678,-4997330.268,-4989472.048,-4850888.865,-4582058.18,-4645819.177,-4517879.405
214.7,-7127584.165,-7162279.696,-6669619.067,-6416465.033,-5938088.458,-5908048.176,-5629131.118,-5753788.342,-5004213.67,-4973735.715,-4844562.501,-4562760.78,-4673133.95,-4547064.235
214.6,-7128379.934,-7141490.229,-6679864.594,-6421796.685,-5901124.985,-5914832.107,-5602811.056,-5750704.737,-5007018.756,-4962415.9,-4835232.109,-4549411.754,-4701582.694,-4575095.201
214.5,-7126649.136,-7127425.011,-6682450.843,-6431684.116,-5864440.031,-5906098.542,-5575953.85,-5742826.623,-5012449.88,-4950698.2,-4825324.784,-4547302.966,-4723545.92,-4593656.514
214.4,-7124938.233,-7110932.697,-6683942.91,-6434688.144,-5826461.952,-5895932.592,-5550151.038,-5725976.213,-5016886.292,-4944093.317,-4824310.178,-4557628.07,-4744414.964,-4606329.137
214.3,-7124838.761,-7098777.325,-6688240.063,-6431067.395,-5791686.844,-5880554.355,-5519036.468,-5703634.997,-5024883.771,-4948947.508,-4830119.292,-4569266.192,-4758778.596,-4623239.229
214.2,-7131045.76,-7089606.086,-6694069.071,-6429615.116,-5761865.398,-5860401.503,-5496138.213,-5675166.359,-5040321.691,-4958815.045,-4837679.099,-4574359.114,-4783566.802,-4631773.853
214.1,-7139182.499,-7088213.49,-6694088.966,-6430351.203,-5734431.26,-5836866.633,-5473916.362,-5644191.048,-5060016.976,-4973019.523,-4860676.825,-4591826.245,-4803540.606,-4644068.485
214,-7150084.535,-7083518.453,-6693611.504,-6429077.972,-5710796.918,-5809591.648,-5458000.98,-5610569.805,-5084805.182,-4987422.943,-4891930.655,-4610208.511,-4825523.726,-4654831.261
213.9,-7160091.331,-7078007.752,-6692537.216,-6421299.33,-5697726.412,-5789856.575,-5444711.637,-5583473.868,-5102610.515,-4991759.884,-4918966.909,-4629645.17,-4849635.529,-4663405.673
213.8,-7174395.28,-7076257.06,-6697490.878,-6409163.851,-5685073.683,-5765147.946,-5440812.368,-5560476.142,-5122902.626,-4997489.421,-4943158.288,-4652941.31,-4874722.149,-4666807.586
213.7,-7189992.354,-7074367.108,-6696496.167,-6402479.391,-5668382.427,-5749471.295,-5443677.137,-5543824.674,-5143154.949,-5004750.814,-4961799.179,-4686761.495,-4891950.549,-4673054.373
213.6,-7205251.226,-7064400.101,-6710382.337,-6395894.402,-5663309.399,-5743463.239,-5453942.558,-5528983.581,-5164481.56,-5002144.67,-4986468.02,-4737133.677,-4911745.304,-4675600.834
213.5,-7220569.78,-7054771.295,-6729620.055,-6391676.826,-5665298.822,-5744656.892,-5462616.441,-5508711.364,-5181749.749,-4998205.614,-5029359.972,-4775350.486,-4917454.947,-4691655.475
213.4,-7232983.778,-7042257.827,-6748081.897,-6382823.895,-5676399.801,-5753668.977,-5470216.035,-5495899.482,-5205125.465,-4998722.863,-5068312.868,-4813288.777,-4931619.637,-4709440.913
213.3,-7245139.15,-7029445.945,-6767339.508,-6383002.943,-5707713.313,-5764551.119,-5482331.619,-5484838.292,-5230311.556,-4995480.104,-5111284.398,-4840762.704,-4946878.509,-4736397.591
213.2,-7262128.82,-7022681.908,-6789262.946,-6383798.712,-5742786.835,-5779650.837,-5488797.243,-5481078.283,-5259556.069,-5002403.295,-5156762.6,-4866804.246,-4959988.804,-4758440.394
213.1,-7281286.96,-7021010.793,-6820675.93,-6390363.807,-5784823.336,-5792661.661,-5495939.27,-5487086.34,-5295763.562,-5008212.41,-5208626.849,-4880173.167,-4970672.004,-4773679.371
213,-7292944.977,-7028491.022,-6848706.895,-6393188.787,-5829664.923,-5806527.937,-5517245.987,-5501111.769,-5335213.813,-5014319.937,-5257148.868,-4888926.626,-4985831.405,-4784064.158
212.9,-7317076.674,-7036747.126,-6876578.707,-6400310.921,-5866150.935,-5817768.175,-5536941.272,-5521344.198,-5379836.564,-5018577.302,-5304278.291,-4890438.588,-4994047.72,-4793812.329
212.8,-7341705.726,-7033166.165,-6909026.191,-6408268.611,-5909520.349,-5847410.573,-5551165.644,-5547982.567,-5417973.796,-5028245.896,-5342733.831,-4886101.646,-5005566.477,-4812333.854
212.7,-7368085.471,-7031693.992,-6944497.597,-6420085.782,-5955854.003,-5882106.104,-5559660.478,-5583712.599,-5450699.799,-5035527.183,-5379577.939,-4878382.686,-5013106.389,-4837301.108
212.6,-7390386.899,-7017111.524,-6985917.377,-6433613.856,-6004853.483,-5912743.213,-5561053.074,-5622367.081,-5484758.715,-5043007.412,-5402953.655,-4874742.043,-5033458.183,-4858030.892
212.5,-7412549.068,-6997436.134,-7018524.014,-6448992.093,-6058189.905,-5949527.638,-5557432.325,-5670789.629,-5507060.143,-5046827.103,-5422072.007,-4873249.976,-5061230.524,-4888230.328
212.4,-7435865.101,-6978655.984,-7047848.104,-6472825.377,-6107368.433,-5990290.909,-5554846.076,-5714735.975,-5521264.621,-5058942.688,-5421833.276,-4861810.795,-5088386.143,-4915564.996
212.3,-7462602.942,-6968728.765,-7084811.577,-6497036.651,-6155731.298,-6031969.314,-5551881.836,-5750048.228,-5544918.857,-5071316.897,-5417993.69,-4855842.527,-5110727.36,-4939278.914
212.2,-7480408.275,-6968171.726,-7118333.349,-6530419.163,-6197330.126,-6060457.846,-5554865.97,-5782853.807,-5568632.775,-5096682.036,-5418093.162,-4851445.903,-5135933.345,-4952727.411
212.1,-7482099.284,-6978974.292,-7149925.381,-6570326.982,-6237218.05,-6076552.276,-5558765.238,-5799127.285,-5592605.318,-5122027.28,-5422072.007,-4856558.72,-5154395.187,-4957502.026
212,-7496741.435,-6995566.077,-7180980.269,-6604186.955,-6271595.274,-6089025.956,-5557114.017,-5810765.407,-5611663.987,-5154594.129,-5437251.302,-4860975.238,-5165078.387,-4961500.765
211.9,-7508837.125,-7022662.013,-7210761.926,-6639240.583,-6310229.862,-6097500.896,-5557213.489,-5826760.366,-5638163.097,-5197983.438,-5449307.203,-4862964.661,-5171822.53,-4964266.063
211.8,-7525050.919,-7056840.295,-7233202.614,-6674592.624,-6350575.354,-6107229.173,-5567160.602,-5839830.873,-5668541.581,-5240139.304,-5460388.287,-4877129.35,-5185947.431,-4959789.862
211.7,-7543194.454,-7091893.922,-7259661.936,-6704632.906,-6380993.626,-6117932.267,-5575257.552,-5844088.237,-5685033.895,-5276943.623,-5479049.072,-4910074.189,-5197127.986,-4949086.768
211.6,-7561755.768,-7121456.743,-7282241.883,-6727511.267,-6414376.139,-6130306.476,-5591391.77,-5840944.949,-5708747.813,-5316214.827,-5493910.059,-4944093.317,-5205642.715,-4940452.673
211.5,-7582306.504,-7159494.504,-7302374.84,-6746589.83,-6444197.585,-6141427.349,-5618030.14,-5830838.682,-5728164.578,-5351407.714,-5491065.185,-4992197.557,-5218514.28,-4927998.888
211.4,-7609462.123,-7197134.381,-7319802.183,-6765549.028,-6462559.956,-6158695.538,-5652427.257,-5810884.773,-5748576.055,-5390241.244,-5487205.705,-5038968.884,-5225696.095,-4928675.291
211.3,-7633733.08,-7241538.295,-7344968.38,-6786577.225,-6483070.903,-6185871.051,-5697607.046,-5785241.115,-5757548.351,-5425931.487,-5485156.6,-5086157.99,-5231624.575,-4938045.472
211.2,-7654084.874,-7282301.566,-7385831.121,-6805198.222,-6506307.36,-6212748.152,-5746367.796,-5742090.537,-5768191.762,-5452012.818,-5495561.28,-5123837.655,-5248852.975,-4943158.288
211.1,-7677003.023,-7328655.114,-7414399.231,-6835178.821,-6524789.097,-6244260.607,-5795944.209,-5702540.814,-5776587.126,-5478014.572,-5509905.018,-5143274.314,-5263972.588,-4955751.334
211,-7694251.317,-7375028.556,-7440719.293,-6868859.747,-6535531.979,-6264413.458,-5848464.967,-5667984.543,-5794173.622,-5504573.365,-5509487.239,-5152385.87,-5283727.555,-4971328.513
210.9,-7710823.208,-7427290.69,-7466303.268,-6912348.526,-6540087.757,-6285859.435,-5906416.849,-5634641.819,-5814744.253,-5518837.525,-5518598.795,-5150774.438,-5304218.608,-4987820.827
210.8,-7731194.896,-7480666.9,-7492563.647,-6969504.64,-6539809.238,-6300143.489,-5964965.558,-5611007.478,-5827536.241,-5537478.416,-5533996.926,-5151013.169,-5319755.999,-4997927.094
210.7,-7755485.747,-7514924.758,-7510667.393,-7029465.839,-6535233.566,-6310965.949,-6025205.277,-5598832.211,-5833245.884,-5547226.587,-5560336.882,-5142060.767,-5338496.361,-5021839.955
210.6,-7782283.27,-7534440.994,-7528731.351,-7089824.923,-6523615.337,-6327139.955,-6081625.304,-5595867.971,-5841879.978,-5555423.008,-5580628.993,-5123837.655,-5366925.211,-5048617.584
210.5,-7822549.185,-7539593.599,-7552405.481,-7144792.671,-6508615.09,-6363785.12,-6121831.536,-5601597.508,-5854313.87,-5558228.094,-5598633.269,-5100879.717,-5395672.368,-5088883.499
210.4,-7865560.503,-7535813.696,-7578944.379,-7192061.353,-6504079.207,-6418235.619,-6162933.008,-5617990.351,-5859466.474,-5562525.247,-5607227.574,-5068830.118,-5439419.773,-5136012.922
210.3,-7897928.41,-7533605.437,-7599037.548,-7231730.441,-6499921.313,-6466160.811,-6198842.087,-5636014.52,-5868478.559,-5555920.364,-5607824.401,-5038849.519,-5497351.761,-5171742.953
210.2,-7936344.161,-7525866.583,-7613421.074,-7276830.653,-6494529.978,-6505213.178,-6227529.562,-5657301.343,-5879082.182,-5557193.594,-5596584.163,-5011554.64,-5562883.343,-5201464.927
210.1,-7980588.922,-7514387.614,-7622512.736,-7321254.461,-6493057.805,-6554312.129,-6263339.17,-5696632.229,-5899354.399,-5553373.903,-5593460.77,-4974849.791,-5628215.984,-5242049.15
210,-8018586.894,-7513273.537,-7632658.791,-7369378.596,-6490590.921,-6598059.534,-6303346.46,-5746288.219,-5919606.722,-5561669.795,-5585920.858,-4934762.925,-5683163.838,-5273939.595
209.9,-8049343.369,-7519719.267,-7644993.212,-7424525.392,-6482096.086,-6629074.633,-6342518.192,-5800400.515,-5946284.88,-5568294.573,-5591172.934,-4898873.74,-5732760.145,-5309729.309
209.8,-8072599.72,-7536987.455,-7650324.865,-7476509.006,-6472288.233,-6652092.253,-6375323.772,-5860859.07,-5962240.049,-5589322.77,-5614668.015,-4865252.497,-5780963.856,-5346195.426
209.7,-8096990.042,-7555707.923,-7642725.27,-7515581.267,-6466638.272,-6664227.731,-6405582.891,-5931503.469,-5977120.931,-5601537.826,-5640013.26,-4849794.683,-5820772.203,-5361792.5
209.6,-8131148.429,-7576497.39,-7629396.138,-7552922.731,-6467752.349,-6678312.844,-6432837.981,-6008474.232,-6001570.935,-5628593.974,-5675524.455,-4854469.826,-5852065.822,-5380373.708
209.5,-8157349.125,-7599335.962,-7610178.315,-7579421.841,-6484562.97,-6687583.554,-6465404.83,-6091870.83,-6022380.297,-5659609.073,-5719172.388,-4886957.098,-5883100.816,-5388808.86
