WL,BCoh25ME,BCoh30ME,BCoh35ME,BCoh40ME,BCoh45ME,BCoh50ME,BCoh55ME,BCoh60ME,BCoh65ME,BCoh70ME,BCoh75ME,BCoh80ME,Bcoh 85ME,Bcoh90ME
250,-131991.2924,-149869.2887,-204512.2644,-120192.5369,-70836.15168,-69170.1324,-159963.1696,-25938.86232,-64800.78,38699.9784,-74234.11908,-189081.9077,-163718.8573,-143785.2851
249.9,-136780.5338,-155332.6086,-208189.74,-120172.9838,-66564.56448,-74219.07828,-150119.9687,-31120.41792,-76300.47432,29792.81664,-77600.5008,-193141.1689,-167591.8633,-160036.6188
249.8,-141917.9698,-161764.556,-210845.6946,-122761.7562,-63320.5146,-78590.18544,-139367.5514,-37856.69088,-92170.27308,18868.00676,-83203.1988,-195947.7822,-176174.8958,-176670.9916
249.7,-148180.9589,-169075.3876,-212310.4178,-122406.292,-63428.05632,-81809.91936,-129489.7567,-45584.65392,-111312.1979,3179.424576,-86780.90376,-201126.831,-184443.0743,-194221.8504
249.6,-156706.8364,-179519.4684,-214142.1366,-124655.6436,-63841.17696,-84644.6088,-119092.8037,-55579.5162,-130611.0484,-15724.88065,-90812.08884,-206680.8971,-196988.1042,-211684.2192
249.5,-162681.7942,-189528.3688,-216037.5281,-126955.3819,-66943.34196,-87276.7488,-112089.3059,-64889.01936,-151178.841,-35849.49612,-95001.70368,-213221.8903,-211755.663,-229747.7186
249.4,-170521.0591,-197870.9992,-218126.9459,-128567.2543,-69365.16144,-89505.294,-103206.4601,-72703.467,-172443.7747,-58465.84572,-102505.8095,-219760.3768,-227665.5706,-247554.5218
249.3,-178291.6378,-204852.1865,-219449.2829,-131379.6332,-74885.13504,-91776.20412,-96004.67436,-80888.41968,-194511.6365,-80740.01712,-110625.3347,-224825.1155,-246598.4282,-265046.4708
249.2,-184762.4406,-209950.2656,-222402.0426,-133235.9186,-79447.76172,-88521.12432,-88010.48916,-89113.48116,-215558.7293,-100957.8605,-118568.6318,-231035.7125,-269137.5684,-280002.0396
249.1,-192925.5841,-211780.731,-226796.9644,-134194.7696,-86090.28036,-82762.002,-80444.4654,-97568.91756,-237432.314,-119989.7368,-130855.4614,-234080.9731,-289001.4516,-293285.5728
249,-202717.3956,-207596.8818,-228833.238,-136869.7759,-94802.1624,-80075.21376,-75798.36228,-104219.7086,-259325.9532,-137253.3163,-146296.096,-238259.558,-307220.874,-302204.7672
248.9,-208863.0665,-199668.6254,-230433.0778,-142168.6498,-104985.536,-77333.5266,-76704.06912,-110126.2308,-279626.0196,-154502.1058,-161550.2246,-241556.2507,-325781.2212,-309988.3812
248.8,-214277.7545,-189813.8933,-232638.5604,-150591.2471,-116114.7253,-74382.77232,-80207.07144,-116232.0436,-297687.5136,-166773.1424,-180016.8175,-245926.1045,-342814.9272,-310361.8944
248.7,-219983.2313,-178020.402,-232207.1401,-162270.679,-125887.4851,-69927.93804,-88652.982,-120726.736,-313808.7444,-174477.5416,-202408.8085,-244348.8259,-359066.5116,-307313.6256
248.6,-225245.7565,-164155.5419,-230367.6503,-176423.5704,-138672.6665,-65368.31952,-102133.8004,-120113.5727,-327292.8216,-181843.5227,-222238.0979,-244326.014,-369753,-303931.9524
248.5,-230247.5746,-149453.9119,-224387.4282,-195126.5545,-152959.6717,-62490.51312,-120537.4726,-123868.2577,-336018.9924,-192564.8556,-241229.364,-245879.7287,-378133.2324,-297123.4836
248.4,-232440.7739,-135407.0581,-217244.3016,-214985.6748,-168011.251,-60954.59676,-139472.3357,-131554.3572,-340498.644,-200104.558,-259265.79,-246716.7492,-382344.6564,-287795.6808
248.3,-236681.5274,-122726.1596,-206464.0589,-237831.6473,-183420.8012,-60161.69592,-156217.509,-139400.1398,-346745.5896,-211634.8352,-274660.0488,-250905.612,-388080.2148,-279605.9652
248.2,-238638.3355,-108506.3366,-197261.3454,-258451.08,-196255.1159,-60543.73224,-169666.9924,-148132.8283,-349595.8212,-222722.4116,-291340.296,-253367.2896,-387142.6716,-273221.1456
248.1,-242899.3942,-95089.94304,-188275.4701,-276878.5668,-205663.1363,-62112.73836,-184120.9505,-156812.3726,-349929.2256,-231939.6646,-306263.2764,-253898.7312,-385583.442,-265846.14
248,-242194.9834,-82052.07624,-179206.8704,-294817.2276,-212265.0448,-66111.58572,-199207.6249,-166935.0817,-347417.412,-238882.7485,-318453.8448,-252389.6376,-383287.2132,-260767.3632
247.9,-241601.1224,-71112.9024,-169571.2326,-307323.6528,-216461.1773,-72632.0232,-215122.7968,-178924.6048,-345176.3328,-245204.6474,-330752.2056,-251800.5396,-372525.5208,-254903.958
247.8,-240341.7061,-60810.70644,-158664.1458,-321544.7292,-217537.3465,-78991.02276,-230547.1372,-189092.9376,-341533.9524,-248189.7449,-348111.7956,-248932.5097,-364631.6076,-251341.7952
247.7,-236310.521,-55506.56832,-149788.8204,-341140.3848,-213156.4628,-90541.60512,-243507.5438,-203236.3032,-334249.1916,-253958.8944,-360909.0096,-251023.4316,-355539.444,-247191.0358
247.6,-234198.2914,-52941.86124,-143416.7855,-360758.6016,-205307.672,-106182.7837,-255475.5084,-218116.1666,-326548.302,-266119.3812,-370838.4444,-252063.7536,-341764.578,-247798.6841
247.5,-231395.1876,-53655.04584,-138423.7412,-377040.2676,-198548.8379,-122471.7194,-265725.8136,-236269.4095,-322883.3604,-280588.6308,-378792.5208,-252204.1344,-331905.3336,-253580.3676
247.4,-231030.4482,-55190.46084,-131611.2616,-391268.8644,-192099.5935,-139824.5411,-274742.7732,-255899.1576,-316859.52,-298464.6216,-383535.3864,-254259.7104,-328019.7936,-258065.0328
247.3,-231153.2814,-63251.5776,-128899.656,-399902.2836,-186039.6552,-154757.298,-283817.3892,-277725.8652,-309860.5344,-320404.1352,-382379.7516,-261095.754,-324435.0696,-264966.2532
247.2,-234130.3571,-77560.392,-128685.5753,-407868.894,-176986.8484,-167479.5587,-286875.6852,-298858.1892,-302866.5624,-340393.3584,-382818.4416,-266911.53,-326653.5876,-270834.672
247.1,-235223.5726,-89482.7328,-129637.9086,-409924.47,-168558.2347,-179324.9407,-290039.2668,-317651.6688,-299101.3488,-362212.5456,-382703.1288,-275266.6944,-327781.6476,-281573.8032
247,-239087.5541,-101408.8338,-132811.2667,-408377.7744,-160275.5168,-193673.6132,-287281.7868,-335397.306,-295263.438,-385934.394,-383377.458,-286908.2736,-330967.7904,-293979.9564
246.9,-241437.4284,-117522.2935,-137048.0094,-405896.0424,-154857.57,-204508.5042,-283837.4436,-355341.4068,-294644.2584,-402885.3756,-383269.6656,-299620.2564,-339939.6276,-304626.336
246.8,-245227.71,-133561.3013,-146349.9922,-400441.2456,-151878.2382,-211584.9499,-279317.6832,-369409.5684,-295917.7128,-419668.4016,-386037.1728,-312986.514,-349106.9952,-315282.7428
246.7,-252229.2024,-150165.3418,-154473.7789,-394906.2312,-155071.4,-222456.1895,-274384.3008,-378411.4872,-300968.9148,-434325.6612,-395748.516,-325899.0408,-358986.294,-325442.8032
246.6,-255638.4504,-165195.1118,-164043.7386,-390780.0384,-160603.4063,-237622.5802,-272769.9216,-386663.8728,-302550.7056,-446608.9812,-407044.1568,-342784.8456,-371091.6312,-332830.3428
246.5,-256821.66,-181180.4741,-179629.5169,-385578.4284,-169426.8409,-251261.5776,-275925.9828,-393121.3896,-305110.1484,-455219.8392,-417830.9172,-361194.7848,-386909.5392,-345793.0056
246.4,-262494.5484,-199277.5646,-194301.5666,-378915.354,-178913.3242,-266019.1092,-282265.68,-400027.6236,-307235.9148,-460125.6468,-430615.5972,-384909.1128,-403539.6504,-359344.7664
246.3,-268009.5084,-214401.3397,-210644.3986,-373463.064,-189744.9563,-281929.7688,-294408.6192,-404913.3768,-309998.4084,-465968.9976,-443084.4204,-408370.254,-421458.2568,-376473.7308
246.2,-273782.6688,-228246.6468,-230263.8688,-370244.3328,-208235.3638,-296845.2288,-311316.9852,-410353.1328,-312633.0552,-471957.7428,-454372.5408,-435090.2352,-440895.984,-396264.9168
246.1,-279706.2372,-246487.1263,-249254.3828,-368644.9944,-231116.6821,-314365.254,-329152.8672,-420901.7472,-315829.2252,-480034.6524,-467342.724,-463206.504,-461025.588,-416321.8236
246,-284123.2188,-265537.8036,-268102.26,-365293.4028,-253166.7456,-329802.1284,-346078.7808,-428168.9604,-319541.796,-483438.8868,-482799.6528,-484238.556,-480804.24,-439650.1044
245.9,-292739.0904,-284719.8372,-287028.6,-362390.5284,-278726.0784,-345780.4716,-367060.6968,-434476.0692,-324989.0724,-483641.9376,-502934.2704,-503315.304,-503761.5144,-455508.1212
245.8,-296937.9804,-305729.328,-307631.9892,-360778.656,-305107.6416,-365491.44,-389321.0808,-435255.684,-325224.7116,-481568.814,-524465.1756,-520940.6148,-524101.6896,-470887.3392
245.7,-303267.6504,-330611.8248,-329990.1384,-361360.2336,-333943.362,-386794.2264,-410663.976,-437271.1512,-329037.5544,-479428.0068,-547362.2868,-532872.9828,-544020.7224,-485549.6124
245.6,-305443.5528,-354982.9344,-348969.1212,-363004.6944,-366198.3576,-410959.7784,-433059.7272,-441808.4592,-335946.2952,-477913.8996,-575160.192,-544093.4196,-561941.8356,-504310.5036
245.5,-310399.4964,-377604.2976,-369680.3028,-366268.548,-399468.6072,-437870.2764,-455884.1412,-448055.4048,-341508.8844,-480613.7232,-601198.3236,-557665.2348,-577075.3872,-521015.8188
245.4,-317987.58,-400869.9084,-389824.9476,-374751.5592,-436273.4448,-464768.2404,-476690.5812,-454202.0784,-344988.3228,-486213.9144,-627544.7916,-570254.3844,-595763.5812,-534141.4236
245.3,-325623.2928,-425346.3036,-408766.3284,-381422.154,-470258.1324,-495649.5096,-497121.0012,-463524.8676,-350992.1088,-495426.4044,-648459.024,-584432.8452,-613343.7696,-547881.1944
245.2,-333291.594,-447664.344,-429211.7892,-389772.3048,-499276.8492,-528796.926,-515581.0764,-472524.2796,-357549.8976,-510076.1436,-672286.158,-592409.4828,-627970.9476,-569479.7832
245.1,-344938.1868,-468969.6372,-448754.802,-398009.6496,-524322.288,-560530.5072,-532817.8332,-484200.954,-366203.3712,-530388.744,-693852.1584,-602820.2232,-644064.6036,-590842.7328
245,-359643.0756,-488565.2928,-470363.418,-407497.8876,-543985.6272,-591930.684,-547628.0076,-498221.4864,-374275.2672,-550425.5964,-711349.6224,-610954.7892,-656157.4068,-608668.5876
244.9,-377965.2768,-509727.6984,-490282.4508,-417199.2036,-561465.5436,-618655.6788,-561282.5472,-512505.2328,-392276.598,-573450.5544,-725911.6236,-617490.0168,-662973.396,-627449.5332
244.8,-397919.4048,-531318.7668,-504109.9596,-428259.2052,-575954.8476,-643778.8284,-571332.3084,-529050.1128,-409205.0184,-600190.59,-739829.3772,-622839.528,-666753.6504,-645548.6292
244.7,-418129.2264,-548698.4112,-518007.6588,-443733.6816,-588383.562,-666472.8888,-582612.9084,-544065.8448,-426845.37,-632646.1296,-750057.1212,-627093.5676,-668142.4176,-666056.76
244.6,-440116.3692,-568537.2264,-528034.8588,-461569.5636,-601130.64,-691252.6068,-590226.06,-557407.0344,-445423.2648,-665512.7844,-760262.304,-632099.6472,-672140.7636,-685715.0856
244.5,-462943.29,-587852.1204,-535863.5952,-481684.1268,-610393.266,-709732.7364,-592274.1156,-569843.2692,-466257.2796,-696361.4652,-769805.6916,-636890.142,-676931.2584,-699790.7676
244.4,-486645.084,-602697.39,-543153.3696,-497852.9868,-617467.4556,-727089.8196,-593196.618,-578393.964,-491483.208,-726914.3436,-778885.3212,-644117.2464,-682601.64,-716388.2904
244.3,-510444.6432,-614404.146,-550320.3108,-514064.4624,-622265.4708,-744507.066,-593339.5056,-587751.8484,-519912.8268,-751207.7424,-789213.3372,-656658.7668,-690337.6248,-730752.2544
244.2,-532201.1604,-623736.9624,-563242.8648,-526395.4116,-624965.2944,-762716.4612,-595858.8396,-599423.5092,-547241.9604,-774789.21,-793209.1764,-674374.3224,-698742.9252,-750560.988
244.1,-555506.88,-628529.964,-578223.5016,-538570.9392,-626700,-779271.3684,-603411.828,-610776.8064,-579687.4728,-795658.32,-799029.966,-696948.0564,-708732.5232,-776704.4052
244,-579880.4964,-634290.5904,-591421.8036,-549796.3896,-626308.9392,-793319.4756,-616717.9224,-621275.2848,-612566.6616,-817683.0648,-804880.8372,-726959.466,-718524.084,-804680.2932
243.9,-602286.2748,-639767.9484,-609754.032,-566376.3648,-624075.3804,-801594.4224,-633245.2548,-627632.5296,-645345.5784,-837145.86,-811995.1356,-759084.108,-731083.152,-830455.2108
243.8,-624468.948,-650073.4032,-624328.5672,-581853.348,-622155.1716,-805698.054,-652239.2784,-635155.4364,-677262.156,-850582.308,-821205.1188,-788799.7152,-747653.1,-861898.0032
243.7,-647002.5732,-662394.3252,-641234.4264,-596212.2984,-622403.3448,-810453.4536,-670172.9256,-640414.7028,-707792.4732,-862637.5092,-830465.238,-818693.3052,-765323.5332,-896491.8432
243.6,-665786.0256,-672649.644,-657902.1396,-612797.2872,-626509.4832,-809129.8632,-688790.9292,-647055.216,-738771.5076,-869789.4096,-847604.2296,-848654.5788,-784089.438,-927959.7036
243.5,-689407.602,-686023.422,-674414.4312,-632633.5956,-638850.4596,-809470.788,-710971.0956,-653492.6784,-771866.2812,-870300.7968,-864750.7416,-884223.564,-806221.9752,-957572.532
243.4,-709577.3148,-701575.6092,-689944.0572,-653610.498,-658491.2376,-813767.4432,-735422.4228,-658651.6728,-801654.5856,-871022.7552,-880556.1156,-921334.2312,-834215.4108,-991639.944
243.3,-728313.138,-713889.0108,-708988.2168,-668538.492,-681413.4168,-814569.6192,-759377.4036,-666756.1572,-833811.816,-870516.3816,-899991.336,-962287.8228,-868430.724,-1028996.278
243.2,-746324.496,-725001.6552,-730887.6216,-682120.3344,-711279.432,-818485.2408,-786606.2652,-675048.6516,-869100.0396,-868300.3704,-922364.526,-1003539.724,-908000.562,-1065116.759
243.1,-766368.8688,-737149.608,-759166.8324,-697780.314,-746810.8152,-825246.0804,-815853.1008,-687893.4948,-904435.8924,-867460.5924,-944740.2228,-1048040.437,-950069.6796,-1101224.706
243,-783161.922,-753506.478,-785839.1844,-714510.6972,-782755.8204,-831222.2916,-844949.5284,-701991.738,-940047.4932,-868413.1764,-968958.4176,-1089447.76,-991745.2296,-1138287.744
242.9,-798616.344,-768597.414,-813830.1132,-728862.1272,-818969.0532,-840805.788,-874033.422,-720466.854,-978381.4788,-873607.266,-994635.57,-1126987.09,-1033924.646,-1181808.299
242.8,-810112.5288,-785122.2396,-843713.676,-749623.4448,-854873.9496,-851920.9392,-902234.922,-740601.4716,-1013985.559,-885815.382,-1020535.828,-1163160.214,-1071474.004,-1224333.654
242.7,-821922.0636,-803687.6004,-872609.5596,-771139.3092,-891814.1544,-866663.43,-933512.2656,-766040.478,-1048073.026,-902696.1732,-1043132.123,-1199441.13,-1109354.258,-1268267.831
242.6,-831573.2436,-822110.0736,-896875.3836,-794680.668,-930338.6568,-884193.4824,-965145.5748,-795427.6944,-1083268.498,-920108.406,-1064883.626,-1229429.978,-1141436.285,-1309905.779
242.5,-842530.4664,-843252.4248,-918213.2652,-820608.5004,-970728.2184,-901613.2356,-998937.2388,-827923.3428,-1118148.113,-947435.0328,-1084496.83,-1260479.203,-1175528.765,-1350413.16
242.4,-852096.4152,-869508.648,-937831.482,-851610.096,-1009347.979,-919293.696,-1031909.179,-865525.3428,-1144730.22,-976674.348,-1105822.177,-1289690.944,-1212358.67,-1390953.13
242.3,-866257.3284,-892047.2868,-956487.0876,-886106.1708,-1045666.498,-943529.4384,-1061313.943,-903811.6992,-1172051.833,-1008666.13,-1127766.704,-1313147.071,-1249115.879,-1428793.276
242.2,-877573.0236,-914485.6536,-973748.9124,-921469.5984,-1085985.869,-974663.8944,-1088254.523,-945036.0252,-1203103.565,-1044220.074,-1151072.424,-1337137.147,-1286923.436,-1462396.93
242.1,-888327.1956,-934941.1416,-993457.374,-957858.3072,-1123397.352,-1006768.482,-1110382.046,-989103.0624,-1236967.926,-1083020.324,-1175085.061,-1362819.313,-1324224.62,-1490618.484
242,-903623.6892,-956632.482,-1016106.312,-991898.1444,-1157366.999,-1042470.328,-1137460.5,-1031648.472,-1274346.821,-1122449.782,-1200466.411,-1386403.288,-1364757.07,-1520539.649
241.9,-921223.932,-981545.0604,-1044097.241,-1030179.487,-1188972.733,-1078776.312,-1163212.856,-1073153.56,-1310645.285,-1166123.251,-1232149.856,-1410037.398,-1403374.324,-1548808.832
241.8,-940977.516,-1012834.938,-1077658.279,-1070536.46,-1216454.782,-1112024,-1189238.454,-1112866.285,-1342784.968,-1216123.884,-1263602.676,-1433899.627,-1441382.425,-1580041.054
241.7,-962388.0948,-1044631.189,-1109990.986,-1112663.234,-1239427.097,-1144632.455,-1217362.243,-1155577.144,-1371608.154,-1271027.818,-1300836.176,-1456029.658,-1471654.542,-1608703.805
241.6,-986052.2868,-1079936.96,-1138651.23,-1157246.672,-1257405.866,-1173919.399,-1242871.44,-1197470.785,-1397814.241,-1329315.931,-1339862.039,-1483323.696,-1500715.874,-1639439.68
241.5,-1011112.766,-1120875.511,-1165175.681,-1207751.172,-1270802.206,-1203028.361,-1266257.377,-1237732.5,-1419127.055,-1384194.797,-1379288.989,-1509898.283,-1530451.536,-1669260.572
241.4,-1037323.867,-1165115.518,-1190454.252,-1253964.03,-1281563.898,-1234328.266,-1288074.058,-1275685.452,-1438587.343,-1437186.042,-1421583.719,-1535033.966,-1563175.303,-1701127.014
241.3,-1068002.086,-1210827.016,-1218146.872,-1301771.213,-1296038.161,-1267157.318,-1313513.064,-1312557.973,-1456292.872,-1488194.408,-1468455.865,-1565887.661,-1597683.912,-1724841.342
241.2,-1104786.869,-1256631.265,-1251351.944,-1352180.454,-1312151.872,-1298504.852,-1342208.404,-1351340.676,-1472905.435,-1536633.305,-1520446.897,-1598766.85,-1632134.864,-1746830.992
241.1,-1149613.466,-1302172.301,-1287487.466,-1398450.968,-1327207.712,-1330326.172,-1373194.958,-1387947.476,-1487565.202,-1582134.232,-1572372.752,-1635097.902,-1667794.094,-1770071.534
241,-1199955.024,-1347096.664,-1328004.875,-1440833.436,-1342614.505,-1359826.194,-1405973.875,-1420979.58,-1501585.734,-1629695.748,-1627667.747,-1673532.16,-1710650.347,-1794016.488
240.9,-1249679.909,-1391582.336,-1374538.603,-1478515.654,-1357422.173,-1386934.729,-1437128.386,-1450810.5,-1518892.681,-1675733.13,-1685013.304,-1717130.425,-1754053.082,-1819081.981
240.8,-1300452.636,-1432891.894,-1425709.912,-1515919.616,-1374536.096,-1414862.988,-1468302.95,-1476374.846,-1538227.63,-1720958.309,-1740927.478,-1756411.981,-1794059.104,-1840093.979
240.7,-1347379.932,-1474459.651,-1481072.59,-1551754.322,-1391792.908,-1439660.254,-1499083.948,-1507233.554,-1556153.756,-1766424.14,-1798024.861,-1792810.717,-1832067.205,-1863111.416
240.6,-1391645.006,-1516017.382,-1531078.236,-1588005.157,-1407746.183,-1463329.459,-1530674.641,-1534896.092,-1573320.323,-1813118.304,-1853490.318,-1826737.748,-1871032.904,-1890400.441
240.5,-1437060.702,-1557123.888,-1582079.082,-1625008.032,-1424454.005,-1488851.19,-1560249.868,-1560889.102,-1594620.602,-1858142.939,-1906366.25,-1862020.958,-1909469.669,-1921204
240.4,-1475557.63,-1601769.996,-1630329.968,-1666199.77,-1444618.704,-1517333.452,-1596904.297,-1587739.436,-1615682.736,-1905433.721,-1956457.128,-1901954.282,-1947693.355,-1953571.801
240.3,-1516834.598,-1647980.347,-1673827.962,-1707035.542,-1467550.91,-1552927.505,-1636815.06,-1618435.202,-1639905.944,-1947342.403,-2003166.332,-1942213.49,-1985701.457,-1991710.256
240.2,-1558460.012,-1692152.67,-1710402.174,-1747119.274,-1496617.256,-1590662.365,-1676931.38,-1654563.204,-1670107.871,-1989398.987,-2047636.964,-1983763.7,-2021305.537,-2025895.488
240.1,-1598937.312,-1739275.496,-1749626.074,-1790564.624,-1532384.279,-1632152.412,-1717837.343,-1691799.211,-1702894.308,-2028918.689,-2086058.688,-2029537.868,-2065146.962,-2066109.574
240,-1637499.416,-1787203.006,-1790359.067,-1834541.417,-1572565.776,-1674264.145,-1761666.234,-1730669.652,-1737901.77,-2062361.908,-2126658.821,-2069493.754,-2109730.4,-2106080.5
239.9,-1674830.682,-1828159.104,-1831593.42,-1876615.548,-1616442.296,-1722838.409,-1807696.096,-1771791.199,-1782871.255,-2098660.372,-2170560.409,-2109020.976,-2148831.467,-2146605.428
239.8,-1711562.822,-1866533.198,-1875364.655,-1920958.333,-1670559.095,-1767421.847,-1853956.583,-1814652.466,-1834180.438,-2135951.528,-2215005.973,-2149230.048,-2187010.031,-2188882.61
239.7,-1751626.5,-1906511.645,-1921221.547,-1970066.545,-1726706.401,-1811604.197,-1902300.221,-1859361.244,-1892385.827,-2173703.936,-2258067.784,-2188937.76,-2225810.281,-2238845.641
239.6,-1793189.244,-1947046.601,-1968587.533,-2018487.894,-1781850.988,-1854197.236,-1951842.109,-1904029.913,-1952752.078,-2211707.024,-2300600.659,-2227033.6,-2265126.932,-2294338.673
239.5,-1831287.59,-1991838.103,-2015371.942,-2068967.326,-1838823.031,-1895193.443,-1998333.222,-1951511.212,-2014251.402,-2252254.514,-2341433.924,-2265362.572,-2304185.383,-2352629.293
239.4,-1867796.626,-2036857.724,-2058799.745,-2119755.094,-1899279.527,-1938836.831,-2047270.972,-1999160.466,-2078019.38,-2293087.78,-2382154.384,-2300377.554,-2341002.755,-2408982.157
239.3,-1903784.246,-2082774.78,-2096817.874,-2170186.896,-1961673.779,-1987375.999,-2095348.889,-2054583.307,-2142536.892,-2335633.189,-2420799.212,-2332371.842,-2379103.608,-2467109.836
239.2,-1940533.934,-2130113.191,-2132750.345,-2224431.541,-2029843.698,-2039158.967,-2141190.74,-2114177.464,-2209408.289,-2376855.008,-2463103.969,-2368567.528,-2421623.95,-2529486.54
239.1,-1983239.779,-2182891.358,-2164691.99,-2273346.73,-2099996.496,-2093681.867,-2190136.01,-2170460.137,-2275595.329,-2412855.163,-2504087.642,-2410451.142,-2464618.076,-2592407.22
239,-2029209.478,-2236308.76,-2202218.786,-2317183.141,-2168442.163,-2151766.93,-2241159.418,-2227286.786,-2340398.616,-2450637.653,-2547209.616,-2456240.351,-2509106.256,-2655478.308
238.9,-2077876.493,-2290019.456,-2240530.211,-2360432.962,-2241289.771,-2205144.222,-2296339.099,-2287266.99,-2404349.591,-2488771.094,-2594838.816,-2505867.47,-2552774.712,-2717245.86
238.8,-2131747.625,-2335753.516,-2285727.815,-2404981.304,-2309700.343,-2257771.981,-2352032.675,-2347452.751,-2466919.319,-2528132.868,-2641440.228,-2553175.8,-2595691.128,-2785155.072
238.7,-2187323.381,-2381683.105,-2332444.54,-2443147.334,-2374177.746,-2311364.858,-2403725.398,-2409150.113,-2525475.66,-2570773.536,-2687314.668,-2600353.776,-2637429.348,-2849053.404
238.6,-2241329.88,-2425862.948,-2383979.334,-2481493.854,-2436499.301,-2361809.195,-2457024.979,-2470789.818,-2579998.56,-2615570.052,-2736422.88,-2646428.76,-2687289.6,-2914155
238.5,-2287655.544,-2467766.617,-2439825.824,-2518180.872,-2495574.55,-2410428.581,-2509457.208,-2531366.64,-2631413.028,-2662046.124,-2788338.708,-2695637.244,-2736096.996,-2980911.084
238.4,-2333046.172,-2507476.836,-2499038.947,-2555431.92,-2548864.104,-2459594.449,-2563077.66,-2589323.856,-2681323.416,-2708121.108,-2840755.896,-2740709.508,-2786483.676,-3046890.06
238.3,-2377830.154,-2553301.14,-2558941.44,-2596393.032,-2599351.056,-2512064.28,-2619982.02,-2647606.956,-2732988.564,-2756853.3,-2892546.384,-2786383.404,-2841482.868,-3118058.112
238.2,-2423366.176,-2597721.636,-2617851.24,-2643345.396,-2646905.052,-2566662.384,-2679518.52,-2705839.92,-2784077.148,-2808894.468,-2941604.46,-2836870.356,-2903450.964,-3192886.092
238.1,-2471742.402,-2649261.444,-2679543.588,-2693030.172,-2694835.068,-2624393.988,-2741737.296,-2765978.052,-2836719.948,-2863843.524,-2987930.124,-2891518.596,-2967299.16,-3268014.888
238,-2520136.176,-2706591.96,-2741662.092,-2742865.356,-2746048.992,-2686036.2,-2807966.952,-2828246.964,-2888109.348,-2919444.348,-3035283.576,-2943860.58,-3036963.132,-3343168.752
237.9,-2577241.08,-2766253.8,-2802527.196,-2791823.16,-2800897.776,-2750310.552,-2876678.34,-2891919.684,-2941980.48,-2969279.532,-3082210.872,-2998032.528,-3109610.196,-3414437.076
237.8,-2633568.876,-2824411.56,-2867528.52,-2844340.62,-2858178.156,-2812579.464,-2942431.704,-2958024,-2996553.516,-3021446.04,-3132572.484,-3056190.288,-3190003.272,-3479513.604
237.7,-2688217.116,-2885477.208,-2935487.868,-2902172.496,-2914355.544,-2872141.032,-3010716.936,-3024729.948,-3051377.232,-3072409.284,-3186944.976,-3117005.256,-3273304.236,-3543762.888
237.6,-2747553.072,-2945991.36,-3007031.94,-2958349.884,-2967173.82,-2929697.16,-3085319.304,-3091435.896,-3107404.212,-3124274.976,-3250016.064,-3177619.68,-3349084.8,-3606859.044
237.5,-2810523.888,-3003447.216,-3077648.496,-3020368.116,-3017009.004,-2987503.968,-3157590.348,-3155534.772,-3169046.424,-3179023.488,-3314942.184,-3242896.752,-3424138.392,-3669529.044
237.4,-2876051.64,-3059549.4,-3146610.564,-3088853.892,-3074815.812,-3041751.12,-3228056.496,-3221137.728,-3231916.968,-3236554.548,-3375205.656,-3306995.628,-3502676.436,-3731873.16
237.3,-2938270.416,-3120915.864,-3216199.332,-3160924.392,-3131845.512,-3096098.544,-3303887.196,-3284685.108,-3300051.792,-3294787.512,-3434491.476,-3372448.176,-3584874.408,-3788902.86
237.2,-3003572.556,-3186594.024,-3280874.772,-3228407.448,-3187170.588,-3152125.524,-3379141.332,-3347831.4,-3365404.068,-3351817.212,-3494554.404,-3437524.704,-3670205.88,-3840467.736
237.1,-3072534.624,-3259266.156,-3341639.604,-3298096.488,-3248612.256,-3215522.496,-3452690.844,-3409699.224,-3431683.86,-3408771.708,-3557023.86,-3502074.804,-3757317.18,-3887119.284
237,-3140318.496,-3332865.804,-3399296.004,-3366055.836,-3313362.9,-3280824.636,-3526315.56,-3472369.224,-3500796.336,-3464497.872,-3622200.66,-3569633.064,-3842598.516,-3931564.848
236.9,-3213767.736,-3410927.556,-3453843.972,-3433213.008,-3383402.892,-3352067.892,-3594299.976,-3535766.196,-3569683.2,-3525538.452,-3684043.416,-3640049.076,-3924420.468,-3979745.544
236.8,-3295063.26,-3493000.188,-3503102.592,-3498765.828,-3456526.248,-3426469.716,-3662058.78,-3598686.876,-3638394.588,-3585526.176,-3748994.604,-3711868.896,-3998245.728,-4023388.932
236.7,-3382851.396,-3574746.936,-3553940.496,-3562037.46,-3529749.876,-3499141.848,-3727837.212,-3658173.24,-3707481.996,-3646466.484,-3813820.452,-3788927.928,-4069814.868,-4065077.016
236.6,-3469962.696,-3655240.284,-3609115.164,-3626913.444,-3605004.012,-3571713.708,-3791008.572,-3720141.336,-3774864.78,-3708610.056,-3877267.56,-3862627.848,-4138300.644,-4105010.34
236.5,-3556271.82,-3739594.104,-3662835.888,-3688304.976,-3683291.376,-3642856.692,-3851698.2,-3779251.68,-3840392.532,-3770452.812,-3942945.72,-3933720.696,-4204806.048,-4149430.836
236.4,-3641177.136,-3821014.968,-3719514.636,-3750824.568,-3758796.192,-3720392.016,-3904065.252,-3836732.604,-3901834.2,-3829713.564,-4009325.784,-4002231.54,-4268829.72,-4196232.792
236.3,-3725004.528,-3905995.488,-3777020.628,-3812642.256,-3835153.32,-3798854.856,-3947859.048,-3895717.608,-3960367.98,-3896244.036,-4080142.884,-4071895.512,-4329770.028,-4243686.516
