WL,BCoh25ME,BCoh30ME,BCoh35ME,BCoh40ME,BCoh45ME,BCoh50ME,BCoh55ME,BCoh60ME,BCoh65ME,BCoh70ME,BCoh75ME,BCoh80ME,Bcoh 85ME,Bcoh90ME
208.1,-19941669.2,-19821192.4,-21086073.54,-20503167.34,-19661459.1,-19238386.46,-19036288.25,-19322213.86,-18977378.45,-18356795.04,-18567416.38,-18786836.58,-19555521.73,-18028329.04
208,-19968943.19,-19722850.63,-21028667.82,-20593587.61,-19592898.12,-19233849.16,-18995402.34,-19344875.33,-19003298.76,-18342406.01,-18563455.63,-18875527.16,-19603000.52,-18181444.38
207.9,-19995540.34,-19635087.56,-20974320.4,-20663126.24,-19512103.96,-19244778.8,-18959429.76,-19359966.26,-19033430.5,-18316661.17,-18546810.48,-18941079.98,-19599867.02,-18346767.84
207.8,-20028705.3,-19558605.1,-20887033.62,-20718025.16,-19431008.98,-19286216.21,-18913254.5,-19385335.08,-19051278.91,-18302522.82,-18527081.96,-18992845.4,-19553340.82,-18491234.72
207.7,-20072649.5,-19487863.2,-20789218.28,-20738280.11,-19333068.3,-19333018.16,-18875853.05,-19410728.96,-19074892.97,-18301795.85,-18489254.35,-19050652.21,-19486960.75,-18611536.06
207.6,-20135068.82,-19408823.8,-20680097.28,-20722437.13,-19243525.4,-19381474.61,-18815163.42,-19430106.53,-19098156.07,-18302547.89,-18461253.4,-19115578.33,-19429103.81,-18694586.34
207.5,-20181068.6,-19342042.64,-20546484.84,-20667889.16,-19163107.26,-19428527.24,-18782073.66,-19456578.34,-19120717.27,-18269282.65,-18440221.34,-19167845.11,-19358336.84,-18759713
207.4,-20206963.85,-19304816.66,-20405226.66,-20606246.95,-19093894.51,-19475053.45,-18790596.78,-19465853.5,-19147038.67,-18213381.01,-18408435.12,-19200659.12,-19255959.13,-18848077.7
207.3,-20224486.38,-19278720.88,-20263266.58,-20512091.54,-19034959.64,-19509496.88,-18798568.4,-19481270.32,-19176894.66,-18134241.34,-18352257.73,-19196046.61,-19143328.61,-18920624.5
207.2,-20218846.08,-19269094.76,-20117019.86,-20390511.74,-18997182.17,-19556599.66,-18784179.37,-19501475.12,-19174036.91,-18067008.96,-18266525.17,-19202514.16,-19007259.5,-18972515.26
207.1,-20208618.34,-19260872.46,-19980148.58,-20256498.22,-18968955.6,-19595028.9,-18753521.21,-19500823.36,-19170026.03,-17991629.48,-18166729.46,-19161603.18,-18922604.87,-18989160.41
207,-20194555.19,-19268643.54,-19850697.43,-20105889.67,-18945040.73,-19587633.84,-18730684.26,-19525264.66,-19147339.49,-17917077.25,-18065655.29,-19093117.4,-18826519.22,-18979634.57
206.9,-20181845.71,-19276088.74,-19725282.23,-19960645.68,-18910396.75,-19581692.72,-18696742.19,-19570662.8,-19118837.17,-17844831.28,-17947259.12,-18977152.84,-18716771.52,-18957925.68
206.8,-20155549.38,-19270999.93,-19606159.09,-19811641.49,-18858480.92,-19586756.46,-18657260.09,-19651231.36,-19081786.67,-17758171.2,-17854482.46,-18837223.26,-18626877.67,-18943160.63
206.7,-20095210.7,-19253627.81,-19490019.05,-19638271.2,-18826017.86,-19583773.37,-18605870.69,-19722775.43,-19037190.7,-17692142.09,-17773663.22,-18694586.34,-18552851.87,-18932055.5
206.6,-20032089.48,-19229863.34,-19360267.08,-19419577.97,-18831608.03,-19583171.74,-18550495.48,-19772585.54,-18986453.06,-17655968.96,-17714176.86,-18521692.34,-18466668.08,-18919822.32
206.5,-19967063.09,-19195169.23,-19242547.75,-19217028.53,-18842136.59,-19576227.9,-18496574.21,-19765516.37,-18907388.59,-17593148.56,-17650654.55,-18333857.82,-18345815.26,-18882596.34
206.4,-19856287.6,-19128488.35,-19134604.94,-18990514.08,-18870338.09,-19554268.33,-18402970.3,-19679833.94,-18796964.05,-17452817.89,-17603677.12,-18091700.94,-18213706.9,-18821881.64
206.3,-19709740.07,-19094245.46,-19013651.84,-18737452.62,-18889314.56,-19532659.72,-18328568.47,-19564897.16,-18710479.45,-17292708.58,-17570286.54,-17850872.66,-18070017.12,-18731135.48
206.2,-19557326.63,-19059701.76,-18885679.7,-18483664.19,-18881117.33,-19477234.37,-18239025.58,-19425017.72,-18621187.24,-17139944.18,-17534915.59,-17624834.51,-17940315.29,-18630963.76
206.1,-19359414.77,-18989887.38,-18742365.95,-18265372.04,-18850910.39,-19374280.09,-18140708.88,-19267590.68,-18483563.92,-16921351.22,-17475454.3,-17392930.44,-17802591.7,-18504821.58
206,-19152678.97,-18893099.83,-18617226.49,-18058561.04,-18791524.3,-19253301.92,-18002383.66,-19072336.03,-18348597.8,-16651168.32,-17415115.62,-17152678.73,-17628143.48,-18371635.3
205.9,-18938247.3,-18768963.1,-18494242.88,-17852025.79,-18711657.65,-19112369.63,-17854306.98,-18844768.73,-18187761.52,-16352733.78,-17329834.28,-16912677.7,-17436623.96,-18172695.65
205.8,-18706919.8,-18625072.78,-18340149.89,-17656395.12,-18575287.73,-18942834.74,-17654164.07,-18568444.16,-18054098.94,-16056003.86,-17221741.07,-16680949.1,-17243324.62,-17976588.68
205.7,-18488702.86,-18504570.9,-18158256.48,-17490720.71,-18412120.12,-18764049.77,-17451890.38,-18248877.3,-17921313.74,-15794795.3,-17137086.43,-16490783.26,-17049248.16,-17800410.78
205.6,-18291969.19,-18403496.72,-17987392.99,-17335374.31,-18214985.36,-18571828.34,-17245580.74,-17894340.58,-17772785.84,-15521754.65,-17070205.01,-16288334.09,-16800097.31,-17610194.8
205.5,-18079517.89,-18315182.16,-17799082.18,-17154308.15,-17997871.42,-18367173.19,-17062709.68,-17540230.01,-17617539.72,-15215323.42,-16961058.94,-16049962.48,-16449746.94,-17406191.41
205.4,-17885165.69,-18236619.05,-17590165.46,-16951758.71,-17753884.57,-18178260.74,-16882395.55,-17175440.47,-17452191.19,-14944037.52,-16852138.48,-15851198.3,-16111379.08,-17189278.01
205.3,-17680660.94,-18137299.63,-17345426.58,-16747980.94,-17454497.45,-17943549.06,-16712334.24,-16773324.68,-17283007.26,-14659916.81,-16710704.82,-15684997.46,-15759574.76,-16930350.64
205.2,-17446099.67,-18066557.74,-17041426.94,-16529663.72,-17177145.1,-17652885.6,-16534175.96,-16373239.4,-17074867.66,-14419364.28,-16555584.04,-15479364.66,-15355879.69,-16609480.24
205.1,-17178122.75,-17983131.43,-16686764.88,-16315307.26,-16866552.58,-17277667.78,-16361407.31,-15937256.75,-16846874.2,-14200395.3,-16358599.69,-15249842.05,-14916964.08,-16269608.29
205,-16880640.79,-17885065.42,-16345990.49,-16096964.98,-16525753.12,-16890291.97,-16176706.28,-15523910.5,-16580451.49,-13976939.15,-16080570.5,-14997382.22,-14455763.02,-15861902.34
204.9,-16598450.32,-17730571.33,-16013864.56,-15863055.47,-16176656.15,-16460375.77,-15963452.81,-15151074.13,-16281264.91,-13782261.06,-15770704.96,-14728277.24,-13985963.63,-15404887.63
204.8,-16321724.66,-17567353.58,-15667199.18,-15664943.06,-15804697.16,-16038506.4,-15765465.74,-14788014.29,-15982354.08,-13664090.51,-15428827.57,-14420341.93,-13584875.63,-14920348.26
204.7,-16056079.07,-17364503.33,-15310230.86,-15476908,-15386437.58,-15581642.1,-15519147.58,-14427862.33,-15588911.82,-13553189.68,-15040348.78,-14079316.86,-13291003.46,-14398833.59
204.6,-15785871.1,-17125379.68,-14983594.82,-15268241.96,-14941756.33,-15075017.82,-15249090.01,-14077862.92,-15199756.19,-13440534.08,-14671548.36,-13743430.73,-12967676.4,-13943122.42
204.5,-15519498.53,-16809848.76,-14707044.65,-15021146.69,-14511815.06,-14620184.03,-14982241.15,-13728064.04,-14848979.66,-13315219.15,-14290389.42,-13388994.28,-12641090.5,-13515261.79
204.4,-15242396.86,-16485669.38,-14397304.44,-14752843.88,-14085232.91,-14183950.69,-14679519.98,-13438829.46,-14494643.48,-13190355.44,-13906723.68,-12994749.84,-12343859.22,-13129289.8
204.3,-14987380.09,-16184602.7,-14061468.44,-14494919.23,-13710215.63,-13710115.36,-14404097.87,-13122721.98,-14182346.34,-13102216.36,-13531681.33,-12615847.02,-12071445.26,-12768210.32
204.2,-14729430.37,-15848992.32,-13785570.04,-14217291.13,-13368714.26,-13270247.16,-14127798.37,-12848879.15,-13824149.69,-12999362.35,-13211763.52,-12204957.43,-11787926.18,-12346065.2
204.1,-14419790.44,-15468134.2,-13560133.51,-13924797.71,-12979709.04,-12845194.15,-13819186.22,-12567591.12,-13431058.38,-12803756.75,-12889038.08,-11791987.2,-11515913.32,-11884187.3
204,-14033617.9,-14995101.04,-13382752.34,-13581792.26,-12587219.36,-12430168.34,-13442965.68,-12345237.96,-13064463.95,-12509633.9,-12532470.85,-11345300.51,-11292908.39,-11383579.34
203.9,-13582920.32,-14523947.98,-13181556.58,-13251295.75,-12145972.43,-12059237.15,-13053759.91,-12148805.11,-12706492.91,-12254792.62,-12148830.18,-10929422.39,-11105500.02,-10815262.72
203.8,-13171880.33,-14029281.13,-13008537.24,-12962662.8,-11678153.41,-11691840.54,-12615947.29,-11964530.24,-12330673.45,-11968014.7,-11750825.54,-10526028.13,-10967074.52,-10243586.98
203.7,-12726296.63,-13481094.11,-12812304.94,-12703459.68,-11245304.26,-11327076.07,-12103482.17,-11746338.37,-11936754.9,-11574998.59,-11367059.53,-10127973.36,-10804759.22,-9687453.396
203.6,-12270510.25,-12931377.94,-12688042.86,-12369052.56,-10837347.62,-10977628.15,-11532232.58,-11469863.4,-11578182.23,-11123874.86,-10911824.65,-9718287.036,-10648234.63,-9141146.472
203.5,-11849292.65,-12389307.5,-12624019.19,-12039759.31,-10399334.46,-10672249.78,-10969280.51,-11225249.86,-11203841.78,-10651819.36,-10451225.22,-9343946.592,-10563605.06,-8614492.86
203.4,-11419301.24,-11891557.3,-12524398.96,-11733102.47,-9955806.336,-10387778.11,-10427034.6,-10903477.01,-10880138.7,-10161639.68,-9984258.516,-9007107.876,-10475516.11,-8147751.768
203.3,-10992643.88,-11486182.67,-12450874.51,-11388392.4,-9475403.184,-10132109.58,-9874711.356,-10537985.57,-10585288.88,-9648372.384,-9508568.148,-8716770.3,-10422497.29,-7708685.748
203.2,-10568367.98,-11131520.6,-12370080.35,-10960581.91,-8963539.692,-9903815.304,-9299400.756,-10148052.83,-10300416.13,-9120766.188,-9048194.328,-8402041.56,-10247547.72,-7285437.636
203.1,-10152214.12,-10760764.88,-12263441.08,-10522944.77,-8526178.296,-9662661.144,-8780894.244,-9770202.864,-10092326.66,-8615620.92,-8535277.98,-8083828.368,-9966359.964,-6826592.964
203,-9764913.516,-10429817.15,-12084255.01,-10059963.88,-8148704.352,-9473523.084,-8304326.496,-9368713.776,-9884563.08,-8123711.556,-7998597.168,-7760200.488,-9691865.364,-6346239.948
202.9,-9346453.392,-10152464.8,-11814222.52,-9614480.448,-7767219.528,-9183160.44,-7819912.464,-8957022.012,-9671911.236,-7696903.788,-7491446.46,-7375832.844,-9382250.496,-5882682.492
202.8,-8947145.22,-9932593.368,-11503279.04,-9075844.332,-7429002.072,-8867955.408,-7396363.536,-8540467.056,-9474801.552,-7343745.804,-6996428.664,-6958525.848,-9056341.428,-5425392.036
202.7,-8535804.408,-9639122.292,-11172306.24,-8523145.068,-7069176,-8559969.96,-6941855.628,-8101927.464,-9257787.876,-6967023.9,-6451575.684,-6574684.632,-8741011.056,-4961333.22
202.6,-8152113.6,-9373301.22,-10801299.84,-7964103.6,-6704837.688,-8306682.888,-6503917.668,-7644361.26,-9084016.5,-6625422.264,-5838663.084,-6179587.884,-8406679.14,-4583107.236
202.5,-7816753.896,-9153479.928,-10355465.46,-7443742.056,-6365066.016,-7996090.368,-6062194.44,-7186970.532,-8930775.816,-6399509.448,-5254328.004,-5777396.892,-8061016.488,-4267150.164
202.4,-7567628.112,-9009013.044,-9831293.58,-6923505.852,-5988619.86,-7721570.7,-5645589.348,-6668564.292,-8766780.96,-6236717.856,-4692829.872,-5353497.012,-7680910.404,-4049008.428
202.3,-7370794.176,-8832709.8,-9299150.076,-6316358.892,-5665267.728,-7365730.44,-5180778.492,-6179186.796,-8614317.384,-6003811.068,-4156149.06,-4942657.56,-7302107.856,-3915120.24
202.2,-7169874.156,-8629358.184,-8739857.928,-5711142.168,-5420754.456,-6977251.644,-4765502.004,-5704975.44,-8549892.624,-5757843.852,-3719113.548,-4546006.596,-6823885.62,-3869270.868
202.1,-6974268.552,-8351479.404,-8131933.86,-5110939.044,-5214394.68,-6658211.208,-4422245.88,-5281601.988,-8480855.352,-5514458.64,-3325520.88,-4151411.208,-6309791.076,-3838036.14
202,-6816490.56,-8115313.776,-7472971.344,-4589725.188,-4969856.34,-6323628.612,-4099796.196,-4940601.984,-8390760.96,-5291303.304,-3072058.332,-3712896.684,-5758194.804,-3768998.868
201.9,-6681073.224,-7836883.5,-6831431.088,-4102603.812,-4785405.996,-5969693.52,-3850068.78,-4573456.056,-8318063.76,-5057017.776,-2914104.864,-3339208.008,-5205119.52,-3711743.556
201.8,-6517705.068,-7456376.328,-6272865.912,-3639698.124,-4602685.344,-5672061.156,-3579534.924,-4328717.172,-8110099.632,-4782347.7,-2832157.572,-2971686.06,-4643671.524,-3609039.96
201.7,-6333204.588,-6959052.276,-5703346.02,-3163105.308,-4423724.892,-5361067.548,-3311583.072,-4137573.672,-7863129.696,-4484464.656,-2748781.404,-2617876.308,-4112129.652,-3562313.208
201.6,-6163043.004,-6333380.064,-5114523.768,-2788739.796,-4257148.032,-5017435.404,-2982415.164,-4011431.496,-7602096.612,-4200669.828,-2681899.98,-2332843.121,-3617387.604,-3493802.364
201.5,-5999950.596,-5663487.9,-4554379.308,-2486928.596,-4085131.416,-4679593.968,-2712382.668,-3888498.024,-7319053.824,-3948235.068,-2648384.064,-2111347.286,-3151348.416,-3413634.9
201.4,-5861800.848,-4962787.164,-4066430.688,-2262925.962,-3896118.696,-4286176.776,-2400832.55,-3763985.268,-6977276.712,-3596380.62,-2668664.076,-1924495.428,-2767281.588,-3337829.268
201.3,-5658699.912,-4170011.664,-3637667.616,-2045644.058,-3724653.576,-3928656.96,-2109366.914,-3632277.996,-6574258.476,-3179449.644,-2699196.9,-1819442.96,-2402449.436,-3245579.028
201.2,-5419275.444,-3377562.048,-3319354.152,-1845834.551,-3538323.132,-3618239.916,-1805129.132,-3482596.968,-6137448.576,-2679142.5,-2647456.548,-1746502.601,-2059225.901,-3073512.276
201.1,-5188775.184,-2572979.52,-3041801.256,-1753892.647,-3298096.488,-3294336.288,-1565509.134,-3339433.62,-5604001.536,-2213033.122,-2674429.716,-1685146.164,-1734204.24,-2885627.616
201,-4930324.104,-1777288.612,-2807340.252,-1639544.965,-3071180.952,-2889864.108,-1327987.327,-3162278.064,-5012822.892,-1714939.482,-2744118.756,-1660995.653,-1421017.182,-2633418.468
200.9,-4656381,-993234.2688,-2604540.132,-1510657.843,-2816214.324,-2474158.957,-1107667.182,-2971911.672,-4367472.3,-1193121.487,-2821979.964,-1642335.034,-1141877.482,-2302019.508
200.8,-4314503.616,-192817.2904,-2422293.265,-1407573.214,-2590777.8,-2071047.97,-945381.9636,-2756652.756,-3694998.132,-728395.8624,-2909968.644,-1600331.093,-824466.4656,-1920817.952
200.7,-3992505.156,633648.8496,-2275362.197,-1403314.16,-2452262.059,-1559708.399,-910281.75,-2493789.708,-2987253.288,-282671.7816,-2939975.04,-1542193.387,-557712.864,-1511936.311
200.6,-3658373.784,1409658.871,-2133966.143,-1378013.028,-2202795.35,-1079533.366,-862680.1248,-2156341.84,-2245085.066,121342.6567,-2848627.248,-1478295.055,-392223.9552,-1112994.132
200.5,-3303586.38,2071830.091,-2033706.677,-1370201.839,-1886041.116,-470087.67,-810039.8316,-1784503.182,-1544050.926,445834.38,-2766228.732,-1439116.278,-318679.4568,-796914.2268
200.4,-2984796.624,2703157.644,-1911151.732,-1321838.147,-1547016.47,114255.6824,-814807.7652,-1339122.533,-894353.5428,732481.9464,-2582279.748,-1438356.718,-301996.7028,-501645.7752
200.3,-2621310.624,3277465.524,-1716995.058,-1324329.906,-1191414.356,724297.2444,-739212.7044,-861772.6632,-272657.1156,995069.2464,-2278204.908,-1412834.987,-299570.1204,-268851.7932
200.2,-2334738.262,3710465.088,-1491648.779,-1366975.588,-802386.5712,1300851.217,-673953.18,-360655.8228,274131.114,1165373.718,-1940641.727,-1321271.61,-267613.434,-136674.9976
200.1,-2051316.947,4022386.212,-1248195.883,-1419490.541,-421252.6992,1853497.838,-613634.5584,129508.8084,767945.646,1274958.48,-1599461.233,-1194033.962,-234064.9296,20171.26702
200,-1852690.649,4215033.792,-1070847.304,-1381324.511,-127187.7623,2381507.629,-521168.7336,632723.8404,1175954.921,1390677.382,-1253262.126,-991223.8152,-157521.045,106378.5648
199.9,-1651432.211,4295928.228,-841254.5052,-1352396.039,42010.2078,2849504.628,-399383.376,1005314.538,1526901.907,1536979.243,-899429.8128,-804860.7828,-161054.3796,125925.0871
199.8,-1453560.46,4341326.376,-606851.1576,-1283306.124,203252.5974,3268867.2,-352202.8932,1387985.078,1825572.086,1577353.764,-571883.8044,-575027.3316,-114046.3646,93197.05836
199.7,-1388732.105,4320670.344,-343634.6508,-1265006.484,380737.7976,3633932.484,-269360.6736,1710477.378,2058062.746,1492671.553,-245899.7831,-271185.624,-62546.41476,42444.38556
199.6,-1401649.645,4200494.352,-90978.039,-1222548.812,538250.0688,4031510.964,-190973.539,2013524.43,2201963.093,1373242.588,9272.302248,39052.68516,-5602.82334,49686.0294
199.5,-1453552.939,4006593.372,158716.0366,-1117110.298,614318.9148,4342805.388,-63786.02736,2306381.34,2238479.648,1224611.909,317310.744,293355.7632,58073.28084,-836.7272244
199.4,-1564508.921,3821065.104,411461.1384,-1011817.177,628921.0248,4599025.416,98472.61896,2505847.416,2200082.993,1028928.594,654390.1128,556396.794,115553.4528,-53068.45464
199.3,-1690899.27,3661582.488,621009.564,-869909.736,593590.1856,4823534.424,234407.6092,2679869.472,2029638.14,832209.9708,1031342.642,843295.0404,154944.8066,-191754.9085
199.2,-1798741.806,3484752.816,849328.908,-748146.9396,517654.2,4994573.388,382522.6392,2803554.984,1812652.039,625988.0688,1410581.374,1109792.948,192409.9354,-262659.9972
199.1,-1875500.022,3260293.944,1090628.462,-600654.348,418866.2256,5017234.86,525879.0108,2743893.144,1547420.065,415376.76,1730037.938,1388493.959,242957.0506,-303109.722
199,-1920361.715,2981638.056,1307501.758,-460007.8272,303706.3404,4942181.268,766734.8616,2668087.512,1301395.193,250845.4488,1952448.755,1613556.97,287941.0752,-272642.0748
198.9,-1944742.852,2766705.024,1530832.57,-261414.1176,96426.81948,4740133.188,991855.5288,2502716.423,1073817.862,44306.4366,2144066.04,1779166.205,453069.0048,-173171.2481
198.8,-1902300.221,2564155.584,1726566.02,-98652.85788,-159372.3168,4540015.344,1222275.571,2360315.142,913909.0896,-127318.1159,2245253.022,1943597.244,680122.4148,-6322.801368
198.7,-1881245.608,2394680.863,1937914.328,113339.1964,-393424.7124,4352707.248,1382101.619,2197140.01,796565.7816,-347580.354,2261090.984,2097000.87,925202.2236,129871.5424
198.6,-1873544.718,2232302.893,2126403.127,438725.0952,-652484.9448,4196583.744,1560470.466,1986917.255,674221.4076,-390592.0284,2245476.127,2160808.957,1128869.696,287617.698
198.5,-1799233.139,2105539.031,2397849.458,716420.8788,-804366.9432,3943346.808,1657105.099,1786814.452,561470.5572,-378822.6024,2205753.374,2130075.589,1298948.556,489588.0672
198.4,-1704022.368,2011416.211,2722259.46,956156.19,-895556.8068,3662209.188,1800248.393,1643179.825,440820.78,-361097.0196,2138368.084,2003860.716,1402364.083,712871.25
198.3,-1603975.98,2002928.186,3053332.536,1181141.49,-910961.0928,3412506.84,1901214.776,1594018.97,374169.9816,-270225.5196,2052592.908,1776253.303,1520178.67,948575.6268
198.2,-1441294.687,1984438.03,3320707.824,1437717.484,-880368.1056,3169999.008,1986383.306,1520820.41,276116.4996,-134143.6309,2009681.506,1506396.283,1650898.262,1173733.896
198.1,-1258849.783,1969941.205,3587506.548,1667450.663,-813619.542,3014452.068,2007132.09,1434924.908,172689.6918,19147.51496,1926485.827,1230465.287,1704538.769,1287530.082
198,-987583.9416,2034187.982,3869922.636,1935189.437,-717130.3032,2816389.8,2005953.894,1326606.08,45658.60452,225625.7874,1848145.82,924490.2924,1774365.683,1336131.92
197.9,-632741.388,2163338.318,4131457.08,2174496.085,-578341.3212,2599802.28,2046200.568,1250399.36,-344.5897416,407848.8396,1748600.792,599135.2272,1844586.164,1349718.776
197.8,-313324.932,2335309.812,4266247.716,2383412.797,-410142.5616,2295449.185,2034273.214,1200057.803,-10340.52493,595370.0136,1571603.165,205691.2124,1922304.485,1330260.995
197.7,45022.128,2480002.308,4341577.056,2581176.756,-314518.1688,1977108.146,2105674.398,1184849.047,-47056.3962,793815.822,1361901.824,-112449.2824,1966133.376,1239564.971
197.6,385124.6976,2597395.752,4295000.712,2805134.268,-257726.6148,1789722.34,2147751.036,1192407.049,-97112.1786,984229.8432,1169850.863,-364578.9648,2018906.53,1086326.794
197.5,678645.9096,2752165.584,4256019.972,2931201.24,-169360.6614,1642693.506,2109274.163,1196535.749,-65111.37252,1144998.448,1026476.944,-665294.6928,2031535.788,913568.1648
197.4,878500.5396,2895830.292,4066430.688,3104546.46,2149.811626,1504278.037,2069556.424,1224722.208,-69127.26612,1233648.923,893428.5336,-858939.9792,1952398.619,791644.9332
197.3,1110251.693,2993996.58,3810411.204,3196896.972,252146.478,1322718.034,2098946.147,1283998.001,-58569.37656,1282040.19,828860.886,-958605.3336,1810659.133,706481.4168
197.2,1383450.277,3101964.456,3476380.104,3295163.532,507526.728,1174117.436,2024188.357,1376150.476,-63685.00332,1335858.679,799438.5744,-1051344.4,1684877.936,713387.6508
197.1,1640622.889,3230412.888,3047291.148,3335322.468,769367.0016,1053149.296,1989973.044,1462572.406,-76444.61532,1278202.279,884098.224,-1076590.382,1629076.568,634771.896
197,1911555.326,3435494.196,2508304.08,3385909.692,953664.4308,970412.3616,1914493.296,1618545.502,-112373.8277,1151726.699,1017858.565,-968050.956,1565000.254,538019.4432
196.9,2218397.674,3571187.28,1861840.469,3436346.508,1149846.599,866059.2912,1779725.221,1725239.923,-103306.7321,972971.8044,1167690.001,-813529.2972,1530328.703,390827.6676
196.8,2546958.936,3677124.648,1307153.312,3459534.408,1218603.109,707807.514,1682396.204,1752127.86,-96068.0964,710667.7728,1304786.893,-558251.826,1496542.052,298660.152
196.7,2856674.076,3760250.136,710983.6296,3399020.256,1309920.82,491658.684,1629991.55,1708471.938,-81659.26068,377962.77,1445202.788,-328671.5616,1454721.108,168936.5108
196.6,3136783.908,3801035.772,112544.7914,3278167.428,1351508.632,307506.6492,1596788.984,1768396.992,-20960.20711,19496.58686,1570031.401,-59393.11104,1497780.412,131328.2438
196.5,3357332.172,3796022.172,-448897.6896,3105950.268,1378268.722,204381.4094,1523352.278,1702999.594,56973.297,-398954.7132,1785232.661,296331.3348,1573959.557,69680.76756
196.4,3559731.204,3721118.988,-968973.4584,2898562.704,1454550.646,164810.8194,1454465.414,1655866.74,154978.1471,-738340.338,2047767.318,676412.3508,1622511.259,50027.20488
196.3,3624958.14,3618540.732,-1404179.006,2743090.968,1561693.784,169065.611,1318927.752,1569264.32,176352.1266,-1024090.47,2356692.816,982429.9608,1633245.377,72037.41024
196.2,3590439.504,3487435.092,-1762651.406,2605166.832,1598177.752,174669.5624,1234516.276,1426138.574,221557.251,-1234872.241,2623441.404,1212113.004,1590150.978,168230.8466
196.1,3544865.88,3367710.324,-1945865.898,2414068.454,1688630.616,79114.35732,1158364.705,1314864.229,227987.193,-1463670.384,2779163.82,1442452.829,1544812.993,265289.6304
196,3502150.008,3237732.744,-1962894.59,2221087.47,1690332.733,106277.2901,1166968.043,1230149.43,238882.7485,-1568853.205,2916862.344,1702382.921,1551593.887,298239.0096
195.9,3451211.832,3147111.924,-1921026.017,2092087.542,1670248.252,241988.9244,1144990.927,1177855.075,229387.9928,-1604477.34,2952935.196,1953358.723,1591178.766,326427.9756
195.8,3394909.104,2988406.416,-1922785.79,1917115.409,1534086.396,442272.2172,1105413.569,1115147.473,143125.9967,-1639938.533,3016256.964,2193429.946,1578938.062,240174.0012
195.7,3335873.964,2754973.2,-1893867.346,1796911.842,1433465.951,609616.158,1120659.926,1022205.356,68128.557,-1654129.528,3021596.448,2407921.781,1503586.16,136921.6667
195.6,3393079.14,2551521.312,-1786293.037,1643854.154,1303789.187,818577.9924,1132025.758,964927.4832,-9900.255648,-1537242.457,2983618.428,2563879.836,1464703.186,81371.22936
195.5,3436020.624,2378504.483,-1684567.093,1458248.176,1139047.304,1054034.196,1205846.004,976035.114,-6677.087412,-1377173.25,2870561.748,2690372.964,1330098.053,15418.19874
195.4,3481042.752,2174659.027,-1604219.14,1291217.585,987047.4864,1312400.045,1232791.597,1022333.203,-97772.97108,-1120193.662,2660166.024,2814384.36,1215173.807,-136661.9622
195.3,3556798.248,1947946.542,-1423062.731,1139922.178,797779.0728,1590652.338,1224263.464,1034516.251,-222187.2098,-783540.4488,2406919.061,3018412.812,1099886.075,-229190.2063
195.2,3560608.584,1747019.002,-1261005.631,991191.2268,651422.0616,1870734.595,1077954.082,1071145.613,-325841.3844,-405903.5628,2185668.893,3139641.66,921775.428,-270476.1996
195.1,3523357.536,1576910.06,-1025348.884,842838.8028,514300.1016,2040981.41,963927.27,1049409.15,-366599.4456,-32063.47608,1958562.84,3195242.484,710640.198,-248077.9416
195,3509143.98,1342188.349,-781492.3932,753240.7572,462304.056,2094170.693,870553.9836,992168.8788,-414023.088,292578.6552,1687647.95,3286314.528,522264.2052,-209297.2442
194.9,3691714.224,1150084.745,-452449.8252,667523.238,498915.87,2223188.168,814524.4968,946161.5784,-413047.9428,594938.844,1490738.81,3337678.86,395109.282,-205222.1902
194.8,3849341.808,940496.2104,-124938.16,556607.3652,484810.1064,2386624.008,663895.8984,838792.8276,-407337.4524,808355.262,1346244.352,3306368.928,354937.812,-234784.8826
194.7,4062795.828,756662.5392,69366.16416,500264.5284,493456.0596,2529586.812,536550.4584,792660.1872,-471223.2504,942519.198,1222017.371,3193838.676,370830.924,-320093.292
194.6,4309063.86,594828.5448,170869.755,471639.3792,456974.5992,2583307.536,346417.1988,801378.8376,-532286.3916,1024689.595,1169199.095,3009363.264,365890.0212,-338931.894
194.5,4487949.108,459556.6032,360896.4756,394826.0136,505077.5844,2538561.156,146730.5244,715784.1516,-572680.9668,1098376.981,1144341.666,2714087.292,362566.0044,-274459.5048
194.4,4616522.88,407194.5648,619282.3788,248390.7902,511322.0232,2411529.066,-55453.17348,703984.644,-612849.93,1138232.594,1184066.926,2460632.264,337884.0516,-130820.3662
194.3,4664728.644,369229.0788,834583.9104,77570.92056,569931.0072,2251587.706,-264231.7608,638797.8168,-576614.136,1053013.928,1185821.686,2116513.801,374463.2772,-8345.939376
194.2,4667210.376,319366.32,1013050.523,-192942.6304,625479.1884,2113600.9,-520614.7308,459353.5524,-488753.3028,876277.008,1270691.906,1832260.229,526841.622,211964.4794
194.1,4615419.888,254041.6188,1140852.2,-495922.7508,722502.3756,2014945.786,-716428.3992,202750.736,-414506.9004,615451.9884,1444049.66,1516759.394,658759.4652,392975.9952
194,4522618.152,300866.136,1233947.232,-718300.9788,783633.2004,1846619.179,-815564.8188,50926.64472,-295897.6584,326229.9384,1621024.727,1082701.961,876808.4496,602860.332
193.9,4370179.644,426557.088,1263066.221,-963450.978,781635.2808,1678305.107,-918930.21,-49650.68352,-179515.2068,-36392.71968,1799706.924,613847.6364,1061183.59,843841.5228
193.8,4085883.456,562648.7532,1333479.726,-1244102.279,714109.6092,1504601.414,-940077.5748,-155315.5624,-62664.9864,-360039.15,1993392.319,175985.3818,1320639.896,1031668.526
